sample_id,ground_truth_san_raw,ground_truth_posformer_raw,ground_truth_san_no_limits,ground_truth_posformer_no_limits,gt_equal_raw,gt_equal_after_remove_limits,san_prediction_raw,posformer_prediction_raw,san_prediction_no_limits,posformer_prediction_no_limits,san_correct_normalized_gt_san,posformer_correct_normalized_gt_san,outcome_normalized_gt_san,san_correct_normalized_gt_posformer,posformer_correct_normalized_gt_posformer,outcome_normalized_gt_posformer
35_em_17,x ^ { 2 } + x + 1,x ^ { 2 } + x + 1,x ^ { 2 } + x + 1,x ^ { 2 } + x + 1,True,True,x ^ { 2 } + x + 1,x ^ { 2 } + x + 1,x ^ { 2 } + x + 1,x ^ { 2 } + x + 1,True,True,both_correct,True,True,both_correct
35_em_18,\pi \int _ { 0 } ^ { 1 } x d x,\pi \int \limits _ { 0 } ^ { 1 } x d x,\pi \int _ { 0 } ^ { 1 } x d x,\pi \int _ { 0 } ^ { 1 } x d x,False,True,\pi \int _ { 0 },\pi \int \limits _ { 0 } ^ { x d x,\pi \int _ { 0 },\pi \int _ { 0 } ^ { x d x,False,False,both_wrong,False,False,both_wrong
35_em_19,2 \div 3,2 \div 3,2 \div 3,2 \div 3,True,True,2 \div 3,2 \div 3,2 \div 3,2 \div 3,True,True,both_correct,True,True,both_correct
35_em_2,( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),True,True,( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),True,True,both_correct,True,True,both_correct
35_em_20,\sqrt { 3 8 },\sqrt { 3 8 },\sqrt { 3 8 },\sqrt { 3 8 },True,True,\sqrt { 3 8 },\sqrt { 3 8 },\sqrt { 3 8 },\sqrt { 3 8 },True,True,both_correct,True,True,both_correct
35_em_21,- \sin \theta,- \sin \theta,- \sin \theta,- \sin \theta,True,True,- \sin \theta,- \sin \theta,- \sin \theta,- \sin \theta,True,True,both_correct,True,True,both_correct
35_em_22,x - \pi ( x ),x - \pi ( x ),x - \pi ( x ),x - \pi ( x ),True,True,x - \pi ( x ),x - \pi ( x ),x - \pi ( x ),x - \pi ( x ),True,True,both_correct,True,True,both_correct
35_em_23,y = y _ { o } + m ( x - x _ { o } ),y = y _ { o } + m ( x - x _ { o } ),y = y _ { o } + m ( x - x _ { o } ),y = y _ { o } + m ( x - x _ { o } ),True,True,y = y _ { 0 } + m ( x - x _ { 0 } ),y = y _ { 0 } + m ( x - x _ { 0 } ),y = y _ { 0 } + m ( x - x _ { 0 } ),y = y _ { 0 } + m ( x - x _ { 0 } ),False,False,both_wrong,False,False,both_wrong
35_em_24,\sqrt { ( \frac { \Delta x } { x } ) ^ { 2 } + ( \frac { \Delta y } { y } ) ^ { 2 } },\sqrt { ( \frac { \Delta x } { x } ) ^ { 2 } + ( \frac { \Delta y } { y } ) ^ { 2 } },\sqrt { ( \frac { \Delta x } { x } ) ^ { 2 } + ( \frac { \Delta y } { y } ) ^ { 2 } },\sqrt { ( \frac { \Delta x } { x } ) ^ { 2 } + ( \frac { \Delta y } { y } ) ^ { 2 } },True,True,\sqrt { ( \frac { a } { a } ) ^ { 2 } + ( \frac { \Delta } { y } ) ^ { 2 } } ) ^ { ( \frac { \Delta } { y } ) ^ { 2 } } + ( \frac { y } { y } ) ^ { 2 },\sqrt { ( \frac { a } { a } ) ^ { 2 } + ( \frac { a } { y } ) ^ { 2 } },\sqrt { ( \frac { a } { a } ) ^ { 2 } + ( \frac { \Delta } { y } ) ^ { 2 } } ) ^ { ( \frac { \Delta } { y } ) ^ { 2 } } + ( \frac { y } { y } ) ^ { 2 },\sqrt { ( \frac { a } { a } ) ^ { 2 } + ( \frac { a } { y } ) ^ { 2 } },False,False,both_wrong,False,False,both_wrong
35_em_3,\beta ( F ),\beta ( F ),\beta ( F ),\beta ( F ),True,True,P ( F ),P ( F ),P ( F ),P ( F ),False,False,both_wrong,False,False,both_wrong
35_em_4,w _ { 1 } + w _ { 2 },w _ { 1 } + w _ { 2 },w _ { 1 } + w _ { 2 },w _ { 1 } + w _ { 2 },True,True,w _ { 1 } + w _ { 2 },w _ { 1 } + w _ { 2 },w _ { 1 } + w _ { 2 },w _ { 1 } + w _ { 2 },True,True,both_correct,True,True,both_correct
35_em_5,"E / [ E , E ]","E / [ E , E ]","E / [ E , E ]","E / [ E , E ]",True,True,E / [ E E E ],"E / [ E , E ]",E / [ E E E ],"E / [ E , E ]",False,True,posformer_only,False,True,posformer_only
35_em_6,1 5 \div 5 = 3,1 5 \div 5 = 3,1 5 \div 5 = 3,1 5 \div 5 = 3,True,True,1 5 \div 5 = 3,1 5 \div 5 = 3,1 5 \div 5 = 3,1 5 \div 5 = 3,True,True,both_correct,True,True,both_correct
35_em_7,\sin ( - 4 5 ) = - \sin 4 5,\sin ( - 4 5 ) = - \sin 4 5,\sin ( - 4 5 ) = - \sin 4 5,\sin ( - 4 5 ) = - \sin 4 5,True,True,\sin ( - 4 5 ) = - \sin 4 5,\sin ( - 4 5 ) = - \sin 4 5,\sin ( - 4 5 ) = - \sin 4 5,\sin ( - 4 5 ) = - \sin 4 5,True,True,both_correct,True,True,both_correct
35_em_8,\lim _ { z \rightarrow z _ { 0 } } f ( z ) = k,\lim \limits _ { z \rightarrow z _ { 0 } } f ( z ) = k,\lim _ { z \rightarrow z _ { 0 } } f ( z ) = k,\lim _ { z \rightarrow z _ { 0 } } f ( z ) = k,False,True,\lim _ { z \rightarrow z _ { 0 } } f ( z ) = k,\lim \limits _ { z \rightarrow z _ { 0 } } f ( z ) = k,\lim _ { z \rightarrow z _ { 0 } } f ( z ) = k,\lim _ { z \rightarrow z _ { 0 } } f ( z ) = k,True,True,both_correct,True,True,both_correct
35_em_9,\sin ( \theta ) = \sin \theta,\sin ( \theta ) = \sin \theta,\sin ( \theta ) = \sin \theta,\sin ( \theta ) = \sin \theta,True,True,\sin ( \theta ) = \sin \theta,\sin ( \theta ) = \sin \theta,\sin ( \theta ) = \sin \theta,\sin ( \theta ) = \sin \theta,True,True,both_correct,True,True,both_correct
36_em_25,\frac { a ^ { 2 } } { a + \sqrt { a } },\frac { a ^ { 2 } } { a + \sqrt { a } },\frac { a ^ { 2 } } { a + \sqrt { a } },\frac { a ^ { 2 } } { a + \sqrt { a } },True,True,\frac { a ^ { 2 } } { a + \sqrt { a } },\frac { a ^ { 2 } } { a + \sqrt { a } },\frac { a ^ { 2 } } { a + \sqrt { a } },\frac { a ^ { 2 } } { a + \sqrt { a } },True,True,both_correct,True,True,both_correct
36_em_26,\sum _ { n = 1 } ^ { 5 } ( 2 n + 1 ),\sum \limits _ { n = 1 } ^ { 5 } ( 2 n + 1 ),\sum _ { n = 1 } ^ { 5 } ( 2 n + 1 ),\sum _ { n = 1 } ^ { 5 } ( 2 n + 1 ),False,True,\sum _ { n = 1 } ^ { 5 } ( 2 n + 1 ),\sum \limits _ { n = 1 } ^ { 5 } ( 2 n + 1 ),\sum _ { n = 1 } ^ { 5 } ( 2 n + 1 ),\sum _ { n = 1 } ^ { 5 } ( 2 n + 1 ),True,True,both_correct,True,True,both_correct
36_em_27,f _ { d } = \frac { A _ { m a x } - A } { A _ { m a x } - A _ { m i n } },f _ { d } = \frac { A _ { m a x } - A } { A _ { m a x } - A _ { m i n } },f _ { d } = \frac { A _ { m a x } - A } { A _ { m a x } - A _ { m i n } },f _ { d } = \frac { A _ { m a x } - A } { A _ { m a x } - A _ { m i n } },True,True,f _ { d } = \frac { A _ { m a X - A } } { A _ { m a X } },"f _ { d } = \frac { A _ { m a x - A } { A _ { m a x } - A _ { m , w } }",f _ { d } = \frac { A _ { m a X - A } } { A _ { m a X } },"f _ { d } = \frac { A _ { m a x - A } { A _ { m a x } - A _ { m , w } }",False,False,both_wrong,False,False,both_wrong
36_em_28,1 2 \div 3,1 2 \div 3,1 2 \div 3,1 2 \div 3,True,True,1 2 \div 3,1 2 \div 3,1 2 \div 3,1 2 \div 3,True,True,both_correct,True,True,both_correct
36_em_29,C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 },C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 },C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 },C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 },True,True,"c , y _ { 1 } + c _ { 2 } y _ { 2 }","c , y _ { 1 } + c _ { 2 } y _ { 2 }","c , y _ { 1 } + c _ { 2 } y _ { 2 }","c , y _ { 1 } + c _ { 2 } y _ { 2 }",False,False,both_wrong,False,False,both_wrong
36_em_30,\tan \gamma _ { i },\tan \gamma _ { i },\tan \gamma _ { i },\tan \gamma _ { i },True,True,\tan \gamma i,\tan \gamma _ { i },\tan \gamma i,\tan \gamma _ { i },False,True,posformer_only,False,True,posformer_only
36_em_31,\frac { \sqrt { 1 6 2 } } { \sqrt { 2 0 0 } },\frac { \sqrt { 1 6 2 } } { \sqrt { 2 0 0 } },\frac { \sqrt { 1 6 2 } } { \sqrt { 2 0 0 } },\frac { \sqrt { 1 6 2 } } { \sqrt { 2 0 0 } },True,True,\frac { \sqrt { 1 6 2 } } { \sqrt { 2 0 0 } },\frac { \sqrt { 1 6 2 } } { \sqrt { 2 0 0 } },\frac { \sqrt { 1 6 2 } } { \sqrt { 2 0 0 } },\frac { \sqrt { 1 6 2 } } { \sqrt { 2 0 0 } },True,True,both_correct,True,True,both_correct
36_em_32,\lim _ { x \rightarrow 0 } f ( x ),\lim \limits _ { x \rightarrow 0 } f ( x ),\lim _ { x \rightarrow 0 } f ( x ),\lim _ { x \rightarrow 0 } f ( x ),False,True,\lim _ { x \rightarrow 0 } f ( x ),\lim \limits _ { x \rightarrow 0 } f ( x ),\lim _ { x \rightarrow 0 } f ( x ),\lim _ { x \rightarrow 0 } f ( x ),True,True,both_correct,True,True,both_correct
36_em_33,\beta _ { 0 } ( 1 ) + \beta _ { 1 } ( i ) + \beta _ { 2 } ( j ) + \beta _ { 3 } ( k ),\beta _ { 0 } ( 1 ) + \beta _ { 1 } ( i ) + \beta _ { 2 } ( j ) + \beta _ { 3 } ( k ),\beta _ { 0 } ( 1 ) + \beta _ { 1 } ( i ) + \beta _ { 2 } ( j ) + \beta _ { 3 } ( k ),\beta _ { 0 } ( 1 ) + \beta _ { 1 } ( i ) + \beta _ { 2 } ( j ) + \beta _ { 3 } ( k ),True,True,\beta _ { 0 } ( 1 ) + \beta _ { 1 } ( i ) + \beta _ { 2 } ( s ) + \beta _ { 3 } ( x ),\beta _ { 0 } ( 1 ) + \beta _ { 1 } ( i ) + \beta _ { 2 } ( j ) + \beta _ { 3 } ( k ),\beta _ { 0 } ( 1 ) + \beta _ { 1 } ( i ) + \beta _ { 2 } ( s ) + \beta _ { 3 } ( x ),\beta _ { 0 } ( 1 ) + \beta _ { 1 } ( i ) + \beta _ { 2 } ( j ) + \beta _ { 3 } ( k ),False,True,posformer_only,False,True,posformer_only
36_em_34,\sqrt { 2 } \sqrt { 2 } = 2,\sqrt { 2 } \sqrt { 2 } = 2,\sqrt { 2 } \sqrt { 2 } = 2,\sqrt { 2 } \sqrt { 2 } = 2,True,True,\sqrt { 2 } \sqrt { 2 } = 2,\sqrt { 2 } \sqrt { 2 } = 2,\sqrt { 2 } \sqrt { 2 } = 2,\sqrt { 2 } \sqrt { 2 } = 2,True,True,both_correct,True,True,both_correct
36_em_35,z _ { 1 } z _ { 2 },z _ { 1 } z _ { 2 },z _ { 1 } z _ { 2 },z _ { 1 } z _ { 2 },True,True,z _ { 1 } z _ { 2 },z _ { 1 } z _ { 2 },z _ { 1 } z _ { 2 },z _ { 1 } z _ { 2 },True,True,both_correct,True,True,both_correct
36_em_36,L _ { t } = L + L = 2 L,L _ { t } = L + L = 2 L,L _ { t } = L + L = 2 L,L _ { t } = L + L = 2 L,True,True,L _ { t } = L + L = 2 L,L _ { t } = L + L = 2 L,L _ { t } = L + L = 2 L,L _ { t } = L + L = 2 L,True,True,both_correct,True,True,both_correct
36_em_37,- f ( - x ),- f ( - x ),- f ( - x ),- f ( - x ),True,True,- f ( - x ),- f ( - x ),- f ( - x ),- f ( - x ),True,True,both_correct,True,True,both_correct
36_em_38,2 4 \pi,2 4 \pi,2 4 \pi,2 4 \pi,True,True,2 4 \pi,2 4 \pi,2 4 \pi,2 4 \pi,True,True,both_correct,True,True,both_correct
36_em_39,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = 1 + 2 + 3,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = 1 + 2 + 3,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = 1 + 2 + 3,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = 1 + 2 + 3,True,True,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = t + 2 + 3,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = t + 2 + 3,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = t + 2 + 3,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = t + 2 + 3,False,False,both_wrong,False,False,both_wrong
36_em_40,\frac { 1 5 ! } { 1 0 ! 5 ! },\frac { 1 5 ! } { 1 0 ! 5 ! },\frac { 1 5 ! } { 1 0 ! 5 ! },\frac { 1 5 ! } { 1 0 ! 5 ! },True,True,\frac { 1 5 ! } { 1 0 ! 5 ! },\frac { 1 5 ! } { 1 0 ! 5 ! },\frac { 1 5 ! } { 1 0 ! 5 ! },\frac { 1 5 ! } { 1 0 ! 5 ! },True,True,both_correct,True,True,both_correct
36_em_41,y = C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 } + \ldots + C _ { n } y _ { n },y = C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 } + \ldots + C _ { n } y _ { n },y = C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 } + \ldots + C _ { n } y _ { n },y = C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 } + \ldots + C _ { n } y _ { n },True,True,"y = c , y _ { 1 } + c z y _ { 2 } + \ldots + ( n y _ { n }",y = c _ { 1 } y _ { 1 } + c _ { 2 } y _ { 2 } + \cdots + c _ { n } y _ { n },"y = c , y _ { 1 } + c z y _ { 2 } + \ldots + ( n y _ { n }",y = c _ { 1 } y _ { 1 } + c _ { 2 } y _ { 2 } + \cdots + c _ { n } y _ { n },False,False,both_wrong,False,False,both_wrong
36_em_42,m \times p,m \times p,m \times p,m \times p,True,True,m \times p,m \times p,m \times p,m \times p,True,True,both_correct,True,True,both_correct
36_em_43,"( x ^ { \prime } , t ^ { \prime } )","( x ^ { \prime } , t ^ { \prime } )","( x ^ { \prime } , t ^ { \prime } )","( x ^ { \prime } , t ^ { \prime } )",True,True,"( x ^ { 1 } , t )","( x ^ { 1 } , t ^ { 1 } )","( x ^ { 1 } , t )","( x ^ { 1 } , t ^ { 1 } )",False,False,both_wrong,False,False,both_wrong
36_em_44,p \geq 1,p \geq 1,p \geq 1,p \geq 1,True,True,p \geq 1,p \geq 1,p \geq 1,p \geq 1,True,True,both_correct,True,True,both_correct
36_em_45,x + ( - x ) \geq 0 + ( - x ),x + ( - x ) \geq 0 + ( - x ),x + ( - x ) \geq 0 + ( - x ),x + ( - x ) \geq 0 + ( - x ),True,True,x + ( - x ) \geq 0 + ( - x ),x + ( - x ) \geq 0 + ( - x ),x + ( - x ) \geq 0 + ( - x ),x + ( - x ) \geq 0 + ( - x ),True,True,both_correct,True,True,both_correct
36_em_46,x \neq 4,x \neq 4,x \neq 4,x \neq 4,True,True,x \neq 4,x \neq 4,x \neq 4,x \neq 4,True,True,both_correct,True,True,both_correct
36_em_47,7 0 ^ { o },7 0 ^ { o },7 0 ^ { o },7 0 ^ { o },True,True,7 0 ^ { 0 },7 0 ^ { 0 },7 0 ^ { 0 },7 0 ^ { 0 },False,False,both_wrong,False,False,both_wrong
36_em_48,\sum _ { k } j [ k ],\sum \limits _ { k } j [ k ],\sum _ { k } j [ k ],\sum _ { k } j [ k ],False,True,\sum _ { m } j [ x ],\sum \limits _ { k } j [ k ],\sum _ { m } j [ x ],\sum _ { k } j [ k ],False,True,posformer_only,False,True,posformer_only
36_em_49,1 . 6 9 4 6 9 6 1,1 . 6 9 4 6 9 6 1,1 . 6 9 4 6 9 6 1,1 . 6 9 4 6 9 6 1,True,True,1 . 6 9 4 6 9 6 1,1 . 6 9 4 6 9 6 1,1 . 6 9 4 6 9 6 1,1 . 6 9 4 6 9 6 1,True,True,both_correct,True,True,both_correct
37_em_0,g _ { \theta } = g \sin \theta,g _ { \theta } = g \sin \theta,g _ { \theta } = g \sin \theta,g _ { \theta } = g \sin \theta,True,True,g \theta = g \sin \theta,g _ { \theta } = g \sin \theta,g \theta = g \sin \theta,g _ { \theta } = g \sin \theta,False,True,posformer_only,False,True,posformer_only
37_em_1,p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },True,True,p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },True,True,both_correct,True,True,both_correct
37_em_10,\frac { X } { V },\frac { X } { V },\frac { X } { V },\frac { X } { V },True,True,\frac { X } { V },\frac { X } { V },\frac { X } { V },\frac { X } { V },True,True,both_correct,True,True,both_correct
37_em_11,w ^ { - 2 },w ^ { - 2 },w ^ { - 2 },w ^ { - 2 },True,True,w - 2,w ^ { - 2 },w - 2,w ^ { - 2 },False,True,posformer_only,False,True,posformer_only
37_em_12,u ( x _ { b } ) = u _ { b } ( x _ { b } ),u ( x _ { b } ) = u _ { b } ( x _ { b } ),u ( x _ { b } ) = u _ { b } ( x _ { b } ),u ( x _ { b } ) = u _ { b } ( x _ { b } ),True,True,u ( x _ { b } ) = u _ { 6 } ( x _ { b } ),u ( x _ { b } ) = u _ { b } ( x _ { b } ),u ( x _ { b } ) = u _ { 6 } ( x _ { b } ),u ( x _ { b } ) = u _ { b } ( x _ { b } ),False,True,posformer_only,False,True,posformer_only
37_em_13,8 0 ^ { o },8 0 ^ { o },8 0 ^ { o },8 0 ^ { o },True,True,8 0 ^ { 0 },8 0 ^ { 0 },8 0 ^ { 0 },8 0 ^ { 0 },False,False,both_wrong,False,False,both_wrong
37_em_14,\lim _ { x \rightarrow 0 } f ( x ) = 0,\lim \limits _ { x \rightarrow 0 } f ( x ) = 0,\lim _ { x \rightarrow 0 } f ( x ) = 0,\lim _ { x \rightarrow 0 } f ( x ) = 0,False,True,\lim _ { x \rightarrow 0 } f ( x ) = 0,\lim \limits _ { x \rightarrow 0 } f ( x ) = 0,\lim _ { x \rightarrow 0 } f ( x ) = 0,\lim _ { x \rightarrow 0 } f ( x ) = 0,True,True,both_correct,True,True,both_correct
37_em_15,u \geq 0,u \geq 0,u \geq 0,u \geq 0,True,True,u \geq 0,u \geq 0,u \geq 0,u \geq 0,True,True,both_correct,True,True,both_correct
37_em_16,8 \sqrt { 5 },8 \sqrt { 5 },8 \sqrt { 5 },8 \sqrt { 5 },True,True,8 \sqrt { 5 },8 \sqrt { 5 },8 \sqrt { 5 },8 \sqrt { 5 },True,True,both_correct,True,True,both_correct
37_em_17,a \sqrt { b } \pm c \sqrt { b } = ( a \pm c ) \sqrt { b },a \sqrt { b } \pm c \sqrt { b } = ( a \pm c ) \sqrt { b },a \sqrt { b } \pm c \sqrt { b } = ( a \pm c ) \sqrt { b },a \sqrt { b } \pm c \sqrt { b } = ( a \pm c ) \sqrt { b },True,True,a \sqrt { b } \pm c \sqrt { b } = ( a t c ) \sqrt { b },a \sqrt { b } \pm c \sqrt { b } = ( a \pm c ) \sqrt { b },a \sqrt { b } \pm c \sqrt { b } = ( a t c ) \sqrt { b },a \sqrt { b } \pm c \sqrt { b } = ( a \pm c ) \sqrt { b },False,True,posformer_only,False,True,posformer_only
37_em_18,\frac { x \times x \times x \times x } { x \times x } = x \times x = x ^ { 2 },\frac { x \times x \times x \times x } { x \times x } = x \times x = x ^ { 2 },\frac { x \times x \times x \times x } { x \times x } = x \times x = x ^ { 2 },\frac { x \times x \times x \times x } { x \times x } = x \times x = x ^ { 2 },True,True,\frac { x \times x \times x \times x } { x \times x } = x \times x = x ^ { 2 },\frac { x \times x \times x \times x } { x \times x } = x \times x = x ^ { 2 },\frac { x \times x \times x \times x } { x \times x } = x \times x = x ^ { 2 },\frac { x \times x \times x \times x } { x \times x } = x \times x = x ^ { 2 },True,True,both_correct,True,True,both_correct
37_em_19,- \frac { \sqrt { 2 - \sqrt { 2 } } } { 2 },- \frac { \sqrt { 2 - \sqrt { 2 } } } { 2 },- \frac { \sqrt { 2 - \sqrt { 2 } } } { 2 },- \frac { \sqrt { 2 - \sqrt { 2 } } } { 2 },True,True,- \frac { \sqrt { 2 - \sqrt { 2 } } } { 2 },- \frac { \sqrt { 2 - \sqrt { 2 } } } { 2 },- \frac { \sqrt { 2 - \sqrt { 2 } } } { 2 },- \frac { \sqrt { 2 - \sqrt { 2 } } } { 2 },True,True,both_correct,True,True,both_correct
37_em_2,( \frac { 1 } { n \pi } - \frac { \cos ( n \pi ) } { n \pi } ) + ( \frac { 1 } { n \pi } - \frac { \cos ( n \pi ) } { n \pi } ),( \frac { 1 } { n \pi } - \frac { \cos ( n \pi ) } { n \pi } ) + ( \frac { 1 } { n \pi } - \frac { \cos ( n \pi ) } { n \pi } ),( \frac { 1 } { n \pi } - \frac { \cos ( n \pi ) } { n \pi } ) + ( \frac { 1 } { n \pi } - \frac { \cos ( n \pi ) } { n \pi } ),( \frac { 1 } { n \pi } - \frac { \cos ( n \pi ) } { n \pi } ) + ( \frac { 1 } { n \pi } - \frac { \cos ( n \pi ) } { n \pi } ),True,True,( \frac { 1 } { n \pi } - \frac { \cos ( n ) ) } { n n } ) + ( \frac { 1 } { n \pi \pi } - \frac { \cos \pi \pi } { n } ),( \frac { 1 } { n \pi } - \frac { \cos ( n \pi ) } { n \pi } ) + ( \frac { 1 } { n \pi } = \frac { \cos ( n \pi ) } { n \pi } ),( \frac { 1 } { n \pi } - \frac { \cos ( n ) ) } { n n } ) + ( \frac { 1 } { n \pi \pi } - \frac { \cos \pi \pi } { n } ),( \frac { 1 } { n \pi } - \frac { \cos ( n \pi ) } { n \pi } ) + ( \frac { 1 } { n \pi } = \frac { \cos ( n \pi ) } { n \pi } ),False,False,both_wrong,False,False,both_wrong
37_em_20,0 . 9 - 0 . 9 = 0,0 . 9 - 0 . 9 = 0,0 . 9 - 0 . 9 = 0,0 . 9 - 0 . 9 = 0,True,True,0 . 9 - 0 . 9 = 0,0 . 9 - 0 . 9 = 0,0 . 9 - 0 . 9 = 0,0 . 9 - 0 . 9 = 0,True,True,both_correct,True,True,both_correct
37_em_21,( I - T ) ^ { - 1 } = I + T + T ^ { 2 } + T ^ { 3 },( I - T ) ^ { - 1 } = I + T + T ^ { 2 } + T ^ { 3 },( I - T ) ^ { - 1 } = I + T + T ^ { 2 } + T ^ { 3 },( I - T ) ^ { - 1 } = I + T + T ^ { 2 } + T ^ { 3 },True,True,( I - T ) ^ { - 1 } = I + T + T ^ { 2 } + T ^ { 3 },( I - T ) ^ { - 1 } = T + T + T ^ { 2 } + T ^ { 3 },( I - T ) ^ { - 1 } = I + T + T ^ { 2 } + T ^ { 3 },( I - T ) ^ { - 1 } = T + T + T ^ { 2 } + T ^ { 3 },True,False,san_only,True,False,san_only
37_em_22,\int X ( x ) e ^ { - a x } a ^ { x } d x,\int X ( x ) e ^ { - a x } a ^ { x } d x,\int X ( x ) e ^ { - a x } a ^ { x } d x,\int X ( x ) e ^ { - a x } a ^ { x } d x,True,True,\int X ( x ) e ^ { - a x } a ^ { x } d x,\int X ( x ) e ^ { - a x } a ^ { x } d x,\int X ( x ) e ^ { - a x } a ^ { x } d x,\int X ( x ) e ^ { - a x } a ^ { x } d x,True,True,both_correct,True,True,both_correct
37_em_23,\sum p _ { i } = \sum p _ { f },\sum p _ { i } = \sum p _ { f },\sum p _ { i } = \sum p _ { f },\sum p _ { i } = \sum p _ { f },True,True,\sum p _ { i } = \sum p _ { f },\sum p _ { i } = \sum p _ { f },\sum p _ { i } = \sum p _ { f },\sum p _ { i } = \sum p _ { f },True,True,both_correct,True,True,both_correct
37_em_24,\lim _ { n \rightarrow \infty } \frac { 2 } { n } \sum _ { i = 1 } ^ { n } \frac { 4 i ^ { 2 } } { n ^ { 2 } },\lim \limits _ { n \rightarrow \infty } \frac { 2 } { n } \sum \limits _ { i = 1 } ^ { n } \frac { 4 i ^ { 2 } } { n ^ { 2 } },\lim _ { n \rightarrow \infty } \frac { 2 } { n } \sum _ { i = 1 } ^ { n } \frac { 4 i ^ { 2 } } { n ^ { 2 } },\lim _ { n \rightarrow \infty } \frac { 2 } { n } \sum _ { i = 1 } ^ { n } \frac { 4 i ^ { 2 } } { n ^ { 2 } },False,True,\lim _ { n \rightarrow \alpha } \frac { 2 } { n } \sum _ { i = 1 } ^ { n } \frac { 4 } { n ^ { 2 } },\lim \limits _ { n \rightarrow \infty } \frac { 2 } { n } \sum \limits _ { i = 1 } ^ { n } \frac { 4 i ^ { 2 } } { n ^ { 2 } },\lim _ { n \rightarrow \alpha } \frac { 2 } { n } \sum _ { i = 1 } ^ { n } \frac { 4 } { n ^ { 2 } },\lim _ { n \rightarrow \infty } \frac { 2 } { n } \sum _ { i = 1 } ^ { n } \frac { 4 i ^ { 2 } } { n ^ { 2 } },False,True,posformer_only,False,True,posformer_only
37_em_25,\sqrt [ x ] { b },\sqrt [ x ] { b },\sqrt [ x ] { b },\sqrt [ x ] { b },True,True,\sqrt { b },\sqrt [ x ] { b },\sqrt { b },\sqrt [ x ] { b },False,True,posformer_only,False,True,posformer_only
37_em_26,\int _ { a } ^ { b } f ( x ) d x = \int _ { a } ^ { b } g ( x ) d x,\int \limits _ { a } ^ { b } f ( x ) d x = \int \limits _ { a } ^ { b } g ( x ) d x,\int _ { a } ^ { b } f ( x ) d x = \int _ { a } ^ { b } g ( x ) d x,\int _ { a } ^ { b } f ( x ) d x = \int _ { a } ^ { b } g ( x ) d x,False,True,\int _ { a } ^ { b } f ( ) d x = \int _ { a } ^ { b } g ( x ) d x,\int \limits _ { a } ^ { b } f ( x ) d x = \int \limits _ { a } ^ { b } g ( x ) d x,\int _ { a } ^ { b } f ( ) d x = \int _ { a } ^ { b } g ( x ) d x,\int _ { a } ^ { b } f ( x ) d x = \int _ { a } ^ { b } g ( x ) d x,False,True,posformer_only,False,True,posformer_only
37_em_27,"\alpha , \beta","\alpha , \beta","\alpha , \beta","\alpha , \beta",True,True,"\alpha , \beta","\alpha , \beta","\alpha , \beta","\alpha , \beta",True,True,both_correct,True,True,both_correct
37_em_28,\sum F _ { z } = 0,\sum F _ { z } = 0,\sum F _ { z } = 0,\sum F _ { z } = 0,True,True,\sum F _ { 2 } = 0,\sum F _ { z } = 0,\sum F _ { 2 } = 0,\sum F _ { z } = 0,False,True,posformer_only,False,True,posformer_only
