sample_id,in_san_caption,in_posformer_caption,in_benchmark_csv,in_official_result_zip,posformer_filtered_reason,san_ground_truth,posformer_ground_truth,ground_truth_equal,san_image_file,posformer_image_member,san_height,san_width,posformer_height,posformer_width,same_shape,pixel_exact,pixel_mae,pixel_inverted_mae,binary_exact_threshold_128,binary_inverted_exact_threshold_128,binary_disagreement_fraction,official_posformer_prediction,benchmark_posformer_prediction,prediction_equal,official_posformer_correct,benchmark_posformer_correct,correctness_transition
28_em_146,True,True,True,True,,\frac { 1 9 9 } { 1 1 },\frac { 1 9 9 } { 1 1 },True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\28_em_146_0.bmp,data/2014/img/28_em_146.bmp,92,131,92,131,True,True,0.000000,255.000000,True,False,0.00000000,\frac { 1 9 9 } { 1 },\frac { 1 9 9 } { 1 },True,False,False,both_wrong
28_em_147,True,True,True,True,,[ B ],[ B ],True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\28_em_147_0.bmp,data/2014/img/28_em_147.bmp,65,87,65,87,True,True,0.000000,255.000000,True,False,0.00000000,[ B ],[ B ],True,True,True,both_correct
28_em_148,True,True,True,True,,x ( t ) = x _ { 1 } ( t ) + x _ { 2 } ( t ),x ( t ) = x _ { 1 } ( t ) + x _ { 2 } ( t ),True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\28_em_148_0.bmp,data/2014/img/28_em_148.bmp,86,432,86,432,True,True,0.000000,255.000000,True,False,0.00000000,x ( t ) = x _ { 1 } ( t ) + x _ { 2 } ( t ),x ( t ) = x _ { 1 } ( t ) + x _ { 2 } ( t ),True,True,True,both_correct
28_em_149,True,True,True,True,,\frac { 1 } { x + y } - \frac { 1 } { x - y } = \frac { - 2 y } { x ^ { 2 } - y ^ { 2 } },\frac { 1 } { x + y } - \frac { 1 } { x - y } = \frac { - 2 y } { x ^ { 2 } - y ^ { 2 } },True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\28_em_149_0.bmp,data/2014/img/28_em_149.bmp,140,507,140,507,True,True,0.000000,255.000000,True,False,0.00000000,\frac { 1 } { x + y } - \frac { 1 } { x - y } = \frac { - 2 y } { x ^ { 2 } - y ^ { 2 } },\frac { 1 } { x + y } - \frac { 1 } { x - y } = \frac { - 2 y } { x ^ { 2 } - y ^ { 2 } },True,True,True,both_correct
29_em_150,True,True,True,True,,6 0 ^ { o },6 0 ^ { o },True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_150_0.bmp,data/2014/img/29_em_150.bmp,79,100,79,100,True,True,0.000000,255.000000,True,False,0.00000000,6 0 ^ { 0 },6 0 ^ { 0 },True,False,False,both_wrong
29_em_151,True,True,True,True,,P a,P a,True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_151_0.bmp,data/2014/img/29_em_151.bmp,73,84,73,84,True,True,0.000000,255.000000,True,False,0.00000000,p _ { a },p _ { a },True,False,False,both_wrong
29_em_152,True,True,True,True,,\sqrt { - n } = i \sqrt { n },\sqrt { - n } = i \sqrt { n },True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_152_0.bmp,data/2014/img/29_em_152.bmp,70,234,70,234,True,True,0.000000,255.000000,True,False,0.00000000,\sqrt { - n } = i \sqrt { n },\sqrt { - n } = i \sqrt { n },True,True,True,both_correct
29_em_153,True,True,True,True,,( a - b ) ^ { 2 } = a ^ { 2 } - 2 a b + b ^ { 2 },( a - b ) ^ { 2 } = a ^ { 2 } - 2 a b + b ^ { 2 },True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_153_0.bmp,data/2014/img/29_em_153.bmp,109,536,109,536,True,True,0.000000,255.000000,True,False,0.00000000,( a - b ) ^ { 2 } = a ^ { 2 } - 2 a b + b ^ { 2 },( a - b ) ^ { 2 } = a ^ { 2 } - 2 a b + b ^ { 2 },True,True,True,both_correct
29_em_154,True,True,True,True,,\frac { 4 z - 5 } { ( z - 1 ) ( z - 2 ) },\frac { 4 z - 5 } { ( z - 1 ) ( z - 2 ) },True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_154_0.bmp,data/2014/img/29_em_154.bmp,139,215,139,215,True,True,0.000000,255.000000,True,False,0.00000000,\frac { 4 z - 5 } { ( z - 1 ) ( z - z ) },\frac { 4 z - 5 } { ( z - 1 ) ( z - z ) },True,False,False,both_wrong
29_em_155,True,True,True,True,,z ^ { 5 } + z = z,z ^ { 5 } + z = z,True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_155_0.bmp,data/2014/img/29_em_155.bmp,107,310,107,310,True,True,0.000000,255.000000,True,False,0.00000000,z ^ { 5 } + z = z,z ^ { 5 } + z = z,True,True,True,both_correct
29_em_156,True,True,True,True,,"( 2 , 2 , 2 , 0 )","( 2 , 2 , 2 , 0 )",True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_156_0.bmp,data/2014/img/29_em_156.bmp,90,193,90,193,True,True,0.000000,255.000000,True,False,0.00000000,"( 2 , 2 , 2 , 0 )","( 2 , 2 , 2 , 0 )",True,True,True,both_correct
29_em_157,True,True,True,True,,y = y \prime,y = y \prime,True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_157_0.bmp,data/2014/img/29_em_157.bmp,88,130,88,130,True,True,0.000000,255.000000,True,False,0.00000000,y = y,y = y,True,False,False,both_wrong
29_em_158,True,True,True,True,,\alpha ^ { 4 } + \alpha ^ { 6 } + \alpha ^ { 7 } + \alpha ^ { 9 },\alpha ^ { 4 } + \alpha ^ { 6 } + \alpha ^ { 7 } + \alpha ^ { 9 },True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_158_0.bmp,data/2014/img/29_em_158.bmp,112,576,112,576,True,True,0.000000,255.000000,True,False,0.00000000,a ^ { 4 } + \alpha ^ { 6 } + \alpha ^ { 7 } + \alpha ^ { 9 },a ^ { 4 } + \alpha ^ { 6 } + \alpha ^ { 7 } + \alpha ^ { 9 },True,False,False,both_wrong
29_em_159,True,True,True,True,,1 8,1 8,True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_159_0.bmp,data/2014/img/29_em_159.bmp,55,70,55,70,True,True,0.000000,255.000000,True,False,0.00000000,1 8,1 8,True,True,True,both_correct
29_em_160,True,True,True,True,,\sum a _ { j } x _ { j },\sum a _ { j } x _ { j },True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_160_0.bmp,data/2014/img/29_em_160.bmp,80,240,80,240,True,True,0.000000,255.000000,True,False,0.00000000,\sum a _ { j } x _ { j },\sum a _ { j } x _ { j },True,True,True,both_correct
29_em_161,True,True,True,True,,f ( z _ { 0 } ) = \lim _ { z \rightarrow z _ { 0 } } f ( z ),f ( z _ { 0 } ) = \lim \limits _ { z \rightarrow z _ { 0 } } f ( z ),False,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_161_0.bmp,data/2014/img/29_em_161.bmp,99,250,99,250,True,True,0.000000,255.000000,True,False,0.00000000,f ( v _ { 0 } ) = \frac { \lim \limits _ { z + z } } f ( r ),f ( v _ { 0 } ) = \frac { \lim \limits _ { z + z } } f ( r ),True,False,False,both_wrong
29_em_162,True,True,True,True,,\frac { f \prime ( x ) } { g \prime ( x ) },\frac { f \prime ( x ) } { g \prime ( x ) },True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_162_0.bmp,data/2014/img/29_em_162.bmp,156,154,156,154,True,True,0.000000,255.000000,True,False,0.00000000,\frac { f ^ { \prime } ( x ) } { q ^ { \prime } ( x ) },\frac { f ^ { \prime } ( x ) } { q ^ { \prime } ( x ) },True,False,False,both_wrong
29_em_163,True,True,True,True,,C _ { t } = C + C = 2 C,C _ { t } = C + C = 2 C,True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_163_0.bmp,data/2014/img/29_em_163.bmp,77,331,77,331,True,True,0.000000,255.000000,True,False,0.00000000,c _ { t } = c + c = 2 C,c _ { t } = c + c = 2 C,True,False,False,both_wrong
29_em_164,True,True,True,True,,\cos \pi z,\cos \pi z,True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_164_0.bmp,data/2014/img/29_em_164.bmp,69,203,69,203,True,True,0.000000,255.000000,True,False,0.00000000,\cos \pi \gamma,\cos \pi \gamma,True,False,False,both_wrong
29_em_165,True,True,True,True,,7 x ^ { 7 - 1 } + 4 x ^ { 4 - 1 } + 1 x ^ { 1 - 1 },7 x ^ { 7 - 1 } + 4 x ^ { 4 - 1 } + 1 x ^ { 1 - 1 },True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_165_0.bmp,data/2014/img/29_em_165.bmp,108,596,108,596,True,True,0.000000,255.000000,True,False,0.00000000,7 x ^ { 7 - 1 } + 4 x ^ { 4 - 1 } + 1 x ^ { 1 - 1 },7 x ^ { 7 - 1 } + 4 x ^ { 4 - 1 } + 1 x ^ { 1 - 1 },True,True,True,both_correct
29_em_166,True,True,True,True,,\int \frac { 3 x + 1 } { x ^ { 2 } + x } d x,\int \frac { 3 x + 1 } { x ^ { 2 } + x } d x,True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_166_0.bmp,data/2014/img/29_em_166.bmp,137,305,137,305,True,True,0.000000,255.000000,True,False,0.00000000,\int \frac { 3 x + 1 } { x ^ { 2 } + x } d x,\int \frac { 3 x + 1 } { x ^ { 2 } + x } d x,True,True,True,both_correct
29_em_167,True,True,True,True,,\cos ( n x ) = 2 \cos ( x ) \cos [ ( n - 1 ) x ] - \cos [ ( n - 2 ) x ],\cos ( n x ) = 2 \cos ( x ) \cos [ ( n - 1 ) x ] - \cos [ ( n - 2 ) x ],True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_167_0.bmp,data/2014/img/29_em_167.bmp,117,717,117,717,True,True,0.000000,255.000015,True,False,0.00000000,\cos ( n x ) = 2 \cos ( x ) \cos ( ( x - 1 ) x ) - \cos ( n - 2 ) y ),\cos ( n x ) = 2 \cos ( x ) \cos ( ( x - 1 ) x ) - \cos ( n - 2 ) y ),True,False,False,both_wrong
29_em_169,True,True,True,True,,\frac { d f } { d x } = \frac { 1 } { \frac { d x } { d f } },\frac { d f } { d x } = \frac { 1 } { \frac { d x } { d f } },True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_169_0.bmp,data/2014/img/29_em_169.bmp,142,271,142,271,True,True,0.000000,255.000000,True,False,0.00000000,\frac { d f } { d x } = \frac { 1 } { \frac { d x } { d x } },\frac { d f } { d x } = \frac { 1 } { \frac { d x } { d x } },True,False,False,both_wrong
29_em_170,True,True,True,True,,E ( t ) \leq E ( 0 ),E ( t ) \leq E ( 0 ),True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_170_0.bmp,data/2014/img/29_em_170.bmp,76,165,76,165,True,True,0.000000,255.000000,True,False,0.00000000,E ( t ) \leq E ( 0 ),E ( t ) \leq E ( 0 ),True,True,True,both_correct
29_em_171,True,True,True,True,,\lim _ { t \rightarrow c } a _ { 1 } ( t ) = a _ { 1 },\lim \limits _ { t \rightarrow c } a _ { 1 } ( t ) = a _ { 1 },False,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_171_0.bmp,data/2014/img/29_em_171.bmp,117,325,117,325,True,True,0.000000,255.000000,True,False,0.00000000,\lim \limits _ { t \rightarrow c } a _ { 1 } ( t ) = a _ { 1 },\lim \limits _ { t \rightarrow c } a _ { 1 } ( t ) = a _ { 1 },True,True,False,official_only
29_em_172,True,True,True,True,,n \geq 0,n \geq 0,True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_172_0.bmp,data/2014/img/29_em_172.bmp,74,193,74,193,True,True,0.000000,255.000000,True,False,0.00000000,n \geq 0,n \geq 0,True,True,True,both_correct
29_em_173,True,True,True,True,,\frac { x ^ { 2 } + 1 3 x + 4 0 } { 2 x ^ { 3 } + 2 7 x ^ { 2 } + 1 1 1 x + 1 4 0 },\frac { x ^ { 2 } + 1 3 x + 4 0 } { 2 x ^ { 3 } + 2 7 x ^ { 2 } + 1 1 1 x + 1 4 0 },True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_173_0.bmp,data/2014/img/29_em_173.bmp,209,825,209,825,True,True,0.000000,255.000000,True,False,0.00000000,\frac { x ^ { 2 } + 3 x + 4 0 } { 2 x ^ { 3 } + 2 7 x ^ { 2 } + 1 1 x + 1 4 0 },\frac { x ^ { 2 } + 3 x + 4 0 } { 2 x ^ { 3 } + 2 7 x ^ { 2 } + 1 1 x + 1 4 0 },True,False,False,both_wrong
29_em_174,True,True,True,True,,\lim \frac { | a _ { n + 1 } x | } { | a _ { n } | } < 1,\lim \frac { | a _ { n + 1 } x | } { | a _ { n } | } < 1,True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\29_em_174_0.bmp,data/2014/img/29_em_174.bmp,154,316,154,316,True,True,0.000000,255.000000,True,False,0.00000000,\lim \frac { | a _ { x + 1 } x ) } { | a _ { n } | } < 1,\lim \frac { | a _ { x + 1 } x ) } { | a _ { n } | } < 1,True,False,False,both_wrong
31_em_175,True,True,True,True,,\lim _ { x \rightarrow c } f ( x ) = f ( c ),\lim \limits _ { x \rightarrow c } f ( x ) = f ( c ),False,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_175_0.bmp,data/2014/img/31_em_175.bmp,149,434,149,434,True,True,0.000000,255.000000,True,False,0.00000000,\lim \limits _ { x \rightarrow c } f ( x ) = f ( c ),\lim \limits _ { x \rightarrow c } f ( x ) = f ( c ),True,True,False,official_only
31_em_176,True,True,True,True,,( \frac { \pi } { \sqrt { 2 } } ),( \frac { \pi } { \sqrt { 2 } } ),True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_176_0.bmp,data/2014/img/31_em_176.bmp,87,106,87,106,True,True,0.000000,255.000000,True,False,0.00000000,( \frac { \pi } { \sqrt { 2 } } ),( \frac { \pi } { \sqrt { 2 } } ),True,True,True,both_correct
31_em_177,True,True,True,True,,\alpha ^ { - 1 },\alpha ^ { - 1 },True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_177_0.bmp,data/2014/img/31_em_177.bmp,118,127,118,127,True,True,0.000000,255.000000,True,False,0.00000000,\alpha ^ { - 1 },\alpha ^ { - 1 },True,True,True,both_correct
31_em_178,True,True,True,True,,q + w,q + w,True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_178_0.bmp,data/2014/img/31_em_178.bmp,86,162,86,162,True,True,0.000000,255.000000,True,False,0.00000000,q + w,q + w,True,True,True,both_correct
31_em_180,True,True,True,True,,x ^ { 5 } + y ^ { 5 } - 5 x y + 1 = 0,x ^ { 5 } + y ^ { 5 } - 5 x y + 1 = 0,True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_180_0.bmp,data/2014/img/31_em_180.bmp,134,855,134,855,True,True,0.000000,255.000000,True,False,0.00000000,x ^ { i j } + y ^ { 5 } - 5 x y + 1 = 0,x ^ { i j } + y ^ { 5 } - 5 x y + 1 = 0,True,False,False,both_wrong
31_em_181,True,True,True,True,,\frac { a z ^ { - 1 } } { ( 1 - a z ^ { - 1 } ) ^ { 2 } },\frac { a z ^ { - 1 } } { ( 1 - a z ^ { - 1 } ) ^ { 2 } },True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_181_0.bmp,data/2014/img/31_em_181.bmp,227,379,227,379,True,True,0.000000,255.000015,True,False,0.00000000,\frac { a z ^ { - 1 } } { ( 1 - a z ^ { - 1 } ) ^ { 2 } },\frac { a z ^ { - 1 } } { ( 1 - a z ^ { - 1 } ) ^ { 2 } },True,True,True,both_correct
31_em_182,True,True,True,True,,( Y ) ( 1 ) = ( Y ) ( \frac { Y } { Y } ),( Y ) ( 1 ) = ( Y ) ( \frac { Y } { Y } ),True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_182_0.bmp,data/2014/img/31_em_182.bmp,117,430,117,430,True,True,0.000000,255.000000,True,False,0.00000000,( Y ) ( 1 ) = ( X ) ( \frac { Y } { Y } ),( Y ) ( 1 ) = ( X ) ( \frac { Y } { Y } ),True,False,False,both_wrong
31_em_183,True,True,True,True,,\sqrt { 9 } \times \sqrt { 5 },\sqrt { 9 } \times \sqrt { 5 },True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_183_0.bmp,data/2014/img/31_em_183.bmp,91,344,91,344,True,True,0.000000,255.000000,True,False,0.00000000,\sqrt { a } \times \sqrt { 5 },\sqrt { a } \times \sqrt { 5 },True,False,False,both_wrong
31_em_184,True,True,True,True,,\frac { \sqrt { 8 1 } \times \sqrt { 2 } } { \sqrt { 1 0 0 } \times \sqrt { 2 } },\frac { \sqrt { 8 1 } \times \sqrt { 2 } } { \sqrt { 1 0 0 } \times \sqrt { 2 } },True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_184_0.bmp,data/2014/img/31_em_184.bmp,180,422,180,422,True,True,0.000000,255.000000,True,False,0.00000000,\frac { \sqrt { 8 1 } \times \sqrt { 2 } } { \sqrt { 1 0 0 } \times \sqrt { 2 } },\frac { \sqrt { 8 1 } \times \sqrt { 2 } } { \sqrt { 1 0 0 } \times \sqrt { 2 } },True,True,True,both_correct
31_em_185,True,True,True,True,,- P ( V _ { 2 } - V _ { 1 } ),- P ( V _ { 2 } - V _ { 1 } ),True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_185_0.bmp,data/2014/img/31_em_185.bmp,79,318,79,318,True,True,0.000000,255.000000,True,False,0.00000000,- p ( v _ { 2 } - v _ { 1 } ),- p ( v _ { 2 } - v _ { 1 } ),True,False,False,both_wrong
31_em_187,True,True,True,True,,5 0,5 0,True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_187_0.bmp,data/2014/img/31_em_187.bmp,58,98,58,98,True,True,0.000000,255.000000,True,False,0.00000000,5 0,5 0,True,True,True,both_correct
31_em_188,True,True,True,True,,\tan a = \frac { \sin a } { \cos a },\tan a = \frac { \sin a } { \cos a },True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_188_0.bmp,data/2014/img/31_em_188.bmp,202,800,202,800,True,True,0.000000,255.000000,True,False,0.00000000,\tan a = \frac { \sin a } { \cos a },\tan a = \frac { \sin a } { \cos a },True,True,True,both_correct
31_em_189,True,True,True,True,,x . y,x . y,True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_189_0.bmp,data/2014/img/31_em_189.bmp,61,131,61,131,True,True,0.000000,255.000000,True,False,0.00000000,x - y,x - y,True,False,False,both_wrong
31_em_190,True,True,True,True,,\frac { 1 } { 2 5 } y ^ { 2 } - \frac { 8 } { 2 5 } y,\frac { 1 } { 2 5 } y ^ { 2 } - \frac { 8 } { 2 5 } y,True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_190_0.bmp,data/2014/img/31_em_190.bmp,173,611,173,611,True,True,0.000000,254.999985,True,False,0.00000000,\frac { 1 } { 2 5 } y ^ { 2 } - \frac { 8 } { 2 5 } y,\frac { 1 } { 2 5 } y ^ { 2 } - \frac { 8 } { 2 5 } y,True,True,True,both_correct
31_em_191,True,True,True,True,,\sum _ { j = 1 } ^ { m } a _ { j } e _ { j },\sum \limits _ { j = 1 } ^ { m } a _ { j } e _ { j },False,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_191_0.bmp,data/2014/img/31_em_191.bmp,205,251,205,251,True,True,0.000000,255.000000,True,False,0.00000000,\sum \limits _ { j = 1 } ^ { m } a _ { j } e _ { j },\sum \limits _ { j = 1 } ^ { m } a _ { j } e _ { j },True,True,False,official_only
31_em_192,True,True,True,True,,\int _ { a } ^ { x } f ( x ) d x,\int \limits _ { a } ^ { x } f ( x ) d x,False,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_192_0.bmp,data/2014/img/31_em_192.bmp,130,184,130,184,True,True,0.000000,255.000000,True,False,0.00000000,\int \limits _ { a } ^ { x } f ( x ) d x,\int \limits _ { a } ^ { x } f ( x ) d x,True,True,False,official_only
31_em_193,True,True,True,True,,"r _ { i } + d r _ { i } , p _ { i } + d p _ { i }","r _ { i } + d r _ { i } , p _ { i } + d p _ { i }",True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_193_0.bmp,data/2014/img/31_em_193.bmp,102,673,102,673,True,True,0.000000,255.000000,True,False,0.00000000,"\gamma _ { i } + d \gamma _ { i } , f _ { i } + d p _ { i }","\gamma _ { i } + d \gamma _ { i } , f _ { i } + d p _ { i }",True,False,False,both_wrong
31_em_194,True,True,True,True,,\frac { b ^ { 2 x } } { b ^ { y } },\frac { b ^ { 2 x } } { b ^ { y } },True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_194_0.bmp,data/2014/img/31_em_194.bmp,229,170,229,170,True,True,0.000000,255.000000,True,False,0.00000000,\frac { b ^ { 2 2 } } { b ^ { y } },\frac { b ^ { 2 2 } } { b ^ { y } },True,False,False,both_wrong
31_em_195,True,True,True,True,,1 \times 2 \times 3 \times 4 \times 5 \times 6 = 7 2 0,1 \times 2 \times 3 \times 4 \times 5 \times 6 = 7 2 0,True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_195_0.bmp,data/2014/img/31_em_195.bmp,131,905,131,905,True,True,0.000000,254.999985,True,False,0.00000000,1 \times 2 \times 3 \times 4 \times 5 \times 6 = 7 2 0,1 \times 2 \times 3 \times 4 \times 5 \times 6 = 7 2 0,True,True,True,both_correct
31_em_196,True,True,True,True,,\frac { 3 + 9 + 7 + 3 + 6 + 1 0 + 4 } { 7 } = 6,\frac { 3 + 9 + 7 + 3 + 6 + 1 0 + 4 } { 7 } = 6,True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_196_0.bmp,data/2014/img/31_em_196.bmp,170,720,170,720,True,True,0.000000,255.000000,True,False,0.00000000,\frac { 3 + a + 7 + 3 + 6 + 1 6 + 4 } { 7 } = 6,\frac { 3 + a + 7 + 3 + 6 + 1 6 + 4 } { 7 } = 6,True,False,False,both_wrong
31_em_197,True,True,True,True,,x ^ { 2 } - x y + x y - y ^ { 2 },x ^ { 2 } - x y + x y - y ^ { 2 },True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_197_0.bmp,data/2014/img/31_em_197.bmp,113,465,113,465,True,True,0.000000,255.000000,True,False,0.00000000,x ^ { 2 } - x y + x y - y ^ { 2 },x ^ { 2 } - x y + x y - y ^ { 2 },True,True,True,both_correct
31_em_198,True,True,True,True,,\lim _ { x \rightarrow - \infty } p _ { 2 } ( x ) > 0,\lim \limits _ { x \rightarrow - \infty } p _ { 2 } ( x ) > 0,False,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_198_0.bmp,data/2014/img/31_em_198.bmp,116,383,116,383,True,True,0.000000,255.000000,True,False,0.00000000,\lim \limits _ { x \rightarrow - \alpha } p _ { 2 } ( a ) > 0,\lim \limits _ { x \rightarrow - \alpha } p _ { 2 } ( a ) > 0,True,False,False,both_wrong
31_em_199,True,True,True,True,,\log a + \log b = \log a b,\log a + \log b = \log a b,True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\31_em_199_0.bmp,data/2014/img/31_em_199.bmp,118,523,118,523,True,True,0.000000,255.000000,True,False,0.00000000,\log a + \log b = \log a b,\log a + \log b = \log a b,True,True,True,both_correct
32_em_200,True,True,True,True,,\frac { \pi } { 8 },\frac { \pi } { 8 },True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\32_em_200_0.bmp,data/2014/img/32_em_200.bmp,139,154,139,154,True,True,0.000000,255.000000,True,False,0.00000000,\frac { \pi } { 8 },\frac { \pi } { 8 },True,True,True,both_correct
32_em_201,True,True,True,True,,\sum _ { k = 1 } ^ { n } ( c a _ { k } ) = c \sum _ { i = 1 } ^ { n } ( a _ { k } ),\sum \limits _ { k = 1 } ^ { n } ( c a _ { k } ) = c \sum \limits _ { i = 1 } ^ { n } ( a _ { k } ),False,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\32_em_201_0.bmp,data/2014/img/32_em_201.bmp,145,361,145,361,True,True,0.000000,255.000000,True,False,0.00000000,\sum \limits _ { k = 1 } ^ { n } ( ( a _ { k } ) = \sum \limits _ { i = 1 } ^ { n } ( a _ { i } ),\sum \limits _ { k = 1 } ^ { n } ( ( a _ { k } ) = \sum \limits _ { i = 1 } ^ { n } ( a _ { i } ),True,False,False,both_wrong
32_em_202,True,True,True,True,,3 N - 3 - 2 = 3 N - 5,3 N - 3 - 2 = 3 N - 5,True,C:\Users\novac\Documents\Unidad\Documentos\IPN\Trabajo_terminal\Programas\SAN\data\14_test_images\32_em_202_0.bmp,data/2014/img/32_em_202.bmp,66,270,66,270,True,True,0.000000,255.000000,True,False,0.00000000,3 V - 3 - 2 = 3 N - 5,3 V - 3 - 2 = 3 N - 5,True,False,False,both_wrong
