id,category,left_gt,right_gt,left_dimensions,right_dimensions,image_bytes_equal
31_em_197,identical,x ^ { 2 } - x y + x y - y ^ { 2 },x ^ { 2 } - x y + x y - y ^ { 2 },465x113,465x113,true
31_em_198,identical,\lim _ { x \rightarrow - \infty } p _ { 2 } ( x ) > 0,\lim _ { x \rightarrow - \infty } p _ { 2 } ( x ) > 0,383x116,383x116,true
31_em_199,identical,\log a + \log b = \log a b,\log a + \log b = \log a b,523x118,523x118,true
32_em_200,identical,\frac { \pi } { 8 },\frac { \pi } { 8 },154x139,154x139,true
32_em_201,identical,\sum _ { k = 1 } ^ { n } ( c a _ { k } ) = c \sum _ { i = 1 } ^ { n } ( a _ { k } ),\sum _ { k = 1 } ^ { n } ( c a _ { k } ) = c \sum _ { i = 1 } ^ { n } ( a _ { k } ),361x145,361x145,true
32_em_202,identical,3 N - 3 - 2 = 3 N - 5,3 N - 3 - 2 = 3 N - 5,270x66,270x66,true
32_em_203,identical,l - 1,l - 1,78x70,78x70,true
32_em_204,identical,\pm \sqrt { x },\pm \sqrt { x },182x85,182x85,true
32_em_205,identical,( a + b i ) - ( c + d i ) = ( a - c ) + ( b - d ) i,( a + b i ) - ( c + d i ) = ( a - c ) + ( b - d ) i,444x90,444x90,true
32_em_206,identical,[ [ S ] ],[ [ S ] ],117x87,117x87,true
32_em_207,identical,\int - \cos \phi d \phi,\int - \cos \phi d \phi,161x76,161x76,true
32_em_208,identical,b _ { u },b _ { u },67x73,67x73,true
32_em_209,identical,\frac { f } { a } = \frac { b } { f },\frac { f } { a } = \frac { b } { f },238x139,238x139,true
32_em_210,identical,\frac { 1 - 2 p } { \sqrt { n p ( 1 - p ) } },\frac { 1 - 2 p } { \sqrt { n p ( 1 - p ) } },268x156,268x156,true
32_em_211,identical,H _ { c l },H _ { c l },69x65,69x65,true
32_em_212,identical,q - \sqrt { 2 },q - \sqrt { 2 },124x62,124x62,true
32_em_213,identical,\sqrt { a } \times \sqrt { b } = \sqrt { a b },\sqrt { a } \times \sqrt { b } = \sqrt { a b },331x82,331x82,true
32_em_214,identical,\int c d x,\int c d x,105x91,105x91,true
32_em_215,identical,m ^ { 3 },m ^ { 3 },103x82,103x82,true
32_em_216,identical,g ( y ) - g ( x ),g ( y ) - g ( x ),166x65,166x65,true
32_em_217,identical,\sqrt { - 1 },\sqrt { - 1 },87x57,87x57,true
32_em_218,identical,g ^ { 2 } = g g = e,g ^ { 2 } = g g = e,254x81,254x81,true
32_em_219,identical,E _ { 1 } < E < E _ { 2 },E _ { 1 } < E < E _ { 2 },250x92,250x92,true
32_em_220a,identical,d = ( 2 4 z ^ { 5 } + 4 8 c z ^ { 3 } + 8 z ^ { 3 } + 2 4 c ^ { 2 } z + 1 6 c z ),d = ( 2 4 z ^ { 5 } + 4 8 c z ^ { 3 } + 8 z ^ { 3 } + 2 4 c ^ { 2 } z + 1 6 c z ),632x86,632x86,true
32_em_220b,identical,8 z ^ { 7 } + 2 9 c z ^ { 5 } + 2 9 c ^ { 2 } z ^ { 3 },8 z ^ { 7 } + 2 9 c z ^ { 5 } + 2 9 c ^ { 2 } z ^ { 3 },498x101,498x101,true
32_em_220c,identical,4 c ^ { 3 } + 6 c ^ { 2 } + 2 c + 1,4 c ^ { 3 } + 6 c ^ { 2 } + 2 c + 1,345x99,345x99,true
32_em_221,identical,n \geq N,n \geq N,141x80,141x80,true
32_em_222,identical,\frac { d a } { d c } = \frac { c } { a },\frac { d a } { d c } = \frac { c } { a },275x103,275x103,true
32_em_223,identical,( \pi ),( \pi ),81x70,81x70,true
32_em_224,identical,z = \sqrt { 3 } ( \sqrt { 2 } + i ),z = \sqrt { 3 } ( \sqrt { 2 } + i ),234x87,234x87,true
34_em_225,identical,x ^ { 3 } + 3 x ^ { 2 } y + 3 x y ^ { 2 } + y ^ { 3 },x ^ { 3 } + 3 x ^ { 2 } y + 3 x y ^ { 2 } + y ^ { 3 },465x99,465x99,true
34_em_226,identical,t - s,t - s,119x62,119x62,true
34_em_227,identical,6 5 8 8,6 5 8 8,123x60,123x60,true
34_em_228,identical,- y - 5 ( 1 ),- y - 5 ( 1 ),155x69,155x69,true
34_em_229,identical,1 / t,1 / t,64x66,64x66,true
34_em_230,identical,( a + b ) ^ { 2 } = a ^ { 2 } + 2 a b + b ^ { 2 },( a + b ) ^ { 2 } = a ^ { 2 } + 2 a b + b ^ { 2 },464x99,464x99,true
34_em_231,identical,q _ { e q } = 1 - p _ { e q },q _ { e q } = 1 - p _ { e q },231x81,231x81,true
34_em_232,identical,t _ { \theta } ^ { - 1 } = t _ { - \theta },t _ { \theta } ^ { - 1 } = t _ { - \theta },222x85,222x85,true
34_em_233,identical,f ( 5 ) = 2 5 = f ( - 5 ),f ( 5 ) = 2 5 = f ( - 5 ),222x72,222x72,true
34_em_234,identical,\int _ { 0 } ^ { \pi } ( \sin ( t ) - t ) d t = 2 - \frac { 1 } { 2 } \pi ^ { 2 },\int _ { 0 } ^ { \pi } ( \sin ( t ) - t ) d t = 2 - \frac { 1 } { 2 } \pi ^ { 2 },377x129,377x129,true
34_em_235,identical,1 - w,1 - w,107x56,107x56,true
34_em_236,identical,\frac { 1 } { 2 5 } [ y ^ { 2 } - 8 y + 1 6 - 1 6 ],\frac { 1 } { 2 5 } [ y ^ { 2 } - 8 y + 1 6 - 1 6 ],277x79,277x79,true
34_em_237,identical,\frac { ( n + 1 ) ( ( n + 1 ) + 1 ) } { 2 },\frac { ( n + 1 ) ( ( n + 1 ) + 1 ) } { 2 },265x141,265x141,true
34_em_238,identical,x _ { 1 } + x _ { 2 } + \cdots + x _ { n } \neq 0,x _ { 1 } + x _ { 2 } + \cdots + x _ { n } \neq 0,478x101,478x101,true
34_em_239,identical,\Delta x \Delta k \geq 1 / 2,\Delta x \Delta k \geq 1 / 2,221x87,221x87,true
34_em_240,identical,\cos ( 3 x ) = 4 \cos ^ { 3 } ( x ) - 3 \cos ( x ),\cos ( 3 x ) = 4 \cos ^ { 3 } ( x ) - 3 \cos ( x ),578x120,578x120,true
34_em_241,identical,\phi ( \phi ( n ) ),\phi ( \phi ( n ) ),125x72,125x72,true
34_em_242,identical,\frac { x ^ { 2 } } { x ^ { 2 } } \frac { x + 1 } { x + 2 },\frac { x ^ { 2 } } { x ^ { 2 } } \frac { x + 1 } { x + 2 },370x179,370x179,true
34_em_243,identical,\frac { 1 } { \sqrt { \pi } } \sqrt { \pi } = 1,\frac { 1 } { \sqrt { \pi } } \sqrt { \pi } = 1,243x103,243x103,true
34_em_244,identical,\frac { 1 0 } { 3 } = 3 . 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 \ldots,\frac { 1 0 } { 3 } = 3 . 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 \ldots,647x140,647x140,true
34_em_245,identical,r \rightarrow \infty,r \rightarrow \infty,167x64,167x64,true
34_em_246,identical,v = ( v _ { x } v _ { y } v _ { z } ),v = ( v _ { x } v _ { y } v _ { z } ),218x93,218x93,true
34_em_247,identical,( \sum _ { k = 1 } ^ { n } a _ { k } ) ^ { \frac { 1 } { 2 } } \leq \sum _ { k = 1 } ^ { n } a _ { k } ^ { \frac { 1 } { 2 } },( \sum _ { k = 1 } ^ { n } a _ { k } ) ^ { \frac { 1 } { 2 } } \leq \sum _ { k = 1 } ^ { n } a _ { k } ^ { \frac { 1 } { 2 } },353x138,353x138,true
34_em_248,identical,q _ { i } + a,q _ { i } + a,143x74,143x74,true
34_em_249,identical,\frac { 2 } { n \pi } ( 1 - \cos ( n \pi ) ),\frac { 2 } { n \pi } ( 1 - \cos ( n \pi ) ),316x111,316x111,true
35_em_0,identical,2 9 9 7 9 2 4 5 8,2 9 9 7 9 2 4 5 8,376x66,376x66,true
35_em_1,identical,E P E,E P E,149x62,149x62,true
35_em_10,identical,g _ { a b },g _ { a b },103x90,103x90,true
35_em_11,identical,B = C _ { 1 } + C _ { 2 } + \ldots + C _ { n },B = C _ { 1 } + C _ { 2 } + \ldots + C _ { n },596x81,596x81,true
35_em_12,identical,\int \frac { 1 } { p } d p = \int \frac { z } { a } d t,\int \frac { 1 } { p } d p = \int \frac { z } { a } d t,274x102,274x102,true
35_em_13,identical,( x \times x \times x ) \times ( x \times x ),( x \times x \times x ) \times ( x \times x ),462x85,462x85,true
35_em_14,identical,x ^ { 3 } ( x - ( 2 x + 3 ) ( 2 x - 3 ) ),x ^ { 3 } ( x - ( 2 x + 3 ) ( 2 x - 3 ) ),530x77,530x77,true
35_em_15,identical,1 \times 1 + 1 \times 2 + 2 \times 2,1 \times 1 + 1 \times 2 + 2 \times 2,625x80,625x80,true
35_em_16,identical,\sum _ { m = 1 } ^ { \infty } \sum _ { n = 1 } ^ { \infty } \frac { m ^ { 2 } n } { 3 ^ { m } ( m 3 ^ { n } + n 3 ^ { m } ) },\sum _ { m = 1 } ^ { \infty } \sum _ { n = 1 } ^ { \infty } \frac { m ^ { 2 } n } { 3 ^ { m } ( m 3 ^ { n } + n 3 ^ { m } ) },630x161,630x161,true
35_em_17,identical,x ^ { 2 } + x + 1,x ^ { 2 } + x + 1,237x66,237x66,true
35_em_18,identical,\pi \int _ { 0 } ^ { 1 } x d x,\pi \int _ { 0 } ^ { 1 } x d x,185x138,185x138,true
35_em_19,identical,2 \div 3,2 \div 3,172x72,172x72,true
35_em_2,identical,( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),359x98,359x98,true
35_em_20,identical,\sqrt { 3 8 },\sqrt { 3 8 },107x71,107x71,true
35_em_21,identical,- \sin \theta,- \sin \theta,354x103,354x103,true
35_em_22,identical,x - \pi ( x ),x - \pi ( x ),206x68,206x68,true
35_em_23,identical,y = y _ { o } + m ( x - x _ { o } ),y = y _ { o } + m ( x - x _ { o } ),319x91,319x91,true
35_em_24,identical,\sqrt { ( \frac { \Delta x } { x } ) ^ { 2 } + ( \frac { \Delta y } { y } ) ^ { 2 } },\sqrt { ( \frac { \Delta x } { x } ) ^ { 2 } + ( \frac { \Delta y } { y } ) ^ { 2 } },214x107,214x107,true
35_em_3,identical,\beta ( F ),\beta ( F ),96x63,96x63,true
35_em_4,identical,w _ { 1 } + w _ { 2 },w _ { 1 } + w _ { 2 },209x83,209x83,true
35_em_5,identical,"E / [ E , E ]","E / [ E , E ]",172x67,172x67,true
35_em_6,identical,1 5 \div 5 = 3,1 5 \div 5 = 3,227x69,227x69,true
35_em_7,identical,\sin ( - 4 5 ) = - \sin 4 5,\sin ( - 4 5 ) = - \sin 4 5,485x86,485x86,true
35_em_8,identical,\lim _ { z \rightarrow z _ { 0 } } f ( z ) = k,\lim _ { z \rightarrow z _ { 0 } } f ( z ) = k,291x86,291x86,true
35_em_9,identical,\sin ( \theta ) = \sin \theta,\sin ( \theta ) = \sin \theta,446x89,446x89,true
36_em_25,identical,\frac { a ^ { 2 } } { a + \sqrt { a } },\frac { a ^ { 2 } } { a + \sqrt { a } },289x219,289x219,true
36_em_26,identical,\sum _ { n = 1 } ^ { 5 } ( 2 n + 1 ),\sum _ { n = 1 } ^ { 5 } ( 2 n + 1 ),204x151,204x151,true
36_em_27,identical,f _ { d } = \frac { A _ { m a x } - A } { A _ { m a x } - A _ { m i n } },f _ { d } = \frac { A _ { m a x } - A } { A _ { m a x } - A _ { m i n } },438x180,438x180,true
36_em_28,identical,1 2 \div 3,1 2 \div 3,141x59,141x59,true
36_em_29,identical,C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 },C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 },285x80,285x80,true
36_em_30,identical,\tan \gamma _ { i },\tan \gamma _ { i },168x97,168x97,true
36_em_31,identical,\frac { \sqrt { 1 6 2 } } { \sqrt { 2 0 0 } },\frac { \sqrt { 1 6 2 } } { \sqrt { 2 0 0 } },173x172,173x172,true
36_em_32,identical,\lim _ { x \rightarrow 0 } f ( x ),\lim _ { x \rightarrow 0 } f ( x ),190x103,190x103,true
36_em_33,identical,\beta _ { 0 } ( 1 ) + \beta _ { 1 } ( i ) + \beta _ { 2 } ( j ) + \beta _ { 3 } ( k ),\beta _ { 0 } ( 1 ) + \beta _ { 1 } ( i ) + \beta _ { 2 } ( j ) + \beta _ { 3 } ( k ),462x89,462x89,true
36_em_34,identical,\sqrt { 2 } \sqrt { 2 } = 2,\sqrt { 2 } \sqrt { 2 } = 2,200x65,200x65,true
36_em_35,identical,z _ { 1 } z _ { 2 },z _ { 1 } z _ { 2 },118x77,118x77,true
36_em_36,identical,L _ { t } = L + L = 2 L,L _ { t } = L + L = 2 L,289x83,289x83,true
36_em_37,identical,- f ( - x ),- f ( - x ),113x68,113x68,true
36_em_38,identical,2 4 \pi,2 4 \pi,118x58,118x58,true
36_em_39,identical,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = 1 + 2 + 3,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = 1 + 2 + 3,462x132,462x132,true
36_em_40,identical,\frac { 1 5 ! } { 1 0 ! 5 ! },\frac { 1 5 ! } { 1 0 ! 5 ! },254x208,254x208,true
36_em_41,identical,y = C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 } + \ldots + C _ { n } y _ { n },y = C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 } + \ldots + C _ { n } y _ { n },527x91,527x91,true
36_em_42,identical,m \times p,m \times p,153x76,153x76,true
36_em_43,identical,"( x ^ { \prime } , t ^ { \prime } )","( x ^ { \prime } , t ^ { \prime } )",157x90,157x90,true
36_em_44,identical,p \geq 1,p \geq 1,118x68,118x68,true
36_em_45,identical,x + ( - x ) \geq 0 + ( - x ),x + ( - x ) \geq 0 + ( - x ),346x82,346x82,true
36_em_46,identical,x \neq 4,x \neq 4,117x71,117x71,true
36_em_47,identical,7 0 ^ { o },7 0 ^ { o },97x86,97x86,true
36_em_48,identical,\sum _ { k } j [ k ],\sum _ { k } j [ k ],155x102,155x102,true
36_em_49,identical,1 . 6 9 4 6 9 6 1,1 . 6 9 4 6 9 6 1,221x64,221x64,true
37_em_0,identical,g _ { \theta } = g \sin \theta,g _ { \theta } = g \sin \theta,238x86,238x86,true
37_em_1,identical,p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },332x85,332x85,true
37_em_10,identical,\frac { X } { V },\frac { X } { V },88x127,88x127,true
37_em_11,identical,w ^ { - 2 },w ^ { - 2 },94x67,94x67,true
37_em_12,identical,u ( x _ { b } ) = u _ { b } ( x _ { b } ),u ( x _ { b } ) = u _ { b } ( x _ { b } ),230x82,230x82,true
37_em_13,identical,8 0 ^ { o },8 0 ^ { o },99x79,99x79,true
37_em_14,identical,\lim _ { x \rightarrow 0 } f ( x ) = 0,\lim _ { x \rightarrow 0 } f ( x ) = 0,233x102,233x102,true
37_em_15,identical,u \geq 0,u \geq 0,105x63,105x63,true
37_em_16,identical,8 \sqrt { 5 },8 \sqrt { 5 },92x67,92x67,true
37_em_17,identical,a \sqrt { b } \pm c \sqrt { b } = ( a \pm c ) \sqrt { b },a \sqrt { b } \pm c \sqrt { b } = ( a \pm c ) \sqrt { b },389x87,389x87,true
37_em_18,identical,\frac { x \times x \times x \times x } { x \times x } = x \times x = x ^ { 2 },\frac { x \times x \times x \times x } { x \times x } = x \times x = x ^ { 2 },612x129,612x129,true
37_em_19,identical,- \frac { \sqrt { 2 - \sqrt { 2 } } } { 2 },- \frac { \sqrt { 2 - \sqrt { 2 } } } { 2 },238x123,238x123,true
37_em_2,identical,( \frac { 1 } { n \pi } - \frac { \cos ( n \pi ) } { n \pi } ) + ( \frac { 1 } { n \pi } - \frac { \cos ( n \pi ) } { n \pi } ),( \frac { 1 } { n \pi } - \frac { \cos ( n \pi ) } { n \pi } ) + ( \frac { 1 } { n \pi } - \frac { \cos ( n \pi ) } { n \pi } ),372x143,372x143,true
37_em_20,identical,0 . 9 - 0 . 9 = 0,0 . 9 - 0 . 9 = 0,235x63,235x63,true
37_em_21,identical,( I - T ) ^ { - 1 } = I + T + T ^ { 2 } + T ^ { 3 },( I - T ) ^ { - 1 } = I + T + T ^ { 2 } + T ^ { 3 },409x104,409x104,true
37_em_22,identical,\int X ( x ) e ^ { - a x } a ^ { x } d x,\int X ( x ) e ^ { - a x } a ^ { x } d x,263x100,263x100,true
37_em_23,identical,\sum p _ { i } = \sum p _ { f },\sum p _ { i } = \sum p _ { f },195x103,195x103,true
37_em_24,identical,\lim _ { n \rightarrow \infty } \frac { 2 } { n } \sum _ { i = 1 } ^ { n } \frac { 4 i ^ { 2 } } { n ^ { 2 } },\lim _ { n \rightarrow \infty } \frac { 2 } { n } \sum _ { i = 1 } ^ { n } \frac { 4 i ^ { 2 } } { n ^ { 2 } },402x172,402x172,true
37_em_25,identical,\sqrt [ x ] { b },\sqrt [ x ] { b },102x75,102x75,true
37_em_26,identical,\int _ { a } ^ { b } f ( x ) d x = \int _ { a } ^ { b } g ( x ) d x,\int _ { a } ^ { b } f ( x ) d x = \int _ { a } ^ { b } g ( x ) d x,293x114,293x114,true
37_em_27,identical,"\alpha , \beta","\alpha , \beta",110x73,110x73,true
37_em_28,identical,\sum F _ { z } = 0,\sum F _ { z } = 0,134x79,134x79,true
37_em_29,identical,\sum F _ { x },\sum F _ { x },94x73,94x73,true
37_em_3,identical,t - 6,t - 6,104x55,104x55,true
37_em_30,identical,f ( f ( x ) ) = g ( g ( x ) ),f ( f ( x ) ) = g ( g ( x ) ),224x73,224x73,true
37_em_31,identical,M = E - e \sin E,M = E - e \sin E,324x93,324x93,true
37_em_32,identical,a _ { 0 } + a _ { 1 } x + a _ { 2 } x ^ { 2 } + \cdots,a _ { 0 } + a _ { 1 } x + a _ { 2 } x ^ { 2 } + \cdots,503x99,503x99,true
37_em_4,identical,( a _ { 1 } b _ { 1 } ) ( a _ { 1 } b _ { 2 } ) = ( a _ { 1 } b _ { 2 } ) ( b _ { 1 } b _ { 2 } ),( a _ { 1 } b _ { 1 } ) ( a _ { 1 } b _ { 2 } ) = ( a _ { 1 } b _ { 2 } ) ( b _ { 1 } b _ { 2 } ),410x86,410x86,true
37_em_5,identical,\frac { \sqrt { 2 + \sqrt { 2 } } } { 2 },\frac { \sqrt { 2 + \sqrt { 2 } } } { 2 },195x112,195x112,true
37_em_6,identical,y ^ { \prime } ( x ),y ^ { \prime } ( x ),82x73,82x73,true
37_em_7,identical,\cos 6 \theta,\cos 6 \theta,130x63,130x63,true
37_em_8,identical,\tan ( 3 x ) = \frac { 3 \tan ( x ) - \tan ^ { 3 } ( x ) } { 1 - 3 \tan ^ { 2 } ( x ) },\tan ( 3 x ) = \frac { 3 \tan ( x ) - \tan ^ { 3 } ( x ) } { 1 - 3 \tan ^ { 2 } ( x ) },425x128,425x128,true
37_em_9,identical,y < b,y < b,79x67,79x67,true
500_em_108,identical,s \geq 1,s \geq 1,121x76,121x76,true
500_em_109,identical,b _ { L },b _ { L },67x90,67x90,true
500_em_110,identical,x = \sum _ { i } x _ { i },x = \sum _ { i } x _ { i },360x125,360x125,true
501_em_0,identical,\int \frac { 1 } { ( a x ^ { 2 } + b x + c ) ^ { n } } d x,\int \frac { 1 } { ( a x ^ { 2 } + b x + c ) ^ { n } } d x,325x144,325x144,true
501_em_1,identical,\sqrt { 5 0 },\sqrt { 5 0 },87x72,87x72,true
501_em_10,identical,P _ { t } = R _ { t } - I _ { t } = ( 1 + i ) P _ { t - 1 } + ( R _ { t } - R _ { t - 1 } ),P _ { t } = R _ { t } - I _ { t } = ( 1 + i ) P _ { t - 1 } + ( R _ { t } - R _ { t - 1 } ),715x114,715x114,true
501_em_11,identical,"F = \{ \{ L _ { 1 , 1 } , \ldots , L _ { 1 , n _ { 1 } } \} , \ldots , \{ L _ { k , 1 } , \ldots , L _ { k , n _ { k } } \} \}","F = \{ \{ L _ { 1 , 1 } , \ldots , L _ { 1 , n _ { 1 } } \} , \ldots , \{ L _ { k , 1 } , \ldots , L _ { k , n _ { k } } \} \}",586x113,586x113,true
501_em_12,identical,\frac { T _ { H } ^ { \frac { f } { 2 } } V _ { 2 } } { T _ { H } ^ { \frac { f } { 2 } } V _ { 1 } } = \frac { T _ { C } ^ { \frac { f } { 2 } } V _ { 3 } } { T _ { C } ^ { \frac { f } { 2 } } V _ { 4 } },\frac { T _ { H } ^ { \frac { f } { 2 } } V _ { 2 } } { T _ { H } ^ { \frac { f } { 2 } } V _ { 1 } } = \frac { T _ { C } ^ { \frac { f } { 2 } } V _ { 3 } } { T _ { C } ^ { \frac { f } { 2 } } V _ { 4 } },432x254,432x254,true
501_em_13,identical,y < y \prime,y < y \prime,116x79,116x79,true
501_em_14,identical,2 \pi n ! e = 2 \pi n ! + \frac { 2 \pi n ! } { 2 } + \frac { 2 \pi n ! } { 3 ! } + \frac { 2 \pi n ! } { 4 ! } + \ldots,2 \pi n ! e = 2 \pi n ! + \frac { 2 \pi n ! } { 2 } + \frac { 2 \pi n ! } { 3 ! } + \frac { 2 \pi n ! } { 4 ! } + \ldots,1179x194,1179x194,true
501_em_15,identical,\frac { 2 9 3 0 2 } { 7 5 8 0 3 } = \frac { 7 \times 7 \times 1 3 \times 4 6 } { 7 \times 7 \times 1 3 \times 1 1 9 } = \frac { 4 6 } { 1 1 9 },\frac { 2 9 3 0 2 } { 7 5 8 0 3 } = \frac { 7 \times 7 \times 1 3 \times 4 6 } { 7 \times 7 \times 1 3 \times 1 1 9 } = \frac { 4 6 } { 1 1 9 },691x175,691x175,true
501_em_16,identical,N _ { X Y },N _ { X Y },112x97,112x97,true
501_em_17,identical,\mu \pm \sigma,\mu \pm \sigma,123x89,123x89,true
501_em_18,identical,\frac { 2 G M r - 2 r ^ { 3 } \pm r \sqrt { 4 r ^ { 4 } - 8 G M r ^ { 2 } + 4 G ^ { 2 } M ^ { 2 } - 4 r ^ { 4 } + 4 G M r ^ { 2 } } } { 2 ( r ^ { 2 } - G M ) },\frac { 2 G M r - 2 r ^ { 3 } \pm r \sqrt { 4 r ^ { 4 } - 8 G M r ^ { 2 } + 4 G ^ { 2 } M ^ { 2 } - 4 r ^ { 4 } + 4 G M r ^ { 2 } } } { 2 ( r ^ { 2 } - G M ) },926x206,926x206,true
501_em_19,identical,\tan ( 5 x ) = \frac { 5 \tan ( x ) - 1 0 \tan ^ { 3 } ( x ) + \tan ^ { 5 } ( x ) } { 1 - 1 0 \tan ^ { 2 } ( x ) + 5 \tan ^ { 4 } ( x ) },\tan ( 5 x ) = \frac { 5 \tan ( x ) - 1 0 \tan ^ { 3 } ( x ) + \tan ^ { 5 } ( x ) } { 1 - 1 0 \tan ^ { 2 } ( x ) + 5 \tan ^ { 4 } ( x ) },727x190,727x190,true
501_em_2,identical,"m _ { i } , v _ { i } , f _ { i }","m _ { i } , v _ { i } , f _ { i }",286x95,286x95,true
501_em_20,identical,"q = ( x _ { q } , y _ { q } , z _ { q } , w _ { q } )","q = ( x _ { q } , y _ { q } , z _ { q } , w _ { q } )",287x103,287x103,true
501_em_21,identical,\theta \rightarrow 0,\theta \rightarrow 0,206x77,206x77,true
501_em_22,identical,\forall \gamma \in X,\forall \gamma \in X,186x71,186x71,true
501_em_23,identical,\phi > 0,\phi > 0,84x68,84x68,true
501_em_24,identical,\log v = b \log 2,\log v = b \log 2,219x90,219x90,true
501_em_3,identical,k _ { e },k _ { e },51x69,51x69,true
501_em_4,identical,S u p E \leq S u p F,S u p E \leq S u p F,298x92,298x92,true
501_em_5,identical,\sqrt { 5 0 },\sqrt { 5 0 },87x72,87x72,true
501_em_6,identical,f ( 1 . 9 9 9 9 9 ) = 3 . 9 9 9 9 9,f ( 1 . 9 9 9 9 9 ) = 3 . 9 9 9 9 9,306x83,306x83,true
501_em_7,identical,S S E + S S A B + S S B + S S A,S S E + S S A B + S S B + S S A,490x72,490x72,true
501_em_8,identical,\sin \alpha \sin \beta = \frac { 1 } { 2 } [ \cos ( \alpha - \beta ) - \cos ( \alpha + \beta ) ],\sin \alpha \sin \beta = \frac { 1 } { 2 } [ \cos ( \alpha - \beta ) - \cos ( \alpha + \beta ) ],490x94,490x94,true
501_em_9,identical,\int \sum _ { j = 0 } ^ { \infty } a _ { j } z ^ { j } d z = \sum _ { j = 1 } ^ { \infty } \frac { a _ { j - 1 } } { j } x ^ { j },\int \sum _ { j = 0 } ^ { \infty } a _ { j } z ^ { j } d z = \sum _ { j = 1 } ^ { \infty } \frac { a _ { j - 1 } } { j } x ^ { j },499x167,499x167,true
502_em_0,identical,6 3,6 3,67x56,67x56,true
502_em_1,identical,x ^ { 8 } + x ^ { 6 } + x ^ { 4 } + x ^ { 2 } + 1,x ^ { 8 } + x ^ { 6 } + x ^ { 4 } + x ^ { 2 } + 1,849x127,849x127,true
502_em_10,identical,\beta = 1,\beta = 1,82x68,82x68,true
502_em_11,identical,( 1 - 2 ^ { - s } ) ( 1 + \frac { 1 } { 2 ^ { s } } + \frac { 1 } { 3 ^ { s } } + \frac { 1 } { 4 ^ { s } } + \frac { 1 } { 5 ^ { s } } + \ldots ),( 1 - 2 ^ { - s } ) ( 1 + \frac { 1 } { 2 ^ { s } } + \frac { 1 } { 3 ^ { s } } + \frac { 1 } { 4 ^ { s } } + \frac { 1 } { 5 ^ { s } } + \ldots ),590x119,590x119,true
502_em_12,identical,R _ { L },R _ { L },73x75,73x75,true
502_em_13,identical,e ^ { x } + 1 8 x + 1 2,e ^ { x } + 1 8 x + 1 2,454x99,454x99,true
502_em_14,identical,p ( \alpha ) = \alpha ^ { m } + b _ { m - 2 } \alpha ^ { m - 1 } + \ldots + b _ { 3 } \alpha ^ { 4 } + b _ { 1 } \alpha + b _ { 0 },p ( \alpha ) = \alpha ^ { m } + b _ { m - 2 } \alpha ^ { m - 1 } + \ldots + b _ { 3 } \alpha ^ { 4 } + b _ { 1 } \alpha + b _ { 0 },973x138,973x138,true
502_em_15,identical,\theta _ { i + 1 } = \theta _ { i } - \alpha _ { i },\theta _ { i + 1 } = \theta _ { i } - \alpha _ { i },512x121,512x121,true
502_em_16,identical,\sqrt { v ^ { 2 } - v _ { v } ^ { 2 } } = \frac { v _ { v } ^ { 2 } } { \sqrt { v ^ { 2 } - v _ { v } ^ { 2 } } },\sqrt { v ^ { 2 } - v _ { v } ^ { 2 } } = \frac { v _ { v } ^ { 2 } } { \sqrt { v ^ { 2 } - v _ { v } ^ { 2 } } },633x205,633x205,true
502_em_17,identical,\frac { d } { d \theta } e ^ { i \theta } = i e ^ { i \theta },\frac { d } { d \theta } e ^ { i \theta } = i e ^ { i \theta },558x200,558x200,true
502_em_18,identical,9 \sqrt { 2 },9 \sqrt { 2 },85x61,85x61,true
502_em_19,identical,\frac { a } { b } + \frac { c } { b } = \frac { a + c } { b },\frac { a } { b } + \frac { c } { b } = \frac { a + c } { b },515x175,515x175,true
502_em_2,identical,4 9 2,4 9 2,119x66,119x66,true
502_em_20,identical,\int \frac { 1 } { y } \frac { d y } { d x } d x = \int a d x,\int \frac { 1 } { y } \frac { d y } { d x } d x = \int a d x,307x119,307x119,true
502_em_21,identical,a _ { 0 } + 3 a _ { 1 } + 9 a _ { 2 } + 2 7 a _ { 3 } = 0,a _ { 0 } + 3 a _ { 1 } + 9 a _ { 2 } + 2 7 a _ { 3 } = 0,832x105,832x105,true
502_em_22,identical,2 x ( 9 x + 1 ) ( 3 x + 1 ) ^ { 3 },2 x ( 9 x + 1 ) ( 3 x + 1 ) ^ { 3 },382x110,382x110,true
502_em_23,identical,0 + 0 + 0 + 0 + 0 + 0 = 0,0 + 0 + 0 + 0 + 0 + 0 = 0,558x68,558x68,true
