sample_id,status,error,height,width,ground_truth_bttr,ground_truth_posformer,san_prediction,bttr_exact,bttr_no_limits,posformer_exact,posformer_no_limits,time_ms
28_em_129,ok,,105,308,- \frac { 1 } { \sqrt { 2 } } ( \frac { b } { \sqrt { 2 } } - 0 ),- \frac { 1 } { \sqrt { 2 } } ( \frac { b } { \sqrt { 2 } } - 0 ),- \frac { 1 } { \sqrt { 2 } } ( \frac { b } { \sqrt { 2 } } - 0 ),1,1,1,1,118.724300
28_em_130,ok,,112,509,\log x + \log y = \log x y,\log x + \log y = \log x y,\log x + \log y = \log x y,1,1,1,1,211.570800
28_em_131,ok,,101,426,z y + 2 z y + 2 z + 2 y,z y + 2 z y + 2 z + 2 y,z z + 2 2 y + 2 z + 2 z,0,0,0,0,163.885200
28_em_132,ok,,67,82,S / V,S / V,s / v,0,0,0,0,123.749000
28_em_133,ok,,105,357,3 = \frac { 3 } { 2 } ( 3 ^ { 1 } - 1 ) = 3,3 = \frac { 3 } { 2 } ( 3 ^ { 1 } - 1 ) = 3,3 = \frac { 3 } { 2 } ( 3 ^ { 1 } - 1 ) = 3,1,1,1,1,179.198900
28_em_134,ok,,143,191,\frac { n _ { A } } { n },\frac { n _ { A } } { n },\frac { n _ { A } } { n },1,1,1,1,100.734300
28_em_135,ok,,128,414,e _ { 2 } - 2 e _ { 1 },e _ { 2 } - 2 e _ { 1 },e _ { 2 } - 2 e _ { I },0,0,0,0,180.923400
28_em_136,ok,,83,144,\pi _ { t + 1 },\pi _ { t + 1 },\pi _ { b } + 1,0,0,0,0,98.875300
28_em_137,ok,,117,829,"3 , 4 , 5 , 6 , \ldots","3 , 4 , 5 , 6 , \ldots","3 4 , 4 , 5 - 5 , 4 , 4 , 4",0,0,0,0,129.496600
28_em_138,ok,,75,80,R _ { 0 } ^ { 0 },R _ { 0 } ^ { 0 },R _ { 0 },0,0,0,0,67.357200
28_em_139,ok,,96,641,x y x + x y + y x + y = x ^ { 2 } y + x y + x y + y,x y x + x y + y x + y = x ^ { 2 } y + x y + x y + y,x y x + x y + y x + y = x ^ { 2 } y + x y + x y + y,1,1,1,1,187.455800
28_em_140,ok,,95,501,3 ( - 5 ) ^ { 2 } + 3 ( - 5 - 2 ) - ( - 5 ) ( 2 ) ^ { 2 },3 ( - 5 ) ^ { 2 } + 3 ( - 5 - 2 ) - ( - 5 ) ( 2 ) ^ { 2 },3 ( - 5 ) ^ { 2 } + 3 ( - 5 - 2 ) - ( - 5 ) ( 2 ) ^ { 2 },1,1,1,1,190.585900
28_em_141,ok,,126,190,\frac { 2 A B } { A + B },\frac { 2 A B } { A + B },\frac { 2 A B } { A + B },1,1,1,1,71.650200
28_em_142,ok,,129,243,\frac { 4 4 4 6 7 } { 3 8 9 7 3 },\frac { 4 4 4 6 7 } { 3 8 9 7 3 },\frac { 4 4 4 6 7 } { 3 8 9 7 3 },1,1,1,1,154.145300
28_em_143,ok,,73,271,[ [ S ] ] = [ S ],[ [ S ] ] = [ S ],[ [ S ] ] = [ s ],0,0,0,0,104.366500
28_em_144,ok,,126,208,\sum _ { i } k _ { i },\sum \limits _ { i } k _ { i },\sum _ { i } k _ { i },1,1,0,1,140.489500
28_em_145,ok,,93,245,f ( x ) = \frac { \infty } { \infty },f ( x ) = \frac { \infty } { \infty },f ( a ) = \frac { \alpha } { \infty },0,0,0,0,75.289400
28_em_146,ok,,92,131,\frac { 1 9 9 } { 1 1 },\frac { 1 9 9 } { 1 1 },\frac { 1 9 9 } { 1 },0,0,0,0,62.591500
28_em_147,ok,,65,87,[ B ],[ B ],[ B ],1,1,1,1,52.571400
28_em_148,ok,,86,432,x ( t ) = x _ { 1 } ( t ) + x _ { 2 } ( t ),x ( t ) = x _ { 1 } ( t ) + x _ { 2 } ( t ),x ( t ) = x _ { 1 } ( t ) + x _ { 2 } ( t ),1,1,1,1,193.152100
28_em_149,ok,,140,507,\frac { 1 } { x + y } - \frac { 1 } { x - y } = \frac { - 2 y } { x ^ { 2 } - y ^ { 2 } },\frac { 1 } { x + y } - \frac { 1 } { x - y } = \frac { - 2 y } { x ^ { 2 } - y ^ { 2 } },\frac { 1 } { x + y } - \frac { 1 } { x - y } = \frac { - 2 y } { x ^ { 2 } - y ^ { 2 } },1,1,1,1,159.440000
29_em_150,ok,,79,100,6 0 ^ { o },6 0 ^ { o },6 0 ^ { 0 },0,0,0,0,106.481900
29_em_151,ok,,73,84,P a,P a,p _ { a },0,0,0,0,84.001700
29_em_152,ok,,70,234,\sqrt { - n } = i \sqrt { n },\sqrt { - n } = i \sqrt { n },\sqrt { - n } = i \sqrt { n },1,1,1,1,90.332300
29_em_153,ok,,109,536,( a - b ) ^ { 2 } = a ^ { 2 } - 2 a b + b ^ { 2 },( a - b ) ^ { 2 } = a ^ { 2 } - 2 a b + b ^ { 2 },( a - b ) ^ { 2 } = a ^ { 2 } - 2 a b + b ^ { 2 },1,1,1,1,130.194000
29_em_154,ok,,139,215,\frac { 4 z - 5 } { ( z - 1 ) ( z - 2 ) },\frac { 4 z - 5 } { ( z - 1 ) ( z - 2 ) },\frac { 4 z - 5 } { ( z - 1 ) ( z - z ) },0,0,0,0,125.902100
29_em_155,ok,,107,310,z ^ { 5 } + z = z,z ^ { 5 } + z = z,z ^ { 5 } + z = z,1,1,1,1,72.254200
29_em_156,ok,,90,193,"( 2 , 2 , 2 , 0 )","( 2 , 2 , 2 , 0 )","( 2 , 2 , 2 , 0 )",1,1,1,1,116.517200
29_em_157,ok,,88,130,y = y \prime,y = y \prime,y = y,0,0,0,0,17.060700
29_em_158,ok,,112,576,\alpha ^ { 4 } + \alpha ^ { 6 } + \alpha ^ { 7 } + \alpha ^ { 9 },\alpha ^ { 4 } + \alpha ^ { 6 } + \alpha ^ { 7 } + \alpha ^ { 9 },a ^ { 4 } + \alpha ^ { 6 } + \alpha ^ { 7 } + \alpha ^ { 9 },0,0,0,0,187.083800
29_em_159,ok,,55,70,1 8,1 8,1 8,1,1,1,1,87.919500
29_em_160,ok,,80,240,\sum a _ { j } x _ { j },\sum a _ { j } x _ { j },\sum a _ { j } x _ { j },1,1,1,1,94.038400
29_em_161,ok,,99,250,f ( z _ { 0 } ) = \lim _ { z \rightarrow z _ { 0 } } f ( z ),f ( z _ { 0 } ) = \lim \limits _ { z \rightarrow z _ { 0 } } f ( z ),f ( v _ { 0 } ) = f _ { y + z } f ( r ),0,0,0,0,130.989400
29_em_162,ok,,156,154,\frac { f \prime ( x ) } { g \prime ( x ) },\frac { f \prime ( x ) } { g \prime ( x ) },\frac { f ^ { ' } ( x ) } { q \cdot ( n ) },0,0,0,0,117.368500
29_em_163,ok,,77,331,C _ { t } = C + C = 2 C,C _ { t } = C + C = 2 C,c _ { t } = c + c = 2 c,0,0,0,0,57.596100
29_em_164,ok,,69,203,\cos \pi z,\cos \pi z,\cos \pi z \gamma,0,0,0,0,78.412900
29_em_165,ok,,108,596,7 x ^ { 7 - 1 } + 4 x ^ { 4 - 1 } + 1 x ^ { 1 - 1 },7 x ^ { 7 - 1 } + 4 x ^ { 4 - 1 } + 1 x ^ { 1 - 1 },7 x ^ { 7 - 1 } + 4 x ^ { 4 - 1 } + 1 x ^ { 1 - 1 },1,1,1,1,176.389100
29_em_166,ok,,137,305,\int \frac { 3 x + 1 } { x ^ { 2 } + x } d x,\int \frac { 3 x + 1 } { x ^ { 2 } + x } d x,\int \frac { 3 x + 1 } { x ^ { 2 } + x } d x,1,1,1,1,186.195200
29_em_167,ok,,117,717,\cos ( n x ) = 2 \cos ( x ) \cos [ ( n - 1 ) x ] - \cos [ ( n - 2 ) x ],\cos ( n x ) = 2 \cos ( x ) \cos [ ( n - 1 ) x ] - \cos [ ( n - 2 ) x ],\cos ( x x ) = 2 \cos ( x ) \cos ( n - 1 ) x ] - \cos ( ( n - 2 ) x ],0,0,0,0,205.850400
29_em_169,ok,,142,271,\frac { d f } { d x } = \frac { 1 } { \frac { d x } { d f } },\frac { d f } { d x } = \frac { 1 } { \frac { d x } { d f } },\frac { d f } { d x } = \frac { 1 } { \frac { a } { d f } },0,0,0,0,101.412000
29_em_170,ok,,76,165,E ( t ) \leq E ( 0 ),E ( t ) \leq E ( 0 ),E ( ( ) \leq E ( 0 ),0,0,0,0,128.287300
29_em_171,ok,,117,325,\lim _ { t \rightarrow c } a _ { 1 } ( t ) = a _ { 1 },\lim \limits _ { t \rightarrow c } a _ { 1 } ( t ) = a _ { 1 },\lim _ { t \rightarrow c } a _ { 1 } ( t ) = a _ { 1 },1,1,0,1,178.873900
29_em_172,ok,,74,193,n \geq 0,n \geq 0,n \geq 0,1,1,1,1,86.947500
29_em_173,ok,,209,825,\frac { x ^ { 2 } + 1 3 x + 4 0 } { 2 x ^ { 3 } + 2 7 x ^ { 2 } + 1 1 1 x + 1 4 0 },\frac { x ^ { 2 } + 1 3 x + 4 0 } { 2 x ^ { 3 } + 2 7 x ^ { 2 } + 1 1 1 x + 1 4 0 },\frac { x ^ { 2 } + 1 3 x + 4 0 } { 2 x ^ { 3 } + 2 7 x ^ { 2 } + 1 1 1 x + 1 4 0 },1,1,1,1,209.282800
29_em_174,ok,,154,316,\lim \frac { | a _ { n + 1 } x | } { | a _ { n } | } < 1,\lim \frac { | a _ { n + 1 } x | } { | a _ { n } | } < 1,\lim \frac { | a x + x | } { | a | } < 1,0,0,0,0,149.747100
31_em_175,ok,,149,434,\lim _ { x \rightarrow c } f ( x ) = f ( c ),\lim \limits _ { x \rightarrow c } f ( x ) = f ( c ),\lim _ { x \rightarrow c } f ( x ) = f ( c ),1,1,0,1,154.277200
31_em_176,ok,,87,106,( \frac { \pi } { \sqrt { 2 } } ),( \frac { \pi } { \sqrt { 2 } } ),( \frac { \pi } { \sqrt { 2 } } ),1,1,1,1,131.429300
31_em_177,ok,,118,127,\alpha ^ { - 1 },\alpha ^ { - 1 },\alpha ^ { - 1 },1,1,1,1,134.379600
31_em_178,ok,,86,162,q + w,q + w,\phi + w,0,0,0,0,113.315100
31_em_180,ok,,134,855,x ^ { 5 } + y ^ { 5 } - 5 x y + 1 = 0,x ^ { 5 } + y ^ { 5 } - 5 x y + 1 = 0,x ^ { i } + y ^ { 5 } - 5 x y + 1 = 0,0,0,0,0,157.159700
31_em_181,ok,,227,379,\frac { a z ^ { - 1 } } { ( 1 - a z ^ { - 1 } ) ^ { 2 } },\frac { a z ^ { - 1 } } { ( 1 - a z ^ { - 1 } ) ^ { 2 } },\frac { a z ^ { - 1 } } { C - a z ^ { - 1 } ) ^ { 2 } },0,0,0,0,178.232400
31_em_182,ok,,117,430,( Y ) ( 1 ) = ( Y ) ( \frac { Y } { Y } ),( Y ) ( 1 ) = ( Y ) ( \frac { Y } { Y } ),( Y ) ( 1 ) = ( Y ) ( \frac { Y } { Y } ),1,1,1,1,120.786200
31_em_183,ok,,91,344,\sqrt { 9 } \times \sqrt { 5 },\sqrt { 9 } \times \sqrt { 5 },\sqrt { a } \times \sqrt { 5 },0,0,0,0,167.646800
31_em_184,ok,,180,422,\frac { \sqrt { 8 1 } \times \sqrt { 2 } } { \sqrt { 1 0 0 } \times \sqrt { 2 } },\frac { \sqrt { 8 1 } \times \sqrt { 2 } } { \sqrt { 1 0 0 } \times \sqrt { 2 } },\frac { \sqrt { 8 1 } \times \sqrt { 2 } } { \sqrt { 1 0 0 \times \sqrt { 2 } } },0,0,0,0,170.560900
31_em_185,ok,,79,318,- P ( V _ { 2 } - V _ { 1 } ),- P ( V _ { 2 } - V _ { 1 } ),- P ( v _ { 2 } - v _ { 1 } ),0,0,0,0,127.341300
31_em_187,ok,,58,98,5 0,5 0,5 0,1,1,1,1,44.507900
31_em_188,ok,,202,800,\tan a = \frac { \sin a } { \cos a },\tan a = \frac { \sin a } { \cos a },\tan a = \frac { \sin a } { \cos a },1,1,1,1,154.064400
31_em_189,ok,,61,131,x . y,x . y,x - y,0,0,0,0,58.195600
31_em_190,ok,,173,611,\frac { 1 } { 2 5 } y ^ { 2 } - \frac { 8 } { 2 5 } y,\frac { 1 } { 2 5 } y ^ { 2 } - \frac { 8 } { 2 5 } y,\frac { 1 } { 2 5 } y ^ { 2 } - \frac { 8 } { 2 5 } y,1,1,1,1,159.699200
31_em_191,ok,,205,251,\sum _ { j = 1 } ^ { m } a _ { j } e _ { j },\sum \limits _ { j = 1 } ^ { m } a _ { j } e _ { j },\sum _ { j = 1 } ^ { m } a _ { j } e j,0,0,0,0,180.312000
31_em_192,ok,,130,184,\int _ { a } ^ { x } f ( x ) d x,\int \limits _ { a } ^ { x } f ( x ) d x,\int _ { a } ^ { x } f ( x ) d x,1,1,0,1,28.627400
31_em_193,ok,,102,673,"r _ { i } + d r _ { i } , p _ { i } + d p _ { i }","r _ { i } + d r _ { i } , p _ { i } + d p _ { i }","\gamma _ { i } + d f _ { i } , p _ { i } + d p i",0,0,0,0,155.308800
31_em_194,ok,,229,170,\frac { b ^ { 2 x } } { b ^ { y } },\frac { b ^ { 2 x } } { b ^ { y } },\frac { b ^ { 2 2 } } { b ^ { y } },0,0,0,0,157.690700
31_em_195,ok,,131,905,1 \times 2 \times 3 \times 4 \times 5 \times 6 = 7 2 0,1 \times 2 \times 3 \times 4 \times 5 \times 6 = 7 2 0,1 \times 2 \times 3 \times 4 \times 5 \times 6 = 7 2 0,1,1,1,1,144.236200
31_em_196,ok,,170,720,\frac { 3 + 9 + 7 + 3 + 6 + 1 0 + 4 } { 7 } = 6,\frac { 3 + 9 + 7 + 3 + 6 + 1 0 + 4 } { 7 } = 6,\frac { 3 + a + 7 + 3 + 6 + 1 6 + 4 } { 7 } = 6,0,0,0,0,164.879900
31_em_197,ok,,113,465,x ^ { 2 } - x y + x y - y ^ { 2 },x ^ { 2 } - x y + x y - y ^ { 2 },x ^ { 2 } - x y + x y - y ^ { 2 },1,1,1,1,100.313500
31_em_198,ok,,116,383,\lim _ { x \rightarrow - \infty } p _ { 2 } ( x ) > 0,\lim \limits _ { x \rightarrow - \infty } p _ { 2 } ( x ) > 0,\lim _ { x \rightarrow - \alpha } p _ { 2 } ( a ) > 0,0,0,0,0,65.135900
31_em_199,ok,,118,523,\log a + \log b = \log a b,\log a + \log b = \log a b,\log a + \log b = \log a b,1,1,1,1,156.126200
32_em_200,ok,,139,154,\frac { \pi } { 8 },\frac { \pi } { 8 },\frac { \pi } { 8 },1,1,1,1,124.040600
32_em_201,ok,,145,361,\sum _ { k = 1 } ^ { n } ( c a _ { k } ) = c \sum _ { i = 1 } ^ { n } ( a _ { k } ),\sum \limits _ { k = 1 } ^ { n } ( c a _ { k } ) = c \sum \limits _ { i = 1 } ^ { n } ( a _ { k } ),\sum _ { n = 1 } ^ { n } ( ( a _ { n } ) = \sum _ { i = 1 } ^ { n } ( a _ { i } ),0,0,0,0,93.214700
32_em_202,ok,,66,270,3 N - 3 - 2 = 3 N - 5,3 N - 3 - 2 = 3 N - 5,3 N - 3 - 2 = 3 N - 5,1,1,1,1,63.723500
32_em_203,ok,,70,78,l - 1,l - 1,( - 1,0,0,0,0,40.011500
32_em_204,ok,,85,182,\pm \sqrt { x },\pm \sqrt { x },\pm \sqrt { x },1,1,1,1,89.515700
32_em_205,ok,,90,444,( a + b i ) - ( c + d i ) = ( a - c ) + ( b - d ) i,( a + b i ) - ( c + d i ) = ( a - c ) + ( b - d ) i,( a + i ) - ( c + d i ) = ( a - c ) + ( e - a ) i,0,0,0,0,168.378900
32_em_206,ok,,87,117,[ [ S ] ],[ [ S ] ],[ [ s ],0,0,0,0,57.455900
32_em_207,ok,,76,161,\int - \cos \phi d \phi,\int - \cos \phi d \phi,\int - \cos \phi d \phi,1,1,1,1,32.465700
32_em_208,ok,,73,67,b _ { u },b _ { u },b a,0,0,0,0,85.629300
32_em_209,ok,,139,238,\frac { f } { a } = \frac { b } { f },\frac { f } { a } = \frac { b } { f },\frac { I } { a } = \frac { b } { f },0,0,0,0,170.687800
32_em_210,ok,,156,268,\frac { 1 - 2 p } { \sqrt { n p ( 1 - p ) } },\frac { 1 - 2 p } { \sqrt { n p ( 1 - p ) } },\frac { 1 - 2 p } { \sqrt { n p ( 1 - p ) } },1,1,1,1,172.299200
32_em_211,ok,,65,69,H _ { c l },H _ { c l },H d,0,0,0,0,16.889700
32_em_212,ok,,62,124,q - \sqrt { 2 },q - \sqrt { 2 },9 - \sqrt { 2 },0,0,0,0,95.515200
32_em_213,ok,,82,331,\sqrt { a } \times \sqrt { b } = \sqrt { a b },\sqrt { a } \times \sqrt { b } = \sqrt { a b },\sqrt { a } \times \sqrt { b } = \sqrt { a b },1,1,1,1,137.783200
32_em_214,ok,,91,105,\int c d x,\int c d x,\int c d d,0,0,0,0,89.660700
32_em_215,ok,,82,103,m ^ { 3 },m ^ { 3 },m ^ { 3 },1,1,1,1,89.263300
32_em_216,ok,,65,166,g ( y ) - g ( x ),g ( y ) - g ( x ),g ( t ) - g ( x ),0,0,0,0,90.544600
32_em_217,ok,,57,87,\sqrt { - 1 },\sqrt { - 1 },\sqrt { - 1 },1,1,1,1,122.316700
32_em_218,ok,,81,254,g ^ { 2 } = g g = e,g ^ { 2 } = g g = e,q ^ { 2 } = q y = e,0,0,0,0,95.386600
32_em_219,ok,,92,250,E _ { 1 } < E < E _ { 2 },E _ { 1 } < E < E _ { 2 },E _ { 1 } < E < E _ { 2 },1,1,1,1,92.598900
32_em_220a,ok,,86,632,d = ( 2 4 z ^ { 5 } + 4 8 c z ^ { 3 } + 8 z ^ { 3 } + 2 4 c ^ { 2 } z + 1 6 c z ),d = ( 2 4 z ^ { 5 } + 4 8 c z ^ { 3 } + 8 z ^ { 3 } + 2 4 c ^ { 2 } z + 1 6 c z ),d = ( 2 4 E ^ { 5 } + 4 8 c ^ { 3 } + 8 t ^ { 3 } + 2 4 c ^ { 2 } z + 1 6 c z ),0,0,0,0,193.428300
32_em_220b,ok,,101,498,8 z ^ { 7 } + 2 9 c z ^ { 5 } + 2 9 c ^ { 2 } z ^ { 3 },8 z ^ { 7 } + 2 9 c z ^ { 5 } + 2 9 c ^ { 2 } z ^ { 3 },g z ^ { 7 } + 2 4 c z ^ { 5 } + 2 a c ^ { 2 } z ^ { 3 },0,0,0,0,118.280300
32_em_220c,ok,,99,345,4 c ^ { 3 } + 6 c ^ { 2 } + 2 c + 1,4 c ^ { 3 } + 6 c ^ { 2 } + 2 c + 1,4 c ^ { 3 } + b e ^ { 2 } + 2 e + 1,0,0,0,0,44.981400
32_em_221,ok,,80,141,n \geq N,n \geq N,n \geq N,1,1,1,1,110.537700
32_em_222,ok,,103,275,\frac { d a } { d c } = \frac { c } { a },\frac { d a } { d c } = \frac { c } { a },\frac { d a } { d c } = \frac { c } { a },1,1,1,1,65.348900
32_em_223,ok,,70,81,( \pi ),( \pi ),( [ C ),0,0,0,0,48.618400
32_em_224,ok,,87,234,z = \sqrt { 3 } ( \sqrt { 2 } + i ),z = \sqrt { 3 } ( \sqrt { 2 } + i ),z = \sqrt { 3 } ( \sqrt { 2 } + i ),1,1,1,1,87.727000
34_em_225,ok,,99,465,x ^ { 3 } + 3 x ^ { 2 } y + 3 x y ^ { 2 } + y ^ { 3 },x ^ { 3 } + 3 x ^ { 2 } y + 3 x y ^ { 2 } + y ^ { 3 },x ^ { 3 } + 3 x ^ { y } y + 3 x y ^ { 2 } + y ^ { 3 },0,0,0,0,167.807600
34_em_226,ok,,62,119,t - s,t - s,t - s,1,1,1,1,57.850600
34_em_227,ok,,60,123,6 5 8 8,6 5 8 8,6 5 8 8,1,1,1,1,50.815000
34_em_228,ok,,69,155,- y - 5 ( 1 ),- y - 5 ( 1 ),- y - 5 ( 1 ),1,1,1,1,35.715100
34_em_229,ok,,66,64,1 / t,1 / t,V t,0,0,0,0,15.112500
34_em_230,ok,,99,464,( a + b ) ^ { 2 } = a ^ { 2 } + 2 a b + b ^ { 2 },( a + b ) ^ { 2 } = a ^ { 2 } + 2 a b + b ^ { 2 },( a + b ) ^ { v } = a ^ { v } + 2 a b + b ^ { v },0,0,0,0,190.257300
34_em_231,ok,,81,231,q _ { e q } = 1 - p _ { e q },q _ { e q } = 1 - p _ { e q },q _ { e q = 1 - p e q },0,0,0,0,61.239000
34_em_232,ok,,85,222,t _ { \theta } ^ { - 1 } = t _ { - \theta },t _ { \theta } ^ { - 1 } = t _ { - \theta },t _ { \theta } ^ { - 1 } = t - \theta,0,0,0,0,101.399500
34_em_233,ok,,72,222,f ( 5 ) = 2 5 = f ( - 5 ),f ( 5 ) = 2 5 = f ( - 5 ),f ( 5 ) = 2 = f ( - 5 ),0,0,0,0,135.102700
34_em_234,ok,,129,377,\int _ { 0 } ^ { \pi } ( \sin ( t ) - t ) d t = 2 - \frac { 1 } { 2 } \pi ^ { 2 },\int \limits _ { 0 } ^ { \pi } ( \sin ( t ) - t ) d t = 2 - \frac { 1 } { 2 } \pi ^ { 2 },\int _ { 0 } ^ { \pi } ( \sin t ) - t ) d = 2 - \frac { 1 } { 2 } \pi ^ { 2 },0,0,0,0,94.528600
34_em_235,ok,,56,107,1 - w,1 - w,1 - w,1,1,1,1,100.952100
34_em_236,ok,,79,277,\frac { 1 } { 2 5 } [ y ^ { 2 } - 8 y + 1 6 - 1 6 ],\frac { 1 } { 2 5 } [ y ^ { 2 } - 8 y + 1 6 - 1 6 ],\frac { 1 } { 2 } [ y ^ { v } - 8 y + 1 6 - 1 6 ],0,0,0,0,101.357600
34_em_237,ok,,141,265,\frac { ( n + 1 ) ( ( n + 1 ) + 1 ) } { 2 },\frac { ( n + 1 ) ( ( n + 1 ) + 1 ) } { 2 },\frac { ( n + 1 ) ( ( n + 1 ) + 1 ) } { 2 },1,1,1,1,75.435800
34_em_238,ok,,101,478,x _ { 1 } + x _ { 2 } + \cdots + x _ { n } \neq 0,x _ { 1 } + x _ { 2 } + \cdots + x _ { n } \neq 0,x _ { 1 } + x _ { 2 } + \ldots + x _ { n } \neq 0,0,0,0,0,130.448400
34_em_239,ok,,87,221,\Delta x \Delta k \geq 1 / 2,\Delta x \Delta k \geq 1 / 2,\Delta x \Delta k \geq / 2,0,0,0,0,29.008800
34_em_240,ok,,120,578,\cos ( 3 x ) = 4 \cos ^ { 3 } ( x ) - 3 \cos ( x ),\cos ( 3 x ) = 4 \cos ^ { 3 } ( x ) - 3 \cos ( x ),\cos ( 3 x ) = 4 \cos ^ { 3 } ( x ) - 3 \cos ( x ),1,1,1,1,179.172200
34_em_241,ok,,72,125,\phi ( \phi ( n ) ),\phi ( \phi ( n ) ),\phi ( \phi ( n ) ),1,1,1,1,132.932500
34_em_242,ok,,179,370,\frac { x ^ { 2 } } { x ^ { 2 } } \frac { x + 1 } { x + 2 },\frac { x ^ { 2 } } { x ^ { 2 } } \frac { x + 1 } { x + 2 },\frac { x ^ { v } } { x } \frac { x + 1 } { x + 2 },0,0,0,0,122.129500
34_em_243,ok,,103,243,\frac { 1 } { \sqrt { \pi } } \sqrt { \pi } = 1,\frac { 1 } { \sqrt { \pi } } \sqrt { \pi } = 1,\frac { 1 } { \sqrt { \pi } } \sqrt { \pi } = 1,1,1,1,1,114.390200
34_em_244,ok,,140,647,\frac { 1 0 } { 3 } = 3 . 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 \ldots,\frac { 1 0 } { 3 } = 3 . 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 \ldots,\frac { 1 0 } { 3 } = 3 . 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 = \cdots,0,0,0,0,188.434600
34_em_245,ok,,64,167,r \rightarrow \infty,r \rightarrow \infty,\gamma \rightarrow \infty,0,0,0,0,140.859100
34_em_246,ok,,93,218,v = ( v _ { x } v _ { y } v _ { z } ),v = ( v _ { x } v _ { y } v _ { z } ),v = ( v,0,0,0,0,26.348500
34_em_247,ok,,138,353,( \sum _ { k = 1 } ^ { n } a _ { k } ) ^ { \frac { 1 } { 2 } } \leq \sum _ { k = 1 } ^ { n } a _ { k } ^ { \frac { 1 } { 2 } },( \sum \limits _ { k = 1 } ^ { n } a _ { k } ) ^ { \frac { 1 } { 2 } } \leq \sum \limits _ { k = 1 } ^ { n } a _ { k } ^ { \frac { 1 } { 2 } },( \sum _ { k = 1 } ^ { n } a _ { k } ) ^ { \frac { 1 } { 2 } } \leq \sum _ { n = 1 } ^ { n } a _ { k } ^ { k },0,0,0,0,219.798800
34_em_248,ok,,74,143,q _ { i } + a,q _ { i } + a,q _ { i } + a,1,1,1,1,59.130100
34_em_249,ok,,111,316,\frac { 2 } { n \pi } ( 1 - \cos ( n \pi ) ),\frac { 2 } { n \pi } ( 1 - \cos ( n \pi ) ),\frac { 2 } { n \pi } ( 1 - \cos ( n \pi ) ),1,1,1,1,84.940200
35_em_0,ok,,66,376,2 9 9 7 9 2 4 5 8,2 9 9 7 9 2 4 5 8,2 9 9 7 9 2 4 5 8,1,1,1,1,162.470100
35_em_10,ok,,90,103,g _ { a b },g _ { a b },g a b,0,0,0,0,134.501700
35_em_11,ok,,81,596,B = C _ { 1 } + C _ { 2 } + \ldots + C _ { n },B = C _ { 1 } + C _ { 2 } + \ldots + C _ { n },B = c _ { 1 } + c _ { 2 } + \ldots + e _ { n },0,0,0,0,185.574200
35_em_12,ok,,102,274,\int \frac { 1 } { p } d p = \int \frac { z } { a } d t,\int \frac { 1 } { p } d p = \int \frac { z } { a } d t,\int \frac { 1 } { p } d p = \int \frac { 2 } { a } d t,0,0,0,0,41.303300
35_em_13,ok,,85,462,( x \times x \times x ) \times ( x \times x ),( x \times x \times x ) \times ( x \times x ),( x \times x \times x ) \times ( x \times x ),1,1,1,1,36.665900
35_em_14,ok,,77,530,x ^ { 3 } ( x - ( 2 x + 3 ) ( 2 x - 3 ) ),x ^ { 3 } ( x - ( 2 x + 3 ) ( 2 x - 3 ) ),x ^ { 3 } ( x - ( 2 x + 3 ) ( 2 x - 3 ) ),1,1,1,1,156.858700
35_em_15,ok,,80,625,1 \times 1 + 1 \times 2 + 2 \times 2,1 \times 1 + 1 \times 2 + 2 \times 2,1 \times 1 + 1 \times 2 + 2 \times 2,1,1,1,1,145.500500
35_em_16,ok,,161,630,\sum _ { m = 1 } ^ { \infty } \sum _ { n = 1 } ^ { \infty } \frac { m ^ { 2 } n } { 3 ^ { m } ( m 3 ^ { n } + n 3 ^ { m } ) },\sum \limits _ { m = 1 } ^ { \infty } \sum \limits _ { n = 1 } ^ { \infty } \frac { m ^ { 2 } n } { 3 ^ { m } ( m 3 ^ { n } + n 3 ^ { m } ) },\sum _ { n = 1 } ^ { \infty } \sum _ { n = 1 } ^ { \infty } \frac { m ^ { \infty } } { 3 ^ { m } ( m 3 ^ { n } + n 3 ^ { m } ) } \sum _ { n = \infty } ^ { \infty } 3 ^ { m } ),0,0,0,0,212.303100
35_em_17,ok,,66,237,x ^ { 2 } + x + 1,x ^ { 2 } + x + 1,x ^ { 2 } + x + 1,1,1,1,1,53.517000
35_em_18,ok,,138,185,\pi \int _ { 0 } ^ { 1 } x d x,\pi \int \limits _ { 0 } ^ { 1 } x d x,\pi \int _ { 0 },0,0,0,0,48.439500
35_em_19,ok,,72,172,2 \div 3,2 \div 3,2 \div 3,1,1,1,1,49.513300
35_em_1,ok,,62,149,E P E,E P E,E P E,1,1,1,1,118.270700
35_em_20,ok,,71,107,\sqrt { 3 8 },\sqrt { 3 8 },\sqrt { 3 8 },1,1,1,1,17.245100
35_em_21,ok,,103,354,- \sin \theta,- \sin \theta,- \sin \theta,1,1,1,1,104.340100
35_em_22,ok,,68,206,x - \pi ( x ),x - \pi ( x ),x - \pi ( x ),1,1,1,1,58.974500
35_em_23,ok,,91,319,y = y _ { o } + m ( x - x _ { o } ),y = y _ { o } + m ( x - x _ { o } ),y = y _ { 0 } + m ( x - x _ { 0 } ),0,0,0,0,137.704700
