sample_id,status,error,height,width,ground_truth_bttr,ground_truth_posformer,san_prediction,bttr_exact,bttr_no_limits,posformer_exact,posformer_no_limits,time_ms
UN19_1047_em_677,ok,,144,217,M = \sqrt { \frac { 2 } { c } },M = \sqrt { \frac { 2 } { c } },M = \sqrt { \frac { 2 } { C } },0,0,0,0,87.470400
UN19_1018_em_245,ok,,106,211,v ^ { a } v ^ { b },v ^ { a } v ^ { b },v ^ { a } v ^ { b },1,1,1,1,21.928100
ISICal19_1205_em_818,ok,,136,446,( 0 0 0 0 ) ( 0 0 0 0 ),( 0 0 0 0 ) ( 0 0 0 0 ),( 0 0 0 0 ) ( 0 0 0 0 ),1,1,1,1,82.718600
UN19wb_1102_em_907,ok,,117,437,\cos \theta = \pm \sqrt { \frac { 1 } { 5 } },\cos \theta = \pm \sqrt { \frac { 1 } { 5 } },\cos \theta = \pm \sqrt { \frac { 1 } { 5 } },1,1,1,1,29.998400
UN19_1001_em_4,ok,,83,354,b = b _ { 0 } + b _ { 1 } + . . . + b _ { k },b = b _ { 0 } + b _ { 1 } + . . . + b _ { k },b = b _ { 0 } + b _ { 1 } + \ldots + b _ { k },0,0,0,0,86.097000
UN19wb_1103_em_925,ok,,84,280,\sin \alpha = 0,\sin \alpha = 0,\sin a = 0,0,0,0,0,20.986500
UN19_1042_em_601,ok,,136,232,x + i y,x + i y,x + i y,1,1,1,1,85.996400
UN19_1035_em_504,ok,,118,332,\tan [ \frac { n } { 2 } \sigma ],\tan [ \frac { n } { 2 } \sigma ],\tan [ \frac { n } { 2 } \sigma ],1,1,1,1,27.838700
UN19_1040_em_576,ok,,119,808,\theta ( \pm ( ( x _ { 1 } ^ { 0 } + \ldots + x _ { 4 } ^ { 0 } ) - ( y _ { 1 } ^ { 0 } + \ldots + y _ { 4 } ^ { 0 } ) ) ),\theta ( \pm ( ( x _ { 1 } ^ { 0 } + \ldots + x _ { 4 } ^ { 0 } ) - ( y _ { 1 } ^ { 0 } + \ldots + y _ { 4 } ^ { 0 } ) ) ),\theta ( \pm ( ( X _ { 1 } ^ { 0 } + \ldots + x _ { 4 } ^ { 0 } ) - ( y _ { 1 } + \ldots + y _ { 4 } ) ) ),0,0,0,0,167.553400
UN19_1043_em_623,ok,,146,788,2 \sin ^ { 2 } \alpha = 1 - \cos 2 \alpha,2 \sin ^ { 2 } \alpha = 1 - \cos 2 \alpha,2 \sin ^ { 2 } a = 1 - \cos 2 a,0,0,0,0,186.471100
UN19_1020_em_275,ok,,108,509,a _ { n } = \lim _ { \alpha \rightarrow 0 } a _ { n - \alpha },a _ { n } = \lim \limits _ { \alpha \rightarrow 0 } a _ { n - \alpha },a _ { n } = \lim _ { \alpha \rightarrow 0 } a _ { n - \alpha },1,1,0,1,90.004100
UN19_1036_em_515,ok,,130,470,X _ { 9 } ( X _ { 2 } X _ { 7 } - X _ { 3 } X _ { 6 } ),X _ { 9 } ( X _ { 2 } X _ { 7 } - X _ { 3 } X _ { 6 } ),X _ { q } ( X _ { 2 } X _ { 7 } - X _ { 3 } X _ { 6 } ),0,0,0,0,61.930000
UN19_1037_em_537,ok,,189,175,\int c _ { 2 },\int c _ { 2 },\int c _ { 2 },1,1,1,1,252.190000
ISICal19_1210_em_879,ok,,73,101,| x y |,| x y |,( x y |,0,0,0,0,22.289200
ISICal19_1206_em_834,ok,,130,401,x ^ { c } = x ^ { c } _ { ( 0 ) } + y ^ { c },x ^ { c } = x _ { ( 0 ) } ^ { c } + y ^ { c },x ^ { c } = x ^ { c } ( 0 ) ^ { x ^ { y } },0,0,0,0,124.136700
UN19_1024_em_344,ok,,163,119,\frac { 8 } { 7 },\frac { 8 } { 7 },\frac { 8 } { 7 },1,1,1,1,218.165400
ISICal19_1207_em_853,ok,,137,526,f ( x ) = ( x _ { a } ^ { 2 } - x _ { b } ^ { 2 } ),f ( x ) = ( x _ { a } ^ { 2 } - x _ { b } ^ { 2 } ),f ( x ) = ( x _ { a } ^ { 2 } - x _ { b } ^ { 2 } ),1,1,1,1,149.080400
UN19_1041_em_594,ok,,173,763,r = \sqrt { ( X ^ { 1 } ) ^ { 2 } + \ldots + ( X ^ { p + 1 } ) ^ { 2 } },r = \sqrt { ( X ^ { 1 } ) ^ { 2 } + \ldots + ( X ^ { p + 1 } ) ^ { 2 } },\gamma = \sqrt { ( X ^ { 1 } ) ^ { 2 } + \ldots + ( X ^ { p + 1 } ) ^ { 2 } } + \ldots + X ^ { 2 },0,0,0,0,182.344300
UN19_1032_em_461,ok,,120,344,a = x + i y,a = x + i y,a = x + i y,1,1,1,1,129.504800
UN19wb_1121_em_1187,ok,,133,321,\int _ { 0 } ^ { \infty } d x x ^ { n } e ^ { - x } = n !,\int \limits _ { 0 } ^ { \infty } d x x ^ { n } e ^ { - x } = n !,\int _ { 0 } ^ { \infty } d x x ^ { n } e ^ { - x } = n !,1,1,0,1,118.450000
UN19wb_1103_em_918,ok,,90,201,0 \leq x \leq \frac { 1 } { 4 },0 \leq x \leq \frac { 1 } { 4 },0 \leq x \leq \frac { 1 } { 4 },1,1,1,1,56.847400
ISICal19_1204_em_807,ok,,144,577,( t - x ) ( t + x ) > 0,( t - x ) ( t + x ) > 0,( t - x ) ( t + x ) \geq 0,0,0,0,0,98.058800
UN19_1008_em_116,ok,,71,186,x y = y x,x y = y x,x y = y x,1,1,1,1,22.856100
UN19_1009_em_134,ok,,169,455,\sum _ { x } d _ { x } = 7 2 0,\sum \limits _ { x } d _ { x } = 7 2 0,\sum _ { x } d x = 7 2 0,0,0,0,0,115.107800
UN19_1031_em_435,ok,,94,175,\cos ^ { 2 } \alpha,\cos ^ { 2 } \alpha,\cos ^ { 2 } a,0,0,0,0,88.148000
UN19_1021_em_297,ok,,135,445,l = \int d y \sqrt { f },l = \int d y \sqrt { f },l = \int d y \sqrt { f },1,1,1,1,27.979400
ISICal19_1210_em_884,ok,,118,516,\phi ( y ) = 1 - \frac { 1 } { 4 } y ^ { 2 } - \frac { 1 } { 1 6 } y ^ { 4 } \log y + \ldots,\phi ( y ) = 1 - \frac { 1 } { 4 } y ^ { 2 } - \frac { 1 } { 1 6 } y ^ { 4 } \log y + \ldots,\phi ( y ) = 1 - \frac { 1 } { 4 } y ^ { 2 } - \frac { 1 } { 1 b } y ^ { 4 } \log y + \cdots,0,0,0,0,104.069800
UN19_1012_em_167,ok,,121,767,1 0 \times 6 + 1 0 \times 4 = 1 0 0,1 0 \times 6 + 1 0 \times 4 = 1 0 0,1 0 \times 6 + 1 0 \times 4 = 1 0 0,1,1,1,1,81.041200
ISICal19_1203_em_794,ok,,55,94,6 \sqrt { 3 },6 \sqrt { 3 },6 \sqrt { 3 },1,1,1,1,22.884200
UN19_1046_em_668,ok,,133,385,c ( p ) = \frac { 1 } { \sqrt { 2 } } ( 2 \pi ) ^ { - \frac { d - 1 } { 2 } },c ( p ) = \frac { 1 } { \sqrt { 2 } } ( 2 \pi ) ^ { - \frac { d - 1 } { 2 } },c ( p ) = \frac { 1 } { \sqrt { 2 } } ( 2 \pi ) ^ { - \frac { - 1 } { i } },0,0,0,0,96.750400
UN19wb_1118_em_1147,ok,,80,321,+ 1 3 + 1 7 + 1 9,+ 1 3 + 1 7 + 1 9,+ 1 3 + 1 7 + 1 9,1,1,1,1,29.464700
UN19_1030_em_433,ok,,118,251,\sin ( \theta ),\sin ( \theta ),\sin ( \theta ),1,1,1,1,72.872900
UN19wb_1112_em_1060,ok,,166,195,\sum A _ { i },\sum A _ { i },\sum _ { A } A _ { i },0,0,0,0,76.624600
UN19_1015_em_207,ok,,89,146,b \neq c,b \neq c,b \neq c,1,1,1,1,19.946100
UN19_1033_em_467,ok,,126,675,2 x ^ { 2 } + y ^ { 2 } + z ^ { 2 } = 4 x y z,2 x ^ { 2 } + y ^ { 2 } + z ^ { 2 } = 4 x y z,2 x ^ { 2 } + y ^ { 2 } + z ^ { z } = 4 x y z,0,0,0,0,94.765000
UN19_1016_em_216,ok,,187,574,y ^ { 2 } = x ^ { 2 } ( x + a ),y ^ { 2 } = x ^ { 2 } ( x + a ),M ^ { 2 } = x ^ { 2 } ( x + a ),0,0,0,0,120.333100
UN19_1017_em_234,ok,,241,165,\sqrt { \frac { 2 } { \beta } },\sqrt { \frac { 2 } { \beta } },\sqrt { \frac { 2 } { \beta } },1,1,1,1,205.324300
UN19wb_1116_em_1121,ok,,117,283,\lim _ { r \rightarrow 0 } f ( r ) = \sqrt { r },\lim \limits _ { r \rightarrow 0 } f ( r ) = \sqrt { r },\lim _ { r \rightarrow 0 } f ( r ) = \sqrt { r },1,1,0,1,33.880000
UN19wb_1111_em_1038,ok,,67,239,8 x ^ { 4 } - 8 x ^ { 2 } + 1,8 x ^ { 4 } - 8 x ^ { 2 } + 1,8 x ^ { 4 } - 8 x ^ { 2 } + 1,1,1,1,1,35.703500
UN19_1011_em_152,ok,,84,452,2 \sin ^ { 2 } x = ( 1 - \cos 2 x ),2 \sin ^ { 2 } x = ( 1 - \cos 2 x ),2 \sin ^ { 2 } x = ( 1 - \cos 2 x ),1,1,1,1,33.868900
UN19wb_1115_em_1099,ok,,78,654,0 . 7 8 5 1 n ^ { 2 } + 3 . 9 2 9 n - 6 . 6 2 0,0 . 7 8 5 1 n ^ { 2 } + 3 . 9 2 9 n - 6 . 6 2 0,0 . 7 8 5 1 n ^ { 2 } + 3 . 9 2 9 n - 6 . 6 2 0,1,1,1,1,215.901500
UN19_1029_em_416,ok,,119,288,f _ { r a t } = \frac { x - 1 } { x + 1 },f _ { r a t } = \frac { x - 1 } { x + 1 },f _ { x a t } = \frac { x - 1 } { x + 1 },0,0,0,0,90.154800
UN19_1010_em_135,ok,,119,358,b _ { i } = \sin ^ { 2 } x _ { i },b _ { i } = \sin ^ { 2 } x _ { i },b _ { i } = \sin ^ { 2 } x _ { i },1,1,1,1,84.906900
UN19_1002_em_18,ok,,108,578,"B C H ( x , y ) = x + y + \frac { 1 } { 2 } [ x , y ] + \ldots","B C H ( x , y ) = x + y + \frac { 1 } { 2 } [ x , y ] + \ldots","B ( H ( x , y ) = x + y + \frac { 1 } { 2 } [ x y ] + \cdots",0,0,0,0,98.617300
UN19wb_1120_em_1174,ok,,117,386,[ \frac { m + 1 } { 2 } ] \times [ \frac { m + 1 } { 2 } ],[ \frac { m + 1 } { 2 } ] \times [ \frac { m + 1 } { 2 } ],[ \frac { m + 1 } { 2 } ] \times [ \frac { n + 1 } { 2 } ],0,0,0,0,94.049700
UN19wb_1109_em_1015,ok,,95,148,\sqrt { - t },\sqrt { - t },\sqrt { - t },1,1,1,1,25.467300
UN19_1039_em_564,ok,,121,298,r = \tan ^ { 2 } t,r = \tan ^ { 2 } t,\gamma = \tan ^ { 2 } t,0,0,0,0,25.324500
UN19_1023_em_325,ok,,116,213,\sqrt { - E },\sqrt { - E },\sqrt { - E },1,1,1,1,75.050400
UN19_1003_em_33,ok,,113,215,f \sin \alpha,f \sin \alpha,f \sin \alpha,1,1,1,1,26.443100
UN19_1022_em_307,ok,,82,128,{ 2 } m,2 m,2 m,0,0,1,1,23.095100
UN19_1038_em_546,ok,,111,265,1 \ldots k,1 \ldots k,1 \cdots k,0,0,0,0,71.133900
UN19_1046_em_671,ok,,86,168,b = - \frac { 3 } { 8 \sqrt { 7 } },b = - \frac { 3 } { 8 \sqrt { 7 } },b = - \frac { 3 } { 8 \sqrt { 7 } },1,1,1,1,26.096200
UN19_1023_em_318,ok,,105,615,\lim _ { d \rightarrow 2 } ( R _ { a b } - \frac { 1 } { 2 } R g _ { a b } ) / ( d - 2 ),\lim \limits _ { d \rightarrow 2 } ( R _ { a b } - \frac { 1 } { 2 } R g _ { a b } ) / ( d - 2 ),\lim _ { d \rightarrow 2 } c R a _ { b } - \frac { 1 } { 2 } R _ { \alpha } g,0,0,0,0,146.673200
UN19_1039_em_559,ok,,141,227,z \geq \frac { 9 } { 8 },z \geq \frac { 9 } { 8 },2 \geq \frac { 9 } { 8 },0,0,0,0,89.321500
UN19wb_1113_em_1077,ok,,134,206,\sqrt { - h },\sqrt { - h },\sqrt { - h },1,1,1,1,95.100500
UN19wb_1111_em_1040,ok,,100,141,\pm \frac { 1 } { \sqrt { 1 3 2 } },\pm \frac { 1 } { \sqrt { 1 3 2 } },\pm \frac { 1 } { \sqrt { 1 3 2 } },1,1,1,1,25.213300
UN19_1044_em_642,ok,,134,338,c \geq a,c \geq a,[ \geq a,0,0,0,0,69.858700
UN19wb_1104_em_944,ok,,91,494,e ^ { - u } + e ^ { - v } + e ^ { - t + u - v } + 1 = 0,e ^ { - u } + e ^ { - v } + e ^ { - t + u - v } + 1 = 0,e ^ { - u } + e ^ { - v } + e ^ { - t + u - v } + 1 = 0,1,1,1,1,102.862600
UN19_1002_em_25,ok,,119,317,\lim _ { k \rightarrow 0 } R _ { k } = 0,\lim \limits _ { k \rightarrow 0 } R _ { k } = 0,\lim _ { k \rightarrow 0 } R _ { k } = 0,1,1,0,1,81.696800
UN19wb_1108_em_1002,ok,,99,390,( 2 . 4 . 9 ) - ( 2 . 4 . 1 0 ),( 2 . 4 . 9 ) - ( 2 . 4 . 1 0 ),( 2 \cdot 4 . 9 ) - ( 2 \cdot 4 \cdot 1 0 ),0,0,0,0,98.658800
UN19wb_1115_em_1101,ok,,99,288,y ^ { j } y ^ { k } = y ^ { j + k },y ^ { j } y ^ { k } = y ^ { j + k },y ^ { i } y ^ { x } = y ^ { i + x },0,0,0,0,101.548500
UN19_1051_em_746,ok,,175,639,( x + y ) ^ { n } = \sum _ { k = 0 } ^ { n } C _ { n } ^ { k } x ^ { n - k } y ^ { k },( x + y ) ^ { n } = \sum \limits _ { k = 0 } ^ { n } C _ { n } ^ { k } x ^ { n - k } y ^ { k },( x + y ) ^ { n } = \sum _ { k = 0 } ^ { n } c _ { n } ^ { n } x ^ { n - k } y ^ { k },0,0,0,0,151.123200
UN19wb_1117_em_1136,ok,,72,595,1 + 1 2 + 1 2 + 2 + 1 8 + 1 2 + 6 = 6 3,1 + 1 2 + 1 2 + 2 + 1 8 + 1 2 + 6 = 6 3,1 + 1 2 + 1 2 + 2 + 1 8 + 1 2 + 6 = 6 3,1,1,1,1,150.490100
UN19_1050_em_721,ok,,155,380,\int \sqrt { - g } [ R - \frac { 1 } { 1 2 } H ^ { 2 } ],\int \sqrt { - g } [ R - \frac { 1 } { 1 2 } H ^ { 2 } ],\int \sqrt { - g [ R - \frac { 1 } { 2 } H ^ { 2 } ] } [ R - \frac { 1 } { 2 } H ^ { 2 } ],0,0,0,0,124.111200
UN19_1002_em_27,ok,,108,713,d ^ { M } ( m ) = 8 \times \frac { 1 } { 6 } ( m + 1 ) ( m + 2 ) ( m + 3 ),d ^ { M } ( m ) = 8 \times \frac { 1 } { 6 } ( m + 1 ) ( m + 2 ) ( m + 3 ),d ^ { M } ( m ) = 8 \times \frac { f } { 6 } ( m + 1 ) ( m + 2 ) ( m + 3 ),0,0,0,0,113.772400
UN19_1049_em_706,ok,,116,260,\sum C ^ { ( n ) } e ^ { B },\sum C ^ { ( n ) } e ^ { B },\sum c ^ { ( n ) } e ^ { B },0,0,0,0,32.744600
UN19wb_1113_em_1075,ok,,139,264,- \frac { \sin \alpha ( \infty ) } { 2 \pi },- \frac { \sin \alpha ( \infty ) } { 2 \pi },- \frac { \sin \alpha ( \infty ) } { 2 \pi },1,1,1,1,81.477000
UN19wb_1111_em_1042,ok,,81,242,r = \sqrt { y ^ { a } y ^ { a } },r = \sqrt { y ^ { a } y ^ { a } },r = \sqrt { y ^ { 2 } y ^ { a } },0,0,0,0,83.410000
UN19_1044_em_640,ok,,197,822,c ^ { 2 } ( x ) = x ( 1 - x ) ( - p ^ { 2 } ),c ^ { 2 } ( x ) = x ( 1 - x ) ( - p ^ { 2 } ),c ^ { 2 } ( x ) = X ( 1 - x ) ( - 3 ^ { 2 } ),0,0,0,0,130.061000
UN19_1046_em_673,ok,,110,340,\sum _ { i } b ^ { i } ( x _ { 1 } - x _ { 2 } ) ^ { i } = 0,\sum \limits _ { i } b ^ { i } ( x _ { 1 } - x _ { 2 } ) ^ { i } = 0,\sum _ { i } b ^ { i } ( x _ { 1 } - x _ { 2 } ) ^ { i } = 0,1,1,0,1,54.309400
UN19wb_1115_em_1103,ok,,136,125,\frac { + 1 } { \sqrt { 2 } },\frac { + 1 } { \sqrt { 2 } },\frac { + 1 } { \sqrt { 2 } },1,1,1,1,97.272900
UN19_1051_em_744,ok,,101,813,r \cos \theta - r _ { 1 } \cos \theta _ { 1 } = l = r _ { 2 } \cos \theta _ { 2 } - r \cos \theta,r \cos \theta - r _ { 1 } \cos \theta _ { 1 } = l = r _ { 2 } \cos \theta _ { 2 } - r \cos \theta,r \cos \theta - r _ { 1 } \cos \theta _ { 1 } = ( = r _ { 1 } \cos \theta _ { 2 } - r \cos \theta,0,0,0,0,158.586300
UN19wb_1117_em_1134,ok,,104,219,\frac { 1 } { 2 } \leq x \leq \frac { 3 } { 2 },\frac { 1 } { 2 } \leq x \leq \frac { 3 } { 2 },\frac { 1 } { 2 } \leq x \leq \frac { 3 } { 2 },1,1,1,1,39.163400
UN19_1050_em_723,ok,,131,182,\frac { n } { 2 } + \frac { 5 } { 2 },\frac { n } { 2 } + \frac { 5 } { 2 },\frac { n } { 2 } + \frac { 5 } { 2 },1,1,1,1,26.837200
ISICal19_1207_em_848,ok,,119,492,"a = n + \frac { 1 } { 2 } , n + \frac { 5 } { 6 }","a = n + \frac { 1 } { 2 } , n + \frac { 5 } { 6 }","a = n + \frac { 1 } { 2 } , n + \frac { 5 } { 6 }",1,1,1,1,83.128100
UN19wb_1108_em_1000,ok,,85,160,\pm \sqrt { p },\pm \sqrt { p },\pm \sqrt { p },1,1,1,1,46.515000
UN19_1016_em_214,ok,,149,763,3 - 2 \cos \theta - \cos ^ { 2 } \theta,3 - 2 \cos \theta - \cos ^ { 2 } \theta,3 - 2 \cos \theta - \cos,0,0,0,0,97.899900
UN19_1017_em_236,ok,,173,581,0 > r > - 1,0 > r > - 1,0 \geq \pi - 1,0,0,0,0,133.571700
UN19_1033_em_465,ok,,137,376,x \leq z,x \leq z,x \leq z,1,1,1,1,20.929200
UN19_1015_em_205,ok,,146,171,\frac { 1 } { 2 } \sqrt { \frac { 5 } { 3 } },\frac { 1 } { 2 } \sqrt { \frac { 5 } { 3 } },\frac { 1 } { 2 } \sqrt { \frac { 5 } { 3 } },1,1,1,1,91.516300
UN19_1030_em_431,ok,,89,222,x ^ { 8 } - x ^ { 9 },x ^ { 8 } - x ^ { 9 },x ^ { 8 } - x ^ { 9 },1,1,1,1,28.727800
UN19wb_1112_em_1062,ok,,137,337,\frac { ( s ^ { 2 } + t ^ { 2 } + u ^ { 2 } ) ^ { 2 } } { s t u },\frac { ( s ^ { 2 } + t ^ { 2 } + u ^ { 2 } ) ^ { 2 } } { s t u },\frac { ( s ^ { 2 } + t ^ { 2 } + u ^ { 2 } ) ^ { 2 } } { s t u },1,1,1,1,48.404300
UN19_1039_em_566,ok,,105,390,e = \tan b / c,e = \tan b / c,e = \tan b / c,1,1,1,1,27.884900
UN19_1023_em_327,ok,,110,274,6 x \neq y,6 x \neq y,6 x \neq y,1,1,1,1,78.931500
UN19_1003_em_31,ok,,128,711,2 f - e _ { 1 } + 2 e _ { 4 } - e _ { 5 } + e _ { 7 } + 2 e _ { 9 },2 f - e _ { 1 } + 2 e _ { 4 } - e _ { 5 } + e _ { 7 } + 2 e _ { 9 },2 f - e _ { 1 } + 2 e _ { 4 } - e _ { 5 } + e _ { 7 } + 2 _ { e _ { g } },0,0,0,0,164.570700
UN19_1022_em_305,ok,,96,615,A = \log [ ( 1 + a + \sqrt { 1 + 2 a } ) / ( - a ) ],A = \log [ ( 1 + a + \sqrt { 1 + 2 a } ) / ( - a ) ],A = \log [ ( 1 + a + \sqrt { 1 + 2 a } ) / ( - a ) ],1,1,1,1,199.517900
UN19_1038_em_544,ok,,116,680,5 6 _ { s } + 3 5 _ { c } + 2 8 + 8 _ { s } + 1,5 6 _ { s } + 3 5 _ { c } + 2 8 + 8 _ { s } + 1,5 6 s + 3 5 + 2 8 + 8,0,0,0,0,128.303900
UN19wb_1120_em_1176,ok,,64,224,z \rightarrow \sqrt { z },z \rightarrow \sqrt { z },z \rightarrow \sqrt { z },1,1,1,1,26.520100
UN19wb_1109_em_1017,ok,,63,119,8 \times 7,8 \times 7,8 \times 7,1,1,1,1,20.480300
UN19_1011_em_150,ok,,59,221,x \rightarrow a x + b,x \rightarrow a x + b,x \rightarrow a \alpha + b,0,0,0,0,25.219000
UN19wb_1105_em_959,ok,,95,411,( \cos \alpha z ^ { 1 } + \sin \alpha z ^ { 2 } ) ^ { N } = c ^ { N },( \cos \alpha z ^ { 1 } + \sin \alpha z ^ { 2 } ) ^ { N } = c ^ { N },( \cos \alpha z ^ { 1 } + \sin \alpha z ^ { 2 } ) ^ { u } = c ^ { u },0,0,0,0,43.316000
UN19_1029_em_414,ok,,97,357,G = \sin t \sin x,G = \sin t \sin x,G = \sin t \sin x,1,1,1,1,23.526100
UN19_1010_em_137,ok,,78,549,\sin ( \pi \alpha ) = \sin ( \pi \beta ) = 0,\sin ( \pi \alpha ) = \sin ( \pi \beta ) = 0,\sin ( \pi \alpha ) = \sin ( \pi \beta ) = 0,1,1,1,1,73.459200
UN19wb_1116_em_1123,ok,,97,568,( n c _ { - n } b _ { - m } + m c - m b - n ),( n c _ { - n } b _ { - m } + m c - m b - n ),( n c - n b - m + m c - m b - n ),0,0,0,0,37.909900
UN19_1044_em_638,ok,,239,486,\pm \frac { 2 5 } { 9 6 } \frac { \sqrt { \pi } } { R ^ { 3 } },\pm \frac { 2 5 } { 9 6 } \frac { \sqrt { \pi } } { R ^ { 3 } },\pm \frac { 2 \int } { q _ { 6 } } \frac { \sqrt { \pi } } { R ^ { 3 } },0,0,0,0,208.502000
UN19wb_1110_em_1034,ok,,128,147,\int p d x,\int p d x,\int p d x,1,1,1,1,64.016000
UN19_1008_em_114,ok,,93,204,( x ^ { 8 } - x ^ { 9 } ),( x ^ { 8 } - x ^ { 9 } ),( x ^ { 8 } - x ^ { 3 } ),0,0,0,0,26.498100
UN19_1048_em_698,ok,,130,134,\sum _ { n } n ^ { - 1 },\sum \limits _ { n } n ^ { - 1 },\sum _ { n } n ^ { - 1 },1,1,0,1,65.406600
UN19_1031_em_437,ok,,139,529,N ( x y ) = N ( x ) N ( y ),N ( x y ) = N ( x ) N ( y ),N ( x _ { y } ) = N ( x ) N C y ),0,0,0,0,88.157600
UN19_1021_em_295,ok,,135,310,\int F ( x ) d x,\int F ( x ) d x,\int F ( x ) d x,1,1,1,1,77.691200
UN19_1015_em_198,ok,,117,391,Y = \frac { 1 } { 4 } Y _ { ( 3 ) } - \frac { 1 } { 3 } Y _ { ( 2 ) },Y = \frac { 1 } { 4 } Y _ { ( 3 ) } - \frac { 1 } { 3 } Y _ { ( 2 ) },Y = \frac { 1 } { 4 } Y _ { 3 } - \frac { 1 } { 3 } Y ( z ),0,0,0,0,94.456300
UN19wb_1121_em_1185,ok,,108,318,V = a ^ { n } \int d ^ { n } x \sqrt { g },V = a ^ { n } \int d ^ { n } x \sqrt { g },V = a ^ { n } \int d ^ { n } \times \sqrt { g },0,0,0,0,38.473400
ISICal19_1204_em_805,ok,,167,524,\frac { 1 } { 6 } ( n - 1 ) n ( n + 1 ),\frac { 1 } { 6 } ( n - 1 ) n ( n + 1 ),\frac { 1 } { 6 } ( n - 1 ) n ( n + 1 ),1,1,1,1,88.755800
UN19_1032_em_463,ok,,86,267,\pi \times \pi,\pi \times \pi,\pi \times \pi,1,1,1,1,22.820600
ISICal19_1206_em_836,ok,,102,802,\cos \gamma = \cos \theta \cos \theta ^ { \prime } + \sin \theta \sin \theta ^ { \prime } \cos ( \phi - \phi ^ { \prime } ),\cos \gamma = \cos \theta \cos \theta ^ { \prime } + \sin \theta \sin \theta ^ { \prime } \cos ( \phi - \phi ^ { \prime } ),\cos y = \cos \theta \cos \theta + \sin \cos \cos \cdot \cos ( \phi - \phi,0,0,0,0,87.543800
ISICal19_1207_em_851,ok,,114,509,x ^ { n } - a x ^ { s } + b = 0,x ^ { n } - a x ^ { s } + b = 0,x ^ { n } - a x ^ { 5 } + b = 0,0,0,0,0,33.737300
ISICal19_1204_em_796,ok,,112,737,F _ { [ p + 2 ] } ^ { 2 } = F _ { [ p + 2 ] \alpha _ { 1 } \ldots \alpha _ { p + 2 } } F _ { [ p + 2 ] } ^ { \alpha _ { 1 } \ldots \alpha _ { p + 2 } },F _ { [ p + 2 ] } ^ { 2 } = F _ { [ p + 2 ] \alpha _ { 1 } \ldots \alpha _ { p + 2 } } F _ { [ p + 2 ] } ^ { \alpha _ { 1 } \ldots \alpha _ { p + 2 } },F _ { [ P + z ] } ^ { 2 } = [,0,0,0,0,136.501500
UN19_1041_em_596,ok,,151,445,u \rightarrow e ^ { \beta } u,u \rightarrow e ^ { \beta } u,u > e ^ { \beta } u,0,0,0,0,84.901300
UN19wb_1118_em_1145,ok,,154,213,\int d ^ { 4 } x \sqrt { g },\int d ^ { 4 } x \sqrt { g },\int d ^ { 4 } x \sqrt { g },1,1,1,1,112.287200
UN19_1019_em_258,ok,,134,754,P _ { 2 } ( x ) = x ^ { 2 } - a x + b,P _ { 2 } ( x ) = x ^ { 2 } - a x + b,p _ { 2 } ( x ) = x ^ { 2 } - d x + b,0,0,0,0,47.514800
ISICal19_1201_em_758,ok,,121,763,e ^ { - i u / 2 } ( a _ { 1 } + i a _ { 2 } ) = x _ { 1 } + i x _ { 2 } = e ^ { i u / 2 } ( b _ { 1 } + i b _ { 2 } ),e ^ { - i u / 2 } ( a _ { 1 } + i a _ { 2 } ) = x _ { 1 } + i x _ { 2 } = e ^ { i u / 2 } ( b _ { 1 } + i b _ { 2 } ),e ^ { - i u | } ( a _ { 1 } + i a _ { 2 } ) = x _ { 1 } + i x _ { 2 } = e ^ { i u 2 } ( b _ { 1 } + i b _ { 2 } ),0,0,0,0,96.052900
UN19_1012_em_165,ok,,163,531,- \frac { 1 1 - z + 5 z ^ { 2 } + z ^ { 3 } } { 1 6 },- \frac { 1 1 - z + 5 z ^ { 2 } + z ^ { 3 } } { 1 6 },- \frac { 1 1 - z + 5 z ^ { 2 } + z ^ { 3 } } { 1 6 },1,1,1,1,94.950900
UN19_1019_em_265,ok,,151,268,\exists f ( z ),\exists f ( z ),] f ( z ),0,0,0,0,97.918100
ISICal19_1209_em_863,ok,,162,518,\lim _ { r \rightarrow + \infty } u ^ { \prime } v ^ { \prime } = + \infty,\lim \limits _ { r \rightarrow + \infty } u ^ { \prime } v ^ { \prime } = + \infty,\lim _ { \gamma \rightarrow + \infty } u v ^ { \prime } = + \infty,0,0,0,0,41.800200
UN19_1047_em_675,ok,,106,509,\sum m ^ { 2 } _ { B } - \sum m ^ { 2 } _ { F } = 0,\sum m _ { B } ^ { 2 } - \sum m _ { F } ^ { 2 } = 0,\sum m _ { B } ^ { 2 } - \sum m _ { f } ^ { 2 } = 0,0,0,0,0,39.345300
UN19_1018_em_247,ok,,162,104,\frac { y ^ { a } _ { n } } { y ^ { b } _ { n } },\frac { y _ { n } ^ { a } } { y _ { n } ^ { b } },\frac { y _ { n } ^ { a } } { y _ { n } ^ { 2 } },0,0,0,0,144.948100
