sample_id,status,error,height,width,ground_truth_bttr,ground_truth_posformer,san_prediction,bttr_exact,bttr_no_limits,posformer_exact,posformer_no_limits,time_ms
UN_454_em_695,ok,,56,65,3 . 8,3 . 8,3 . 8,1,1,1,1,18.462000
UN_134_em_1148,ok,,76,372,- \infty < x < \infty,- \infty < x < \infty,- \infty < x < \infty,1,1,1,1,56.167300
UN_124_em_534,ok,,158,146,\frac { 1 } { x ^ { 6 } },\frac { 1 } { x ^ { 6 } },\frac { 1 } { x ^ { \sigma } },0,0,0,0,54.443600
UN_125_em_553,ok,,164,300,e ^ { \pm \frac { 1 } { \sqrt { 2 } } x },e ^ { \pm \frac { 1 } { \sqrt { 2 } } x },e ^ { \pm \frac { 1 } { \sqrt { 2 } } x },1,1,1,1,116.074600
UN_120_em_438,ok,,110,394,c ( w ) = \sum _ { p } c _ { - p } w ^ { p },c ( w ) = \sum \limits _ { p } c _ { - p } w ^ { p },c ( x ) = \sum _ { p } ^ { p } c - p ^ { p },0,0,0,0,125.581600
UN_128_em_1024,ok,,122,185,\frac { { q ^ { 2 } \sqrt { \pi } } } { { 2 g } } \sqrt { \frac { a - 1 } { { a } } },\frac { q ^ { 2 } \sqrt { \pi } } { 2 g } \sqrt { \frac { a - 1 } { a } },\frac { q ^ { 2 } \sqrt { 2 } } { 2 9 \sqrt { a - 1 } },0,0,0,0,40.134100
UN_104_em_99,ok,,125,481,y ^ { 4 } = ( x - b _ { 1 } ) ^ { 2 } ( x - b _ { 2 } ) ^ { 2 } ( x - b _ { 3 } ) ^ { 3 },y ^ { 4 } = ( x - b _ { 1 } ) ^ { 2 } ( x - b _ { 2 } ) ^ { 2 } ( x - b _ { 3 } ) ^ { 3 },y ^ { 4 } = ( x - b _ { 1 } ) ^ { 2 } ( x - b _ { 2 } ) ^ { 2 } ( x - b _ { 3 } ) ^ { 3 },1,1,1,1,106.555700
UN_461_em_870,ok,,72,210,E = \tan { \alpha },E = \tan \alpha,E = \tan a,0,0,0,0,23.283100
UN_456_em_746,ok,,110,230,A _ { n } ( x ) = \frac { x ^ { n } } { n ! },A _ { n } ( x ) = \frac { x ^ { n } } { n ! },A _ { n } ( x ) = \frac { x ^ { n } } { n ! },1,1,1,1,81.441100
UN_453_em_668,ok,,114,435,x ^ { 2 j + 1 } + i x ^ { 2 j + 2 },x ^ { 2 j + 1 } + i x ^ { 2 j + 2 },x ^ { 2 j + 1 } + i x ^ { 2 j + 2 },1,1,1,1,79.902300
UN_466_em_990,ok,,92,501,c ^ { a } ( x ) = c _ { 1 } ^ { a } ( x ) - A _ { 0 } ^ { a } ( x ),c ^ { a } ( x ) = c _ { 1 } ^ { a } ( x ) - A _ { 0 } ^ { a } ( x ),c ^ { a } ( x ) = c _ { 1 } ^ { a } ( x ) - \int - _ { 0 } ( x ),0,0,0,0,54.820100
UN_457_em_764,ok,,194,431,\frac { u _ { 1 } + u _ { 2 } + 1 } { u _ { 1 } u _ { 2 } },\frac { u _ { 1 } + u _ { 2 } + 1 } { u _ { 1 } u _ { 2 } },\frac { u _ { 1 } + u _ { 2 } + 1 } { u },0,0,0,0,186.572500
UN_455_em_712,ok,,117,656,A = a ^ { \alpha _ { 1 } \ldots \alpha _ { r } } \gamma _ { \alpha _ { 1 } } \gamma _ { \alpha _ { 2 } } \ldots \gamma _ { \alpha _ { r } },A = a ^ { \alpha _ { 1 } \ldots \alpha _ { r } } \gamma _ { \alpha _ { 1 } } \gamma _ { \alpha _ { 2 } } \ldots \gamma _ { \alpha _ { r } },A = a ^ { \alpha _ { 1 } \ldots \alpha _ { n } \gamma _ { 1 } \gamma _ { 2 } \alpha _ { 2 } \ldots \gamma _ { \alpha _ { r } } } \gamma _ { 1 } \gamma _ { 2 } \alpha _ { 2 } \ldots \gamma _ { \alpha _ { r } },0,0,0,0,136.866900
UN_130_em_1071,ok,,102,61,\frac { 9 } { 8 },\frac { 9 } { 8 },\frac { 9 } { 8 },1,1,1,1,24.547100
UN_119_em_417,ok,,85,253,y \rightarrow \sqrt { n } y,y \rightarrow \sqrt { n } y,y \rightarrow \sqrt { m y },0,0,0,0,28.719000
UN_123_em_509,ok,,96,66,\frac { 7 } { 9 },\frac { 7 } { 9 },\frac { A } { 9 },0,0,0,0,64.455500
UN_451_em_623,ok,,109,217,y = \cos ^ { 2 } x,y = \cos ^ { 2 } x,y = \cos ^ { 2 } x,1,1,1,1,62.761600
UN_128_em_1019,ok,,77,393,a = a _ { 0 } + a _ { 1 } + \ldots,a = a _ { 0 } + a _ { 1 } + \ldots,a = a _ { 0 } + a _ { 1 } + \ldots,1,1,1,1,140.881300
UN_464_em_926,ok,,98,518,\tan M = \sin M / \cos M,\tan M = \sin M / \cos M,m n = \sin M / \cos n,0,0,0,0,139.115600
UN_133_em_1134,ok,,90,235,\frac 1 6 n ( n + 1 ) ( n + 2 ),\frac { 1 } { 6 } n ( n + 1 ) ( n + 2 ),\frac { 1 } { 6 } n ( n + 1 ) ( n + 4 ),0,0,0,0,84.885400
UN_108_em_196,ok,,88,607,x ^ { 2 } + y ^ { 2 } + ( z - z _ { 1 } ( t ) ) ( z - z _ { 2 } ( t ) ) ( z - z _ { 3 } ( t ) ) = 0,x ^ { 2 } + y ^ { 2 } + ( z - z _ { 1 } ( t ) ) ( z - z _ { 2 } ( t ) ) ( z - z _ { 3 } ( t ) ) = 0,x ^ { 2 } + y ^ { 2 } + ( z - z ( t ) ( 2 - 2 2 ( t ) ( 2 - 2 x t ) ) = 0,0,0,0,0,161.419100
UN_453_em_655,ok,,123,330,\lim _ { n \rightarrow \infty } c _ { n } = 0,\lim \limits _ { n \rightarrow \infty } c _ { n } = 0,\lim _ { n \rightarrow \infty } c _ { n } = e,0,0,0,0,75.526000
UN_457_em_759,ok,,106,217,y = \sqrt { 2 } c \sin \theta,y = \sqrt { 2 } c \sin \theta,y = \sqrt { 2 } c \sin \theta,1,1,1,1,27.597300
UN_452_em_632,ok,,82,262,x g ^ { - 1 } g y = x y,x g ^ { - 1 } g y = x y,x ^ { - 1 } g y = x y,0,0,0,0,69.335800
UN_126_em_582,ok,,101,215,x ^ { p + 1 } - x ^ { 9 },x ^ { p + 1 } - x ^ { 9 },x ^ { A + 1 } - x ^ { g },0,0,0,0,62.742000
UN_458_em_789,ok,,86,396,- a \leq x _ { 1 } \leq a,- a \leq x _ { 1 } \leq a,- a \leq x _ { 1 } \leq a,1,1,1,1,27.159300
UN_121_em_462,ok,,77,318,\cos 4 \alpha = - 1,\cos 4 \alpha = - 1,\cos 4 \alpha = - 1,1,1,1,1,26.756400
UN_120_em_440,ok,,154,432,2 ^ { - \frac { 1 3 } { 1 5 } } 3 ^ { - \frac { 2 } { 5 } } 5 ^ { - \frac { 1 } { 6 } },2 ^ { - \frac { 1 3 } { 1 5 } } 3 ^ { - \frac { 2 } { 5 } } 5 ^ { - \frac { 1 } { 6 } },2 ^ { - \frac { 1 3 } { 5 } } 3 ^ { - \frac { 2 } { 5 } } 5 ^ { - \frac { 1 } { 6 } },0,0,0,0,129.956200
UN_110_em_228,ok,,88,313,H = H _ { 0 } ^ { 1 } + H _ { 1 } ^ { 1 },H = H _ { 0 } ^ { 1 } + H _ { 1 } ^ { 1 },H = H ^ { l } + H \frac { 1 } { 1 },0,0,0,0,99.375400
UN_129_em_1033,ok,,69,168,R ^ { n } + \ldots,R ^ { n } + \ldots,R ^ { n } + \cdots,0,0,0,0,40.500000
UN_122_em_473,ok,,141,712,z = { ( \sin \frac { 1 } { 2 } \theta _ { 1 2 } \sin \frac { 1 } { 2 } \theta _ { 3 4 } ) } / { ( \sin \frac { 1 } { 2 } \theta _ { 1 3 } \sin \frac { 1 } { 2 } \theta _ { 2 4 } ) },z = ( \sin \frac { 1 } { 2 } \theta _ { 1 2 } \sin \frac { 1 } { 2 } \theta _ { 3 4 } ) / ( \sin \frac { 1 } { 2 } \theta _ { 1 3 } \sin \frac { 1 } { 2 } \theta _ { 2 4 } ),z = ( \sin \frac { 1 } { 2 } \theta _ { 2 } \sin \frac { 1 } { 2 } \theta _ { 4 } ) / ( \sin \frac { 1 } { 2 } \theta _ { 1 } \sin \frac { 1 } { 2 } \theta _ { 2 } ),0,0,0,0,289.254700
UN_453_em_671,ok,,107,213,q ^ { \frac } { 1 } { 2 } - q ^ { - \frac { 1 } { 2 } },q ^ { \frac { 1 } { 2 } } - q ^ { - \frac { 1 } { 2 } },q ^ { \frac { 1 } { 2 } } - q ^ { - \frac { 1 } { 2 } },0,0,1,1,38.612100
UN_462_em_885,ok,,126,347,"- \frac { 1 } { 2 } , + \frac { 1 } { 2 } , - \frac { 1 } { 2 } , + \frac { 1 } { 2 }","- \frac { 1 } { 2 } , + \frac { 1 } { 2 } , - \frac { 1 } { 2 } , + \frac { 1 } { 2 }","- \frac { 1 } { 2 } + \frac { 1 } { 2 } - \frac { 1 } { 2 } , + \frac { 1 } { 2 }",0,0,0,0,170.527900
UN_466_em_989,ok,,105,415,( y _ { 3 } ^ { 5 } ) ^ { 4 } = y _ { 1 } ^ { 5 } y _ { 2 } ^ { 5 } y _ { 4 } ^ { 5 } y _ { 5 } ^ { 5 } e ^ { - c _ { 2 } },( y _ { 3 } ^ { 5 } ) ^ { 4 } = y _ { 1 } ^ { 5 } y _ { 2 } ^ { 5 } y _ { 4 } ^ { 5 } y _ { 5 } ^ { 5 } e ^ { - c _ { 2 } },( y _ { 5 } ^ { 5 } ) ^ { p } = y _ { 1 } ^ { 5 } y _ { 2 } ^ { 5 } y _ { p } ^ { 5 } y _ { 5 } ^ { 5 } e ^ { - c _ { 2 } },0,0,0,0,145.014000
UN_101_em_18,ok,,126,398,b ^ { 1 } _ { a b c } = b ^ { 1 } _ { a ( b c ) },b _ { a b c } ^ { 1 } = b _ { a ( b c ) } ^ { 1 },b _ { a b c } ^ { 1 } = b _ { a ( b c ) } ^ { 1 },0,0,1,1,93.143400
UN_465_em_965,ok,,58,69,F . G,F . G,F,0,0,0,0,20.678000
UN_461_em_869,ok,,87,114,\sqrt { B _ { \infty } },\sqrt { B _ { \infty } },\sqrt { B _ { \infty } },1,1,1,1,24.333600
UN_118_em_384,ok,,93,486,- x ^ { 2 } - y ^ { 3 } + 1 6 y z ^ { 3 } = 0,- x ^ { 2 } - y ^ { 3 } + 1 6 y z ^ { 3 } = 0,- x ^ { 2 } - y ^ { 3 } + 1 6 y z ^ { 3 } = 0,1,1,1,1,161.146700
UN_104_em_80,ok,,94,151,\frac h 2 \log h,\frac { h } { 2 } \log h,\frac { h } { 2 } \log h,0,0,1,1,56.558900
UN_464_em_947,ok,,68,300,[ 2 ] [ 3 ] = [ 2 ] + [ 4 ],[ 2 ] [ 3 ] = [ 2 ] + [ 4 ],[ 2 ] [ 3 ] = [ 2 7 + [ 4 ],0,0,0,0,60.343900
UN_103_em_55,ok,,133,377,\int _ { - d } ^ { d } d x ^ { 1 1 } = 2 \int _ { 0 } ^ { d } d x ^ { 1 1 },\int \limits _ { - d } ^ { d } d x ^ { 1 1 } = 2 \int \limits _ { 0 } ^ { d } d x ^ { 1 1 },\int _ { - d } ^ { d } d x ^ { 1 1 } = 2 \int _ { 0 } ^ { d } d z ^ { 1 1 },0,0,0,0,55.916300
UN_118_em_379,ok,,122,311,R _ { a b } R ^ { a b } - \frac { 1 } { 3 } R ^ { 2 },R _ { a b } R ^ { a b } - \frac { 1 } { 3 } R ^ { 2 },R _ { 0 } R ^ { \infty } - \frac { 1 } { 3 } R ^ { 2 },0,0,0,0,37.785200
UN_451_em_607,ok,,136,441,a _ { 2 } = - \frac { 3 - \sqrt { 3 } } { 4 } a _ { 1 },a _ { 2 } = - \frac { 3 - \sqrt { 3 } } { 4 } a _ { 1 },a _ { 2 } = - \frac { 3 - \sqrt { 3 } } { 4 } a _ { 1 },1,1,1,1,44.101600
UN_130_em_1055,ok,,124,372,E = E _ { E } + \frac { 1 } { 2 } E _ { C },E = E _ { E } + \frac { 1 } { 2 } E _ { C },E = E _ { E } + \frac { 1 } { 2 } E _ { c },0,0,0,0,79.607900
UN_462_em_878,ok,,71,94,h \times h,h \times h,h \times h,1,1,1,1,42.441500
UN_131_em_1082,ok,,109,71,\frac { 0 } { 0 },\frac { 0 } { 0 },\frac { o } { 0 },0,0,0,0,77.395200
UN_114_em_300,ok,,94,406,- ( \frac { \alpha } { 2 } + \frac { 1 } { 4 } - \beta ) < - 1,- ( \frac { \alpha } { 2 } + \frac { 1 } { 4 } - \beta ) < - 1,- ( \frac { \alpha } { 2 } + \frac { 1 } { 4 } - \beta ) < - 1,1,1,1,1,42.410000
UN_110_em_249,ok,,103,429,f ( x ) = x \log | x | - x,f ( x ) = x \log | x | - x,f ( x ) = x \log | x ) - x,0,0,0,0,76.652900
UN_105_em_114,ok,,138,554,- t _ { 1 } ^ { 2 } - t _ { 2 } ^ { 2 } + x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + x _ { 3 } ^ { 2 } = - 1,- t _ { 1 } ^ { 2 } - t _ { 2 } ^ { 2 } + x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + x _ { 3 } ^ { 2 } = - 1,- t _ { 1 } ^ { 2 } - t _ { 2 } ^ { 2 } + x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + x _ { 3 } ^ { 2 } = - 1,1,1,1,1,167.818700
UN_463_em_902,ok,,89,169,w _ { \infty } ^ { \infty },w _ { \infty } ^ { \infty },w,0,0,0,0,105.650500
UN_121_em_446,ok,,98,435,L _ { 0 } + L _ { 1 } + \ldots + L _ { m } = p,L _ { 0 } + L _ { 1 } + \ldots + L _ { m } = p,L _ { 0 } + L _ { 1 } + \cdots + L _ { m } = p,0,0,0,0,128.764300
UN_120_em_421,ok,,103,144,\frac { 1 } { 2 \pi } \int F,\frac { 1 } { 2 \pi } \int F,\frac { 1 } { 2 \pi } \int F,1,1,1,1,80.491800
UN_107_em_162,ok,,87,355,a _ { 3 } = 0 . 0 3 0 7 \ldots,a _ { 3 } = 0 . 0 3 0 7 \ldots,a _ { 3 } = 0 \cdot 0 3 0 7 \ldots,0,0,0,0,59.036700
UN_117_em_354,ok,,98,530,\sum a _ { n } ( c _ { n } + ( - 1 ) ^ { n } c _ { - n } ),\sum a _ { n } ( c _ { n } + ( - 1 ) ^ { n } c _ { - n } ),\sum a n ( c _ { n } + ( - 1 ) ^ { n } c _ { n } ),0,0,0,0,48.317500
UN_116_em_333,ok,,71,121,\sqrt { - \Delta c },\sqrt { - \Delta c },\sqrt { - \Delta c },1,1,1,1,24.072100
UN_106_em_140,ok,,156,286,x ^ { - 1 } \frac { d ^ { n - 1 } } { d x ^ { n - 1 } },x ^ { - 1 } \frac { d ^ { n - 1 } } { d x ^ { n - 1 } },x ^ { - 1 },0,0,0,0,72.979700
UN_458_em_790,ok,,137,383,\frac { n - 1 } { 2 ( k + n - 2 ) } + \frac { 1 } { k + 2 },\frac { n - 1 } { 2 ( k + n - 2 ) } + \frac { 1 } { k + 2 },\frac { n - 1 } { 2 ( k + n - 2 ) } + \frac { 1 } { k + 2 },1,1,1,1,90.541700
UN_127_em_600,ok,,84,276,x = [ x ] { + } f _ { x },x = [ x ] + f _ { x },x = [ x ] + f _ { x },0,0,1,1,68.123600
UN_106_em_138,ok,,82,360,X _ { 1 } X _ { 8 } = X _ { 6 } X _ { 7 },X _ { 1 } X _ { 8 } = X _ { 6 } X _ { 7 },x _ { 1 } X _ { 8 } = X _ { 6 } X _ { 7 },0,0,0,0,39.349500
UN_459_em_821,ok,,139,442,\lim _ { z \rightarrow z _ { 0 } } x ( z ) = x _ { 1 } + \ldots + x _ { n },\lim \limits _ { z \rightarrow z _ { 0 } } x ( z ) = x _ { 1 } + \ldots + x _ { n },\lim _ { z \rightarrow z _ { 0 } } x ( z ) = x _ { 1 } + \cdots + x _ { n },0,0,0,0,109.704900
UN_132_em_1107,ok,,83,148,A n \log n,A n \log n,A _ { n } \log n,0,0,0,0,23.978000
UN_111_em_256,ok,,104,393,( a + b + 1 ) \times ( a + b + 1 ),( a + b + 1 ) \times ( a + b + 1 ),( a + b + 1 ) \times ( a + b + 1 ),1,1,1,1,83.149500
UN_110_em_231,ok,,84,500,x ^ { 1 } + x ^ { 3 } + x ^ { 5 } = b,x ^ { 1 } + x ^ { 3 } + x ^ { 5 } = b,x ^ { 1 } + x ^ { 3 } + x ^ { 5 } = b,1,1,1,1,140.407500
UN_123_em_510,ok,,85,80,\int X _ { 8 },\int X _ { 8 },\int x _ { B },0,0,0,0,23.277700
UN_103_em_68,ok,,121,542,E = R ( \frac { 1 } { L } + \frac { L } { 2 } - \sqrt { 1 + \frac { 1 } { L ^ { 2 } } - 2 M } ),E = R ( \frac { 1 } { L } + \frac { L } { 2 } - \sqrt { 1 + \frac { 1 } { L ^ { 2 } } - 2 M } ),E = R ( \frac { 1 } { 2 } + \frac { L } { 2 } - \sqrt { 1 + \frac { 1 } { L ^ { 2 } } - 2 M } ),0,0,0,0,129.992600
UN_130_em_1068,ok,,75,290,\cos ^ { 2 } ( t \sqrt { C } ) = 0,\cos ^ { 2 } ( t \sqrt { C } ) = 0,\cos ^ { 2 } ( + \sqrt { c } ) = 0,0,0,0,0,118.197800
UN_102_em_43,ok,,147,605,x ^ { \pm j } = \frac { 1 } { \sqrt { 2 } } ( x ^ { 2 j + 2 } \pm i x ^ { 2 j + 3 } ),x ^ { \pm j } = \frac { 1 } { \sqrt { 2 } } ( x ^ { 2 j + 2 } \pm i x ^ { 2 j + 3 } ),x ^ { \pm i } = \frac { 1 } { \sqrt { 2 } } ( x ^ { 2 j + 2 } \pm i x ^ { 2 j + 3 } ),0,0,0,0,228.036900
UN_114_em_298,ok,,94,124,\int \sqrt { g } R,\int \sqrt { g } R,\int \sqrt { s } R,0,0,0,0,66.975800
UN_456_em_727,ok,,111,205,x ^ { a _ { 1 } \ldots a _ { n } },x ^ { a _ { 1 } \ldots a _ { n } },"X ^ { a , \ldots \cdot a _ { n } }",0,0,0,0,69.785100
UN_109_em_214,ok,,155,276,\frac { E } { m } = \frac { 1 } { \sqrt { 1 - v ^ { 2 } } },\frac { E } { m } = \frac { 1 } { \sqrt { 1 - v ^ { 2 } } },\frac { E } { m } = \frac { 1 } { \sqrt { 1 - v ^ { 2 } } },1,1,1,1,141.412800
UN_128_em_1000,ok,,98,324,p _ { 1 0 } < p _ { 7 } + p _ { 8 } + p _ { 9 },p _ { 1 0 } < p _ { 7 } + p _ { 8 } + p _ { 9 },p _ { 0 } < p _ { 1 } + p _ { 8 } + p _ { q },0,0,0,0,46.582100
UN_465_em_958,ok,,82,207,x + x ^ { t },x + x ^ { t },x + x ^ { t },1,1,1,1,68.963400
UN_460_em_833,ok,,78,369,a _ { n + 1 } ( 0 ) = a _ { n } ( 0 ) + a _ { 1 } ( 0 ),a _ { n + 1 } ( 0 ) = a _ { n } ( 0 ) + a _ { 1 } ( 0 ),"a _ { n + 1 } ( 0 ) = a _ { n } ( 0 ) + a , ( 0 )",0,0,0,0,42.176400
UN_461_em_854,ok,,97,455,8 \sin ( \pi / 1 4 ) \sin ( 3 \pi / 1 4 ) \cos ( \pi / 7 ) = 1,8 \sin ( \pi / 1 4 ) \sin ( 3 \pi / 1 4 ) \cos ( \pi / 7 ) = 1,8 \sin ( \pi / ( ) ) \sin ( 3 \pi / t ) \cdot \cos ( 7 ) t ),0,0,0,0,48.315800
UN_132_em_1105,ok,,99,293,z = \sqrt { \frac { m } { 2 } } ( x + i y ),z = \sqrt { \frac { m } { 2 } } ( x + i y ),z = \sqrt { \frac { m } { 2 } } ( n + i y ),0,0,0,0,90.655900
UN_111_em_254,ok,,140,574,| \frac { \cos ( x ) - 1 } { x ^ { 2 } } | = | \frac { \cos ( | x | ) - 1 } { | x | ^ { 2 } } |,| \frac { \cos ( x ) - 1 } { x ^ { 2 } } | = | \frac { \cos ( | x | ) - 1 } { | x | ^ { 2 } } |,\frac { \cos ( x ) - 1 } { x ^ { 2 } } | = | \frac { \cos ( | x | ) - 1 } { | x | ^ { 2 } } |,0,0,0,0,194.073600
UN_129_em_1028,ok,,154,165,\frac { \pi } { n },\frac { \pi } { n },\frac { \pi } { n },1,1,1,1,117.615800
UN_110_em_233,ok,,109,639,"x ^ { 3 } + b x ^ { 4 } , x ^ { 4 } - b x ^ { 3 }","x ^ { 3 } + b x ^ { 4 } , x ^ { 4 } - b x ^ { 3 }","x ^ { 3 } + b x ^ { 4 } , x ^ { 4 } - b x ^ { 3 }",1,1,1,1,208.725100
UN_122_em_468,ok,,98,310,v = ( \tan y _ { 0 } ) u,v = ( \tan y _ { 0 } ) u,v = ( \tan y _ { 0 } ) u,1,1,1,1,61.899100
UN_459_em_823,ok,,111,206,\sum _ { a } j _ { a } + 1,\sum \limits _ { a } j _ { a } + 1,\sum _ { a } j _ { a } + 1,1,1,0,1,29.553000
UN_458_em_792,ok,,110,192,\sum _ { \alpha } c _ { \alpha } E ^ { \alpha },\sum \limits _ { \alpha } c _ { \alpha } E ^ { \alpha },\sum _ { \alpha } c _ { \alpha } E ^ { \alpha },1,1,0,1,74.526500
UN_128_em_1002,ok,,112,264,\sum _ { i } H _ { i } H _ { i i } = 0,\sum \limits _ { i } H _ { i } H _ { i i } = 0,\sum _ { i } H _ { 4 } H 4,0,0,0,0,63.785400
UN_119_em_399,ok,,66,301,\infty \times \infty,\infty \times \infty,\infty \times \infty,1,1,1,1,55.489100
UN_460_em_831,ok,,64,123,7 + 7,7 + 7,7 + 7,1,1,1,1,20.427300
UN_461_em_856,ok,,86,272,j ( x + y ) - j ( x ) - j ( y ),j ( x + y ) - j ( x ) - j ( y ),j ( x + y ) - j ( x ) - i Y ),0,0,0,0,76.469600
UN_102_em_41,ok,,81,132,n \log n,n \log n,n \log n,1,1,1,1,18.000600
UN_456_em_725,ok,,65,261,x = x _ { 4 } + x,x = x _ { 4 } + x,x = x _ { 4 } + x,1,1,1,1,37.598100
UN_109_em_216,ok,,97,197,\int \sqrt { g } R = 8 \pi,\int \sqrt { g } R = 8 \pi,\int \sqrt { g } R = 8 \pi,1,1,1,1,59.686600
UN_452_em_629,ok,,99,186,\lim _ { r \rightarrow 0 } c ( r ),\lim \limits _ { r \rightarrow 0 } c ( r ),\lim _ { r \rightarrow 0 } ( ( r ),0,0,0,0,24.908100
UN_123_em_512,ok,,186,654,\sum _ { k = 1 } ^ { n - 1 } c _ { k } c _ { n - k } = c _ { n + 1 } - 2 c _ { n },\sum \limits _ { k = 1 } ^ { n - 1 } c _ { k } c _ { n - k } = c _ { n + 1 } - 2 c _ { n },\sum _ { x = 1 } ^ { n - 1 } ( x c _ { n } - u = C _ { n + 1 } + 1 - 2 c _ { n },0,0,0,0,183.138800
UN_466_em_976,ok,,71,114,\sqrt { y } \log { y },\sqrt { y } \log y,\sqrt { y },0,0,0,0,58.723700
UN_130_em_1057,ok,,69,335,a - b = ( a + b ) ( a - b ),a - b = ( a + b ) ( a - b ),a - b = ( a + b ) ( a - b ),1,1,1,1,107.037600
UN_103_em_57,ok,,70,392,8 n - 8 = 8 - 8 = 0,8 n - 8 = 8 - 8 = 0,8 n - 8 = 8 - 8 = 0,1,1,1,1,89.688800
UN_455_em_709,ok,,77,194,p _ { y } = p _ { y } ( y ),p _ { y } = p _ { y } ( y ),p y = p y ( y ),0,0,0,0,58.161900
UN_451_em_605,ok,,81,229,x ^ { 0 } x ^ { 1 } x ^ { 2 } x ^ { 3 },x ^ { 0 } x ^ { 1 } x ^ { 2 } x ^ { 3 },x ^ { 0 } x ^ { \prime } x ^ { 2 } x ^ { 3 },0,0,0,0,30.352900
UN_465_em_967,ok,,100,388,f = \sum _ { i } { f ( x _ { a } - x _ { a } ^ { ( i ) } ) },f = \sum \limits _ { i } f ( x _ { a } - x _ { a } ^ { ( i ) } ),f = \sum f ( x _ { a } - x _ { a } ^ { ( i ) } ),0,0,0,0,134.094700
UN_460_em_849,ok,,114,384,e ^ { \pi t ( \frac { f ^ { 2 } } { 2 \pi ^ { 2 } } - \frac { f } { 2 \pi } + 1 ) },e ^ { \pi t ( \frac { f ^ { 2 } } { 2 \pi ^ { 2 } } - \frac { f } { 2 \pi } + 1 ) },e ^ { \pi t } ( \frac { t ^ { 2 } } { 2 x ^ { 2 } } - \frac { t } { 2 \pi } + 1 ),0,0,0,0,56.482600
UN_118_em_386,ok,,56,164,- 0 . 9 8 8,- 0 . 9 8 8,- 0 . 9 8 8,1,1,1,1,130.208100
UN_104_em_82,ok,,91,341,"- 0 , 4 6 \div 1","- 0 , 4 6 \div 1","- 0 , 4 6 \div 1",1,1,1,1,25.769200
UN_464_em_945,ok,,119,282,- \frac { 1 } { 3 } + \frac { 1 } { 2 } = \frac { 1 } { 6 },- \frac { 1 } { 3 } + \frac { 1 } { 2 } = \frac { 1 } { 6 },- \frac { 1 } { 3 } + \frac { 1 } { 2 } = \frac { 1 } { 6 },1,1,1,1,86.513700
UN_453_em_673,ok,,94,152,\int \sum _ { a } A ^ { a } = 0,\int \sum \limits _ { a } A ^ { a } = 0,\int \sum _ { a } A ^ { 2 } = 0,0,0,0,0,31.157800
UN_102_em_39,ok,,110,598,X = x _ { 2 } p ^ { - 3 } + x _ { 1 } p ^ { - 2 } + x _ { 0 } p ^ { - 1 },X = x _ { 2 } p ^ { - 3 } + x _ { 1 } p ^ { - 2 } + x _ { 0 } p ^ { - 1 },X = x _ { 2 } p ^ { 3 } + x _ { 1 } p ^ { 2 } + x _ { 0 } p ^ { - 1 },0,0,0,0,106.113700
UN_462_em_887,ok,,93,210,- \sin ^ { 2 } \theta,- \sin ^ { 2 } \theta,- \sin ^ { 2 } \theta,1,1,1,1,27.701100
UN_107_em_160,ok,,99,258,x ^ { 7 } x ^ { 8 } x ^ { 9 },x ^ { 7 } x ^ { 8 } x ^ { 9 },x ^ { 7 } x ^ { 8 } x ^ { a },0,0,0,0,77.605600
UN_117_em_356,ok,,148,344,\lim _ { r \rightarrow \infty } c ( r ) = 0,\lim \limits _ { r \rightarrow \infty } c ( r ) = 0,\lim _ { n \rightarrow \infty } c ( r ) = 0,0,0,0,0,80.982400
UN_112_em_278,ok,,96,648,2 f + 2 ( e _ { 1 } + e _ { 9 } ) - ( e _ { 2 } + e _ { 3 } ) + e _ { 7 },2 f + 2 ( e _ { 1 } + e _ { 9 } ) - ( e _ { 2 } + e _ { 3 } ) + e _ { 7 },2 f + 2 ( e _ { 1 } + e g ) - ( e _ { 2 } + e _ { 3 } ) + e _ { 7 },0,0,0,0,135.573100
UN_127_em_586,ok,,184,890,z _ { 1 } ^ { 5 } + z _ { 2 } ^ { 5 } + z _ { 3 } ^ { 5 } + z _ { 4 } ^ { 5 } + z _ { 5 } ^ { 5 } = 0,z _ { 1 } ^ { 5 } + z _ { 2 } ^ { 5 } + z _ { 3 } ^ { 5 } + z _ { 4 } ^ { 5 } + z _ { 5 } ^ { 5 } = 0,z _ { 1 } ^ { 5 } + z _ { 2 } ^ { 5 } + z _ { 3 } ^ { 3 } + z _ { 4 } ^ { 5 } + z _ { 5 } ^ { 5 } = 0,0,0,0,0,199.098900
UN_116_em_331,ok,,65,58,\{ a \},\{ a \},( 2 3,0,0,0,0,57.342400
UN_106_em_142,ok,,66,299,[ C [ - 1 ] ] + [ B ] = [ A ],[ C [ - 1 ] ] + [ B ] = [ A ],[ C [ - ] ] + [ B ] = [ A ],0,0,0,0,47.286200
UN_121_em_444,ok,,103,529,x ^ { 4 } = b r \sin \theta \cos \phi,x ^ { 4 } = b r \sin \theta \cos \phi,x ^ { 4 } = b r \sin \theta \cos \alpha,0,0,0,0,112.965000
UN_120_em_423,ok,,92,309,x ^ { 2 } + x - 1,x ^ { 2 } + x - 1,x ^ { 2 } + x - 1,1,1,1,1,142.940400
