index,sample_id,image_file,ground_truth_modelo1,ground_truth_modelo2,status,error,height,width,posformer_height,posformer_width,san_prediction,posformer_prediction,san_time_ms,posformer_time_ms,san_native_correct,posformer_native_correct,native_outcome,common_ground_truth,san_common_prediction,posformer_common_prediction,san_common_correct,posformer_common_correct,common_outcome
466,36_em_40,36_em_40.bmp,\frac { 1 5 ! } { 1 0 ! 5 ! },\frac { 1 5 ! } { 1 0 ! 5 ! },ok,,208,254,208,254,\frac { 1 5 ! } { 1 0 ! 5 ! },\frac { 1 5 ! } { 1 0 ! 5 ! },169.97989999998708,280.767400000002,1,1,Ambos aciertan,\frac { 1 5 ! } { 1 0 ! 5 ! },\frac { 1 5 ! } { 1 0 ! 5 ! },\frac { 1 5 ! } { 1 0 ! 5 ! },1,1,Ambos aciertan
467,519_em_440,519_em_440.bmp,\frac { 8 9 9 3 } { 7 8 7 3 },\frac { 8 9 9 3 } { 7 8 7 3 },ok,,136,139,136,139,\frac { 8 9 9 3 } { 7 8 7 3 },\frac { 8 9 9 3 } { 7 8 7 3 },121.38550000000237,267.1205999999984,1,1,Ambos aciertan,\frac { 8 9 9 3 } { 7 8 7 3 },\frac { 8 9 9 3 } { 7 8 7 3 },\frac { 8 9 9 3 } { 7 8 7 3 },1,1,Ambos aciertan
468,34_em_231,34_em_231.bmp,q _ { e q } = 1 - p _ { e q },q _ { e q } = 1 - p _ { e q },ok,,81,231,81,231,q _ { e q = 1 - p e q },q _ { e q } = 1 - p e q,60.745300000007774,202.82339999999976,0,0,Ambos fallan,q _ { e q } = 1 - p _ { e q },q _ { e q = 1 - p e q },q _ { e q } = 1 - p e q,0,0,Ambos fallan
469,508_em_88,508_em_88.bmp,f ( a ) f ( b ) = f ( a + b ),f ( a ) f ( b ) = f ( a + b ),ok,,74,319,74,319,f ( a ) f ( z ) = f ( a + b ),f ( a ) f ( b ) = f ( a + b ),112.67240000000811,239.51429999999618,0,1,Solo PosFormer,f ( a ) f ( b ) = f ( a + b ),f ( a ) f ( z ) = f ( a + b ),f ( a ) f ( b ) = f ( a + b ),0,1,Solo PosFormer
470,RIT_2014_217,RIT_2014_217.bmp,"v _ { \pm 1 , \pm 2 _ { , } \pm 3 }","v _ { \pm 1 , \pm 2 , \pm 3 }",ok,,138,380,138,380,"V \pm 1 , \pm 2 \pm 3","V \pm 1 , \pm 2 , \pm 3",157.02360000000226,267.8329000000019,0,0,Ambos fallan,"v _ { \pm 1 , \pm 2 , \pm 3 }","V \pm 1 , \pm 2 \pm 3","V \pm 1 , \pm 2 , \pm 3",0,0,Ambos fallan
471,RIT_2014_18,RIT_2014_18.bmp,\int d _ { X } = \int g t d t,\int d _ { X } = \int g t d t,ok,,91,223,91,223,\int d x = \int g t d t,\int d x = \int g t d t,72.39099999998189,143.9049999999895,0,0,Ambos fallan,\int d _ { X } = \int g t d t,\int d x = \int g t d t,\int d x = \int g t d t,0,0,Ambos fallan
472,513_em_311,513_em_311.bmp,1 0 ^ { \frac { 1 } { 1 0 } },1 0 ^ { \frac { 1 } { 1 0 } },ok,,139,121,139,121,1 0 ^ { \frac { 1 } { 1 0 } },1 0 ^ { \frac { 1 } { 1 0 } },90.19050000000561,216.8021999999894,1,1,Ambos aciertan,1 0 ^ { \frac { 1 } { 1 0 } },1 0 ^ { \frac { 1 } { 1 0 } },1 0 ^ { \frac { 1 } { 1 0 } },1,1,Ambos aciertan
473,31_em_185,31_em_185.bmp,- P ( V _ { 2 } - V _ { 1 } ),- P ( V _ { 2 } - V _ { 1 } ),ok,,79,318,79,318,- P ( v _ { 2 } - v _ { 1 } ),- p ( v _ { 2 } - v _ { 1 } ),81.06999999998266,245.9195000000136,0,0,Ambos fallan,- P ( V _ { 2 } - V _ { 1 } ),- P ( v _ { 2 } - v _ { 1 } ),- p ( v _ { 2 } - v _ { 1 } ),0,0,Ambos fallan
474,37_em_30,37_em_30.bmp,f ( f ( x ) ) = g ( g ( x ) ),f ( f ( x ) ) = g ( g ( x ) ),ok,,73,224,73,224,f ( f ( x ) = g ( g ( 3 ) ),f ( f ( x ) ) = g ( q ( z ) ),78.87249999998858,250.29420000001323,0,0,Ambos fallan,f ( f ( x ) ) = g ( g ( x ) ),f ( f ( x ) = g ( g ( 3 ) ),f ( f ( x ) ) = g ( q ( z ) ),0,0,Ambos fallan
475,502_em_4,502_em_4.bmp,\frac { - \infty } { \infty },\frac { - \infty } { \infty },ok,,246,410,246,410,\frac { \infty } { \infty },- \infty,147.37339999999222,207.68540000000257,0,0,Ambos fallan,\frac { - \infty } { \infty },\frac { \infty } { \infty },- \infty,0,0,Ambos fallan
476,512_em_287,512_em_287.bmp,\sqrt { 1 7 } \div \sqrt { 5 },\sqrt { 1 7 } \div \sqrt { 5 },ok,,71,186,71,186,\sqrt { 1 7 } \div \sqrt { 5 },\sqrt { 1 7 } \div \sqrt { 5 },27.099500000019816,141.4459000000079,1,1,Ambos aciertan,\sqrt { 1 7 } \div \sqrt { 5 },\sqrt { 1 7 } \div \sqrt { 5 },\sqrt { 1 7 } \div \sqrt { 5 },1,1,Ambos aciertan
477,RIT_2014_31,RIT_2014_31.bmp,"y ^ { 2 } , \sqrt { y } \cos y","y ^ { 2 } , \sqrt { y } \cos y",ok,,83,163,83,163,"y ^ { 2 } , \sqrt { y } \cos y",y ^ { 2 } \sqrt { y } \cos y,78.70840000001067,178.74249999999847,1,0,Solo SAN,"y ^ { 2 } , \sqrt { y } \cos y","y ^ { 2 } , \sqrt { y } \cos y",y ^ { 2 } \sqrt { y } \cos y,1,0,Solo SAN
478,18_em_8,18_em_8.bmp,x _ { L L L } \leq x _ { L L },x _ { L L L } \leq x _ { L L },ok,,81,281,81,281,x _ { L L L \leq x _ { L } } \leq x _ { L L },x _ { L L L } \leq x _ { L L },160.31549999999584,286.8805999999893,0,1,Solo PosFormer,x _ { L L L } \leq x _ { L L },x _ { L L L \leq x _ { L } } \leq x _ { L L },x _ { L L L } \leq x _ { L L },0,1,Solo PosFormer
479,37_em_0,37_em_0.bmp,g _ { \theta } = g \sin \theta,g _ { \theta } = g \sin \theta,ok,,86,238,86,238,g \theta = g \sin \theta,g _ { \theta } = g \sin \theta,67.09950000001186,136.4259000000061,0,1,Solo PosFormer,g _ { \theta } = g \sin \theta,g \theta = g \sin \theta,g _ { \theta } = g \sin \theta,0,1,Solo PosFormer
480,31_em_183,31_em_183.bmp,\sqrt { 9 } \times \sqrt { 5 },\sqrt { 9 } \times \sqrt { 5 },ok,,91,344,91,344,\sqrt { a } \times \sqrt { 5 },\sqrt { a } \times \sqrt { 5 },108.677699999987,156.84419999999477,0,0,Ambos fallan,\sqrt { 9 } \times \sqrt { 5 },\sqrt { a } \times \sqrt { 5 },\sqrt { a } \times \sqrt { 5 },0,0,Ambos fallan
481,RIT_2014_21,RIT_2014_21.bmp,\sum _ { i = 1 } ^ { n + 1 } i,\sum \limits _ { i = 1 } ^ { n + 1 } i,ok,,168,147,168,147,\sum _ { i = 1 } ^ { n + 1 } i,\sum \limits _ { i = 1 } ^ { n + 1 } i,130.50060000000485,373.6917999999889,1,1,Ambos aciertan,\sum _ { i = 1 } ^ { n + 1 } i,\sum _ { i = 1 } ^ { n + 1 } i,\sum _ { i = 1 } ^ { n + 1 } i,1,1,Ambos aciertan
482,35_em_18,35_em_18.bmp,\pi \int _ { 0 } ^ { 1 } x d x,\pi \int \limits _ { 0 } ^ { 1 } x d x,ok,,138,185,138,185,\pi \int _ { 0 },\pi \int \limits _ { 0 } ^ { x d x,59.75390000000402,206.100900000024,0,0,Ambos fallan,\pi \int _ { 0 } ^ { 1 } x d x,\pi \int _ { 0 },\pi \int _ { 0 } ^ { x d x,0,0,Ambos fallan
483,RIT_2014_136,RIT_2014_136.bmp,"F _ { 1 } , \ldots , F _ { k }","F _ { 1 } , \ldots , F _ { k }",ok,,111,358,111,358,"F _ { 1 } , \ldots , F _ { k }","F _ { 1 } , \ldots , F _ { k }",127.25260000001981,307.45749999999816,1,1,Ambos aciertan,"F _ { 1 } , \ldots , F _ { k }","F _ { 1 } , \ldots , F _ { k }","F _ { 1 } , \ldots , F _ { k }",1,1,Ambos aciertan
484,RIT_2014_142,RIT_2014_142.bmp,\frac { 1 } { \sqrt { k + 1 } },\frac { 1 } { \sqrt { k + 1 } },ok,,135,154,135,154,\frac { 1 } { \sqrt { k + 1 } },\frac { 1 } { \sqrt { k + 1 } },68.50900000000593,260.90959999999086,1,1,Ambos aciertan,\frac { 1 } { \sqrt { k + 1 } },\frac { 1 } { \sqrt { k + 1 } },\frac { 1 } { \sqrt { k + 1 } },1,1,Ambos aciertan
485,RIT_2014_204,RIT_2014_204.bmp,4 7 4 7 4 + 5 2 7 2 = 5 2 7 4 6,4 7 4 7 4 + 5 2 7 2 = 5 2 7 4 6,ok,,77,421,77,421,4 7 4 7 4 + 5 2 7 2 = 5 2 7 4 6,4 7 4 7 4 + 5 2 7 2 = 5 2 7 4 6,113.63759999997569,293.6636999999962,1,1,Ambos aciertan,4 7 4 7 4 + 5 2 7 2 = 5 2 7 4 6,4 7 4 7 4 + 5 2 7 2 = 5 2 7 4 6,4 7 4 7 4 + 5 2 7 2 = 5 2 7 4 6,1,1,Ambos aciertan
486,23_em_70,23_em_70.bmp,\alpha + \beta = \beta + \alpha,\alpha + \beta = \beta + \alpha,ok,,68,280,68,280,\alpha + \beta = \beta + \alpha,\alpha + \beta = \beta + \alpha,56.637100000017426,112.00790000000893,1,1,Ambos aciertan,\alpha + \beta = \beta + \alpha,\alpha + \beta = \beta + \alpha,\alpha + \beta = \beta + \alpha,1,1,Ambos aciertan
487,504_em_45,504_em_45.bmp,5 x ^ { 2 } + 2 x + 3 x + 5 + 7,5 x ^ { 2 } + 2 x + 3 x + 5 + 7,ok,,131,691,131,691,5 x ^ { 2 } + 2 x + 3 x + 5 + 7,5 x ^ { 2 } + 2 x + 3 x + 5 + 7,166.94990000002008,359.57590000001005,1,1,Ambos aciertan,5 x ^ { 2 } + 2 x + 3 x + 5 + 7,5 x ^ { 2 } + 2 x + 3 x + 5 + 7,5 x ^ { 2 } + 2 x + 3 x + 5 + 7,1,1,Ambos aciertan
488,RIT_2014_160,RIT_2014_160.bmp,"\sigma _ { a } , \sigma _ { m }","\sigma _ { a } , \sigma _ { m }",ok,,74,223,74,223,"\sigma _ { a } , \theta _ { m }","\theta _ { a } , \theta _ { m }",27.52200000000471,149.9283999999932,0,0,Ambos fallan,"\sigma _ { a } , \sigma _ { m }","\sigma _ { a } , \theta _ { m }","\theta _ { a } , \theta _ { m }",0,0,Ambos fallan
489,37_em_23,37_em_23.bmp,\sum p _ { i } = \sum p _ { f },\sum p _ { i } = \sum p _ { f },ok,,103,195,103,195,\sum p _ { i } = \sum p _ { f },\sum p _ { i } = \sum p _ { f },62.91559999999663,188.7681999999984,1,1,Ambos aciertan,\sum p _ { i } = \sum p _ { f },\sum p _ { i } = \sum p _ { f },\sum p _ { i } = \sum p _ { f },1,1,Ambos aciertan
490,RIT_2014_205,RIT_2014_205.bmp,"\sigma _ { a } , \sigma _ { m }","\sigma _ { a } , \sigma _ { m }",ok,,74,223,74,223,\sigma _ { a } > \theta _ { m },"\theta _ { a } , \theta _ { m }",24.819000000007918,160.04849999998783,0,0,Ambos fallan,"\sigma _ { a } , \sigma _ { m }",\sigma _ { a } > \theta _ { m },"\theta _ { a } , \theta _ { m }",0,0,Ambos fallan
491,501_em_7,501_em_7.bmp,S S E + S S A B + S S B + S S A,S S E + S S A B + S S B + S S A,ok,,72,490,72,490,S S E + 5 S A B + S S B + S S A,S C + 5 S A B + 5 S B + 5 S A,164.98189999998658,297.7283999999827,0,0,Ambos fallan,S S E + S S A B + S S B + S S A,S S E + 5 S A B + S S B + S S A,S C + 5 S A B + 5 S B + 5 S A,0,0,Ambos fallan
492,RIT_2014_126,RIT_2014_126.bmp,\frac { 1 } { 1 - z ^ { - 1 } },\frac { 1 } { 1 - z ^ { - 1 } },ok,,129,195,129,195,\frac { 1 } { 1 - z ^ { - 1 } },\frac { 1 } { 1 - z ^ { - 1 } },124.08039999999687,317.34539999999356,1,1,Ambos aciertan,\frac { 1 } { 1 - z ^ { - 1 } },\frac { 1 } { 1 - z ^ { - 1 } },\frac { 1 } { 1 - z ^ { - 1 } },1,1,Ambos aciertan
493,20_em_26,20_em_26.bmp,\frac { 9 } { 9 + \sqrt { 9 } },\frac { 9 } { 9 + \sqrt { 9 } },ok,,166,292,166,292,\frac { 9 } { 9 + \sqrt { 9 } },\frac { 9 } { 9 + \sqrt { 9 } },143.0244000000016,264.6581999999853,1,1,Ambos aciertan,\frac { 9 } { 9 + \sqrt { 9 } },\frac { 9 } { 9 + \sqrt { 9 } },\frac { 9 } { 9 + \sqrt { 9 } },1,1,Ambos aciertan
494,515_em_371,515_em_371.bmp,\frac { 1 } { 4 \pi E _ { 0 } },\frac { 1 } { 4 \pi E _ { 0 } },ok,,224,341,224,341,\frac { 1 } { 4 \pi z _ { 0 } },\frac { 1 } { 4 \pi z _ { 0 } },198.64920000000552,318.1060000000002,0,0,Ambos fallan,\frac { 1 } { 4 \pi E _ { 0 } },\frac { 1 } { 4 \pi z _ { 0 } },\frac { 1 } { 4 \pi z _ { 0 } },0,0,Ambos fallan
495,502_em_5,502_em_5.bmp,z = \cos \theta + j \sin \theta,z = \cos \theta + j \sin \theta,ok,,89,503,89,503,z = \cos \theta + j \sin \theta,z = \cos \theta + j \sin \theta,118.93630000000144,123.82359999998016,1,1,Ambos aciertan,z = \cos \theta + j \sin \theta,z = \cos \theta + j \sin \theta,z = \cos \theta + j \sin \theta,1,1,Ambos aciertan
496,RIT_2014_257,RIT_2014_257.bmp,\frac { 1 1 } { 3 } \sqrt { 3 },\frac { 1 1 } { 3 } \sqrt { 3 },ok,,98,136,98,136,\frac { 1 } { 3 } \sqrt { 3 },\frac { 1 1 } { 3 } \sqrt { 3 },102.87850000000276,207.14240000000927,0,1,Solo PosFormer,\frac { 1 1 } { 3 } \sqrt { 3 },\frac { 1 } { 3 } \sqrt { 3 },\frac { 1 1 } { 3 } \sqrt { 3 },0,1,Solo PosFormer
497,18_em_9,18_em_9.bmp,\frac { a } { b + \sqrt { c } },\frac { a } { b + \sqrt { c } },ok,,169,271,169,271,\frac { a } { b + \sqrt { c } },\frac { a } { b + \sqrt { c } },172.10710000000518,286.9763000000205,1,1,Ambos aciertan,\frac { a } { b + \sqrt { c } },\frac { a } { b + \sqrt { c } },\frac { a } { b + \sqrt { c } },1,1,Ambos aciertan
498,23_em_67,23_em_67.bmp,2 ( ( x + 2 ) ^ { 2 } - 4 + 1 ),2 ( ( x + 2 ) ^ { 2 } - 4 + 1 ),ok,,89,245,89,245,2 ( ( x + 2 ) ^ { 2 } - 4 + 1 ),2 ( ( x + 2 ) ^ { 2 } - 4 + 1 ),108.17449999998985,201.44460000000208,1,1,Ambos aciertan,2 ( ( x + 2 ) ^ { 2 } - 4 + 1 ),2 ( ( x + 2 ) ^ { 2 } - 4 + 1 ),2 ( ( x + 2 ) ^ { 2 } - 4 + 1 ),1,1,Ambos aciertan
499,RIT_2014_80,RIT_2014_80.bmp,4 ! + 4 ! - \frac { 4 ! } { 4 },4 ! + 4 ! - \frac { 4 ! } { 4 },ok,,156,284,156,284,4 ! + 4 1 - \frac { 4 b } { 4 },4 _ { 0 } ^ { 1 + 4 1 - \frac { 4 1 } { 4 },141.05390000000284,384.374600000001,0,0,Ambos fallan,4 ! + 4 ! - \frac { 4 ! } { 4 },4 ! + 4 1 - \frac { 4 b } { 4 },4 _ { 0 } ^ { 1 + 4 1 - \frac { 4 1 } { 4 },0,0,Ambos fallan
500,RIT_2014_129,RIT_2014_129.bmp,\int _ { 2 } ^ { b } f d \alpha,\int \limits _ { 2 } ^ { b } f d \alpha,ok,,96,142,96,142,\int _ { 2 } ^ { b } f d \alpha,\int \limits _ { a } ^ { b } f d \alpha,111.6843000000074,187.59890000001178,1,0,Solo SAN,\int _ { 2 } ^ { b } f d \alpha,\int _ { 2 } ^ { b } f d \alpha,\int _ { a } ^ { b } f d \alpha,1,0,Solo SAN
501,26_em_98,26_em_98.bmp,( \sqrt { 2 } x + 2 ) ( x + 3 ),( \sqrt { 2 } x + 2 ) ( x + 3 ),ok,,106,229,106,229,( \sqrt { 2 } x + 2 ) ( x + 3 ),( \sqrt { 2 } x + 2 ) ( x + 3 ),110.15910000000417,272.0927999999958,1,1,Ambos aciertan,( \sqrt { 2 } x + 2 ) ( x + 3 ),( \sqrt { 2 } x + 2 ) ( x + 3 ),( \sqrt { 2 } x + 2 ) ( x + 3 ),1,1,Ambos aciertan
502,31_em_192,31_em_192.bmp,\int _ { a } ^ { x } f ( x ) d x,\int \limits _ { a } ^ { x } f ( x ) d x,ok,,130,184,130,184,\int _ { a } ^ { x } f ( x ) d x,\int \limits _ { a } ^ { x } f ( x ) d x,29.915500000015527,216.75519999999437,1,1,Ambos aciertan,\int _ { a } ^ { x } f ( x ) d x,\int _ { a } ^ { x } f ( x ) d x,\int _ { a } ^ { x } f ( x ) d x,1,1,Ambos aciertan
503,RIT_2014_113,RIT_2014_113.bmp,\int \sin ( x ) \sin ( 2 x ) d x,\int \sin ( x ) \sin ( 2 x ) d x,ok,,97,300,97,300,\int \sin ( x ) \sin ( x ) d x,\int \sin ( x ) \sin ( x ) d x,61.16109999999253,156.31399999998052,0,0,Ambos fallan,\int \sin ( x ) \sin ( 2 x ) d x,\int \sin ( x ) \sin ( x ) d x,\int \sin ( x ) \sin ( x ) d x,0,0,Ambos fallan
504,31_em_176,31_em_176.bmp,( \frac { \pi } { \sqrt { 2 } } ),( \frac { \pi } { \sqrt { 2 } } ),ok,,87,106,87,106,( \frac { \pi } { \sqrt { 2 } } ),( \frac { \pi } { \sqrt { 2 } } ),74.14049999999861,202.23920000000817,1,1,Ambos aciertan,( \frac { \pi } { \sqrt { 2 } } ),( \frac { \pi } { \sqrt { 2 } } ),( \frac { \pi } { \sqrt { 2 } } ),1,1,Ambos aciertan
505,511_em_272,511_em_272.bmp,\tan ( - \theta ) = - \tan \theta,\tan ( - \theta ) = - \tan \theta,ok,,83,383,83,383,\tan ( - \theta ) = - \tan \alpha,\tan ( - \theta ) = - \tan \theta,70.12500000001864,171.29159999998933,0,1,Solo PosFormer,\tan ( - \theta ) = - \tan \theta,\tan ( - \theta ) = - \tan \alpha,\tan ( - \theta ) = - \tan \theta,0,1,Solo PosFormer
506,519_em_452,519_em_452.bmp,- \frac { 1 } { 6 x ^ { 6 } } + c,- \frac { 1 } { 6 x ^ { 6 } } + c,ok,,156,297,156,297,- \frac { 1 } { 6 x ^ { 6 } } + C,- \frac { 1 } { 6 x ^ { 6 } } + C,146.38139999999566,307.145399999996,0,0,Ambos fallan,- \frac { 1 } { 6 x ^ { 6 } } + c,- \frac { 1 } { 6 x ^ { 6 } } + C,- \frac { 1 } { 6 x ^ { 6 } } + C,0,0,Ambos fallan
507,515_em_367,515_em_367.bmp,( \tan x - 3 ) ( \tan x + 1 ) = 0,( \tan x - 3 ) ( \tan x + 1 ) = 0,ok,,109,596,109,596,( \tan x - 3 ) ( \tan x + 1 ) = 0,( \tan x - 3 ) ( \tan x + 1 ) = 0,169.2295999999942,299.0058999999974,1,1,Ambos aciertan,( \tan x - 3 ) ( \tan x + 1 ) = 0,( \tan x - 3 ) ( \tan x + 1 ) = 0,( \tan x - 3 ) ( \tan x + 1 ) = 0,1,1,Ambos aciertan
508,508_em_81,508_em_81.bmp,c _ { 1 } + c _ { 2 } + c _ { 3 },c _ { 1 } + c _ { 2 } + c _ { 3 },ok,,66,441,66,441,c _ { 1 } + c _ { 2 } + c _ { 3 },c _ { 1 } + c _ { 2 } + c _ { 3 },220.9585999999888,390.6755000000146,1,1,Ambos aciertan,c _ { 1 } + c _ { 2 } + c _ { 3 },c _ { 1 } + c _ { 2 } + c _ { 3 },c _ { 1 } + c _ { 2 } + c _ { 3 },1,1,Ambos aciertan
509,501_em_2,501_em_2.bmp,"m _ { i } , v _ { i } , f _ { i }","m _ { i } , v _ { i } , f _ { i }",ok,,95,286,95,286,"m _ { i } , v _ { i } , f _ { i }","m _ { i } , v _ { i } , f _ { i }",114.28039999998418,249.71170000000598,1,1,Ambos aciertan,"m _ { i } , v _ { i } , f _ { i }","m _ { i } , v _ { i } , f _ { i }","m _ { i } , v _ { i } , f _ { i }",1,1,Ambos aciertan
510,RIT_2014_203,RIT_2014_203.bmp,\frac { \pi r ^ { 2 } } { 2 \pi },\frac { \pi r ^ { 2 } } { 2 \pi },ok,,155,187,155,187,\frac { \pi \pi ^ { 2 } } { 2 \pi },\frac { \pi r ^ { 2 } } { 2 C },117.86749999998847,212.47560000000476,0,0,Ambos fallan,\frac { \pi r ^ { 2 } } { 2 \pi },\frac { \pi \pi ^ { 2 } } { 2 \pi },\frac { \pi r ^ { 2 } } { 2 C },0,0,Ambos fallan
511,20_em_31,20_em_31.bmp,X X ^ { - 1 } = X ^ { - 1 } X = I,X X ^ { - 1 } = X ^ { - 1 } X = I,ok,,101,537,101,537,x x ^ { 1 } = x ^ { - 1 } x = I,x x ^ { - 1 } = x ^ { - 1 } x = I,166.22100000000728,332.04299999999876,0,0,Ambos fallan,X X ^ { - 1 } = X ^ { - 1 } X = I,x x ^ { 1 } = x ^ { - 1 } x = I,x x ^ { - 1 } = x ^ { - 1 } x = I,0,0,Ambos fallan
512,31_em_197,31_em_197.bmp,x ^ { 2 } - x y + x y - y ^ { 2 },x ^ { 2 } - x y + x y - y ^ { 2 },ok,,113,465,113,465,x ^ { 2 } - x y + x y - y ^ { 2 },x ^ { 2 } - x y + x y - y ^ { 2 },156.03939999999739,421.529100000015,1,1,Ambos aciertan,x ^ { 2 } - x y + x y - y ^ { 2 },x ^ { 2 } - x y + x y - y ^ { 2 },x ^ { 2 } - x y + x y - y ^ { 2 },1,1,Ambos aciertan
513,23_em_68,23_em_68.bmp,\frac { q - p } { \sqrt { p q } },\frac { q - p } { \sqrt { p q } },ok,,169,162,169,162,\frac { a - p } { \sqrt { p q } },\frac { q - b } { \sqrt { p q } },166.6199000000006,251.78250000001867,0,0,Ambos fallan,\frac { q - p } { \sqrt { p q } },\frac { a - p } { \sqrt { p q } },\frac { q - b } { \sqrt { p q } },0,0,Ambos fallan
514,520_em_465,520_em_465.bmp,h ( s ) = \frac { 1 } { 1 + s T },h ( s ) = \frac { 1 } { 1 + s T },ok,,120,238,120,238,h ( s ) = \frac { 1 } { 1 + 5 T },h ( s ) = \frac { 1 } { 1 + s T },140.60249999999996,335.14189999999644,0,1,Solo PosFormer,h ( s ) = \frac { 1 } { 1 + s T },h ( s ) = \frac { 1 } { 1 + 5 T },h ( s ) = \frac { 1 } { 1 + s T },0,1,Solo PosFormer
515,RIT_2014_189,RIT_2014_189.bmp,\sqrt [ 4 ] { 6 4 8 + 6 4 8 } + 8,\sqrt [ 4 ] { 6 4 8 + 6 4 8 } + 8,ok,,136,327,136,327,\sqrt { b 4 g + b 4 8 } + 8,\sqrt [ x ] { b 4 8 \times b 4 8 } + 8,170.91239999999175,297.6627000000178,0,0,Ambos fallan,\sqrt [ 4 ] { 6 4 8 + 6 4 8 } + 8,\sqrt { b 4 g + b 4 8 } + 8,\sqrt [ x ] { b 4 8 \times b 4 8 } + 8,0,0,Ambos fallan
516,RIT_2014_117,RIT_2014_117.bmp,\frac { 1 } { [ ( k + 1 ) \pi ] },\frac { 1 } { [ ( k + 1 ) \pi ] },ok,,128,230,128,230,\frac { 1 } { [ ( k + 1 ) \pi ] },\frac { 1 } { [ ( k + 1 ) \pi ] },89.89640000001486,241.41600000001517,1,1,Ambos aciertan,\frac { 1 } { [ ( k + 1 ) \pi ] },\frac { 1 } { [ ( k + 1 ) \pi ] },\frac { 1 } { [ ( k + 1 ) \pi ] },1,1,Ambos aciertan
517,28_em_142,28_em_142.bmp,\frac { 4 4 4 6 7 } { 3 8 9 7 3 },\frac { 4 4 4 6 7 } { 3 8 9 7 3 },ok,,129,243,129,243,\frac { 4 4 4 6 7 } { 3 8 9 7 3 },\frac { 4 4 4 6 7 } { 3 8 9 7 3 },151.24350000002096,315.31780000000253,1,1,Ambos aciertan,\frac { 4 4 4 6 7 } { 3 8 9 7 3 },\frac { 4 4 4 6 7 } { 3 8 9 7 3 },\frac { 4 4 4 6 7 } { 3 8 9 7 3 },1,1,Ambos aciertan
518,514_em_328,514_em_328.bmp,a ^ { p } + b ^ { p } = c ^ { p },a ^ { p } + b ^ { p } = c ^ { p },ok,,127,699,127,699,a ^ { p } + b ^ { p } = c ^ { p },a ^ { p } + b ^ { p } = c ^ { p },169.01119999999992,361.29690000001347,1,1,Ambos aciertan,a ^ { p } + b ^ { p } = c ^ { p },a ^ { p } + b ^ { p } = c ^ { p },a ^ { p } + b ^ { p } = c ^ { p },1,1,Ambos aciertan
519,RIT_2014_195,RIT_2014_195.bmp,\sqrt [ m ] { \sqrt [ n ] { x } },\sqrt [ m ] { \sqrt [ n ] { x } },ok,,80,140,80,140,\sqrt { \sqrt { x } },\sqrt [ n ] { \sqrt { x } },20.428199999969365,163.71279999998478,0,0,Ambos fallan,\sqrt [ m ] { \sqrt [ n ] { x } },\sqrt { \sqrt { x } },\sqrt [ n ] { \sqrt { x } },0,0,Ambos fallan
520,RIT_2014_134,RIT_2014_134.bmp,( a + x ) - ( b + y ) = ( a - b ),( a + x ) - ( b + y ) = ( a - b ),ok,,78,372,78,372,( a + x ) - ( b + y ) = ( a - b ),( a + x ) - ( b + y ) = ( a - b ),90.84930000000213,286.6396000000009,1,1,Ambos aciertan,( a + x ) - ( b + y ) = ( a - b ),( a + x ) - ( b + y ) = ( a - b ),( a + x ) - ( b + y ) = ( a - b ),1,1,Ambos aciertan
521,RIT_2014_91,RIT_2014_91.bmp,\sum _ { r = 1 } ^ { n } r ^ { 3 },\sum \limits _ { r = 1 } ^ { n } r ^ { 3 },ok,,155,173,155,173,\sum _ { r = 1 } ^ { n } r ^ { 3 },\sum \limits _ { r = 1 } ^ { n } r ^ { 3 },160.37849999997889,303.5289999999691,1,1,Ambos aciertan,\sum _ { r = 1 } ^ { n } r ^ { 3 },\sum _ { r = 1 } ^ { n } r ^ { 3 },\sum _ { r = 1 } ^ { n } r ^ { 3 },1,1,Ambos aciertan
522,36_em_32,36_em_32.bmp,\lim _ { x \rightarrow 0 } f ( x ),\lim \limits _ { x \rightarrow 0 } f ( x ),ok,,103,190,103,190,\lim _ { x \rightarrow 0 } f ( x ),\lim \limits _ { x \rightarrow 0 } f ( x ),156.45979999999327,264.30529999998953,1,1,Ambos aciertan,\lim _ { x \rightarrow 0 } f ( x ),\lim _ { x \rightarrow 0 } f ( x ),\lim _ { x \rightarrow 0 } f ( x ),1,1,Ambos aciertan
523,514_em_344,514_em_344.bmp,H = H _ { 1 } + H _ { 2 } + \ldots,H = H _ { 1 } + H _ { 2 } + \ldots,ok,,92,558,92,558,H = H _ { 1 } + H _ { 2 } + \ldots,H = H _ { 1 } + H _ { 2 } + \ldots,173.24199999995926,361.9735999999989,1,1,Ambos aciertan,H = H _ { 1 } + H _ { 2 } + \ldots,H = H _ { 1 } + H _ { 2 } + \ldots,H = H _ { 1 } + H _ { 2 } + \ldots,1,1,Ambos aciertan
524,RIT_2014_295,RIT_2014_295.bmp,\lim _ { y \rightarrow x } f ( x ),\lim \limits _ { y \rightarrow x } f ( x ),ok,,133,254,133,254,\lim _ { y \rightarrow x } f ( x ),\lim \limits _ { y \rightarrow x } f ( x ),98.96359999999049,178.2617000000073,1,1,Ambos aciertan,\lim _ { y \rightarrow x } f ( x ),\lim _ { y \rightarrow x } f ( x ),\lim _ { y \rightarrow x } f ( x ),1,1,Ambos aciertan
