id,latex,linea_caption,imagen_existe,n_tokens,n_caracteres,ecuacion_vacia,archivo_imagen,ancho,alto,modo,formato,bytes,tinta_media,fraccion_tinta,bbox_ancho,bbox_alto,ocupacion_bbox,error_imagen,pixeles,relacion_aspecto,megapixeles,kilobytes,atipico_ancho,atipico_alto,atipico_relacion_aspecto,atipico_pixeles,atipico_fraccion_tinta,llaves_balanceadas,balance_final_llaves,profundidad_max_llaves,n_comandos,n_tokens_raros,proporcion_tokens_raros,grupo_longitud
32_em_222,\frac { d a } { d c } = \frac { c } { a },221,True,17,41,False,32_em_222_0.bmp,275,103,L,BMP,29506,0.9185878038406372,0.9185878199470432,275,103,1.0,,28325,2.6699029126213594,0.028325,28.814453125,False,False,False,False,False,True,0,1,2,0,0.0,Q3
32_em_223,( \pi ),222,True,3,7,False,32_em_223_0.bmp,81,70,L,BMP,6958,0.8677248954772949,0.8677248677248677,81,70,1.0,,5670,1.1571428571428573,0.00567,6.794921875,False,False,False,False,False,True,0,0,1,0,0.0,Q1 corta
32_em_224,z = \sqrt { 3 } ( \sqrt { 2 } + i ),223,True,14,35,False,32_em_224_0.bmp,234,87,L,BMP,21610,0.9123685956001282,0.9123686020237745,234,87,1.0,,20358,2.689655172413793,0.020358,21.103515625,False,False,False,False,False,True,0,1,2,0,0.0,Q3
34_em_225,x ^ { 3 } + 3 x ^ { 2 } y + 3 x y ^ { 2 } + y ^ { 3 },224,True,27,53,False,34_em_225_0.bmp,465,99,L,BMP,47410,0.9174323678016663,0.9174323884001303,465,99,1.0,,46035,4.696969696969697,0.046035,46.298828125,False,False,False,False,False,True,0,1,0,0,0.0,Q4 larga
34_em_226,t - s,225,True,3,5,False,34_em_226_0.bmp,119,62,L,BMP,8518,0.9293846487998962,0.9293846570886419,119,62,1.0,,7378,1.9193548387096775,0.007378,8.318359375,False,False,False,False,False,True,0,0,0,0,0.0,Q1 corta
34_em_227,6 5 8 8,226,True,4,7,False,34_em_227_0.bmp,123,60,L,BMP,8518,0.8325203061103821,0.832520325203252,123,60,1.0,,7380,2.05,0.00738,8.318359375,False,False,False,False,True,True,0,0,0,0,0.0,Q1 corta
34_em_228,- y - 5 ( 1 ),227,True,7,13,False,34_em_228_0.bmp,155,69,L,BMP,11842,0.9080879092216492,0.9080878915381019,155,69,1.0,,10695,2.246376811594203,0.010695,11.564453125,False,False,False,False,False,True,0,0,0,0,0.0,Q2
34_em_229,1 / t,228,True,3,5,False,34_em_229_0.bmp,64,66,L,BMP,5302,0.9019886255264282,0.9019886363636364,64,66,1.0,,4224,0.9696969696969697,0.004224,5.177734375,False,False,False,False,False,True,0,0,0,0,0.0,Q1 corta
34_em_230,( a + b ) ^ { 2 } = a ^ { 2 } + 2 a b + b ^ { 2 },229,True,25,49,False,34_em_230_0.bmp,464,99,L,BMP,47014,0.9263322949409485,0.9263322884012539,464,99,1.0,,45936,4.686868686868687,0.045936,45.912109375,False,False,False,False,False,True,0,1,0,0,0.0,Q4 larga
34_em_231,q _ { e q } = 1 - p _ { e q },230,True,15,29,False,34_em_231_0.bmp,231,81,L,BMP,19870,0.9021965861320496,0.9021965688632355,231,81,1.0,,18711,2.8518518518518516,0.018711,19.404296875,False,False,False,False,False,True,0,1,0,0,0.0,Q3
34_em_232,t _ { \theta } ^ { - 1 } = t _ { - \theta },231,True,17,43,False,34_em_232_0.bmp,222,85,L,BMP,20118,0.9190778732299805,0.9190779014308426,222,85,1.0,,18870,2.611764705882353,0.01887,19.646484375,False,False,False,False,False,True,0,1,2,0,0.0,Q3
34_em_233,f ( 5 ) = 2 5 = f ( - 5 ),232,True,13,25,False,34_em_233_0.bmp,222,72,L,BMP,17206,0.8910160064697266,0.891016016016016,222,72,1.0,,15984,3.0833333333333335,0.015984,16.802734375,False,False,False,False,False,True,0,0,0,0,0.0,Q2
34_em_234,\int _ { 0 } ^ { \pi } ( \sin ( t ) - t ) d t = 2 - \frac { 1 } { 2 } \pi ^ { 2 },233,True,34,81,False,34_em_234_0.bmp,377,129,L,BMP,50098,0.9317130446434021,0.9317130343593856,377,129,1.0,,48633,2.9224806201550386,0.048633,48.923828125,False,False,False,False,False,True,0,1,5,0,0.0,Q4 larga
34_em_235,1 - w,234,True,3,5,False,34_em_235_0.bmp,107,56,L,BMP,7126,0.9085447192192078,0.9085447263017357,107,56,1.0,,5992,1.9107142857142858,0.005992,6.958984375,False,False,False,False,False,True,0,0,0,0,0.0,Q1 corta
34_em_236,\frac { 1 } { 2 5 } [ y ^ { 2 } - 8 y + 1 6 - 1 6 ],235,True,24,51,False,34_em_236_0.bmp,277,79,L,BMP,23198,0.8783530592918396,0.878353059452543,277,79,1.0,,21883,3.5063291139240507,0.021883,22.654296875,False,False,False,False,False,True,0,1,1,0,0.0,Q4 larga
34_em_237,\frac { ( n + 1 ) ( ( n + 1 ) + 1 ) } { 2 },236,True,20,43,False,34_em_237_0.bmp,265,141,L,BMP,38866,0.9178643226623535,0.9178643115214773,265,141,1.0,,37365,1.8794326241134751,0.037365,37.955078125,False,False,False,False,False,True,0,1,1,0,0.0,Q3
34_em_238,x _ { 1 } + x _ { 2 } + \cdots + x _ { n } \neq 0,237,True,21,49,False,34_em_238_0.bmp,478,101,L,BMP,49558,0.9418368339538574,0.9418368615104188,478,101,1.0,,48278,4.732673267326732,0.048278,48.396484375,False,False,False,False,False,True,0,1,2,0,0.0,Q3
34_em_239,\Delta x \Delta k \geq 1 / 2,238,True,8,28,False,34_em_239_0.bmp,221,87,L,BMP,20566,0.8971238136291504,0.8971238362719093,221,87,1.0,,19227,2.5402298850574714,0.019227,20.083984375,False,False,False,False,False,True,0,0,3,2,0.25,Q2
34_em_240,\cos ( 3 x ) = 4 \cos ^ { 3 } ( x ) - 3 \cos ( x ),239,True,21,50,False,34_em_240_0.bmp,578,120,L,BMP,70678,0.9382064342498779,0.93820645905421,578,120,1.0,,69360,4.816666666666666,0.06936,69.021484375,False,False,False,False,False,True,0,1,3,0,0.0,Q3
34_em_241,\phi ( \phi ( n ) ),240,True,7,19,False,34_em_241_0.bmp,125,72,L,BMP,10294,0.8597777485847473,0.8597777777777778,125,72,1.0,,9000,1.7361111111111112,0.009,10.052734375,False,False,False,False,False,True,0,0,2,0,0.0,Q2
34_em_242,\frac { x ^ { 2 } } { x ^ { 2 } } \frac { x + 1 } { x + 2 },241,True,26,59,False,34_em_242_0.bmp,370,179,L,BMP,67666,0.9386078715324402,0.9386078816246414,370,179,1.0,,66230,2.0670391061452515,0.06623,66.080078125,False,False,False,False,False,True,0,2,2,0,0.0,Q4 larga
34_em_243,\frac { 1 } { \sqrt { \pi } } \sqrt { \pi } = 1,242,True,16,47,False,34_em_243_0.bmp,243,103,L,BMP,26210,0.9203324317932129,0.9203324143992968,243,103,1.0,,25029,2.3592233009708736,0.025029,25.595703125,False,False,False,False,False,True,0,2,5,0,0.0,Q3
34_em_244,\frac { 1 0 } { 3 } = 3 . 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 \ldots,243,True,27,62,False,34_em_244_0.bmp,647,140,L,BMP,91798,0.9468315243721008,0.9468315301391036,647,140,1.0,,90580,4.621428571428571,0.09058,89.646484375,False,False,False,False,False,True,0,1,2,0,0.0,Q4 larga
34_em_245,r \rightarrow \infty,244,True,3,20,False,34_em_245_0.bmp,167,64,L,BMP,11830,0.9028817415237427,0.9028817365269461,167,64,1.0,,10688,2.609375,0.010688,11.552734375,False,False,False,False,False,True,0,0,2,0,0.0,Q1 corta
34_em_246,v = ( v _ { x } v _ { y } v _ { z } ),245,True,19,37,False,34_em_246_0.bmp,218,93,L,BMP,21538,0.9113149642944336,0.9113149847094801,218,93,1.0,,20274,2.3440860215053765,0.020274,21.033203125,False,False,False,False,False,True,0,1,0,0,0.0,Q3
34_em_247,( \sum _ { k = 1 } ^ { n } a _ { k } ) ^ { \frac { 1 } { 2 } } \leq \sum _ { k = 1 } ^ { n } a _ { k } ^ { \frac { 1 } { 2 } },246,True,55,126,False,34_em_247_0.bmp,353,138,L,BMP,50206,0.909820556640625,0.9098205854579793,353,138,1.0,,48714,2.5579710144927534,0.048714,49.029296875,False,False,False,False,False,True,0,2,5,0,0.0,Q4 larga
34_em_248,q _ { i } + a,247,True,7,13,False,34_em_248_0.bmp,143,74,L,BMP,11734,0.9135324358940125,0.9135324135324135,143,74,1.0,,10582,1.9324324324324325,0.010582,11.458984375,False,False,False,False,False,True,0,1,0,0,0.0,Q2
34_em_249,\frac { 2 } { n \pi } ( 1 - \cos ( n \pi ) ),248,True,17,44,False,34_em_249_0.bmp,316,111,L,BMP,36154,0.9195746183395386,0.9195746379290684,316,111,1.0,,35076,2.8468468468468466,0.035076,35.306640625,False,False,False,False,False,True,0,1,4,0,0.0,Q3
35_em_0,2 9 9 7 9 2 4 5 8,249,True,9,17,False,35_em_0_0.bmp,376,66,L,BMP,25894,0.9071969985961914,0.9071969696969697,376,66,1.0,,24816,5.696969696969697,0.024816,25.287109375,False,False,False,False,False,True,0,0,0,0,0.0,Q2
35_em_10,g _ { a b },250,True,6,11,False,35_em_10_0.bmp,103,90,L,BMP,10438,0.8924487829208374,0.8924487594390507,103,90,1.0,,9270,1.1444444444444444,0.00927,10.193359375,False,False,False,False,False,True,0,1,0,0,0.0,Q1 corta
35_em_11,B = C _ { 1 } + C _ { 2 } + \ldots + C _ { n },251,True,21,46,False,35_em_11_0.bmp,596,81,L,BMP,49354,0.9344809055328369,0.9344809014831387,596,81,1.0,,48276,7.3580246913580245,0.048276,48.197265625,False,False,True,False,False,True,0,1,1,0,0.0,Q3
35_em_12,\int \frac { 1 } { p } d p = \int \frac { z } { a } d t,252,True,21,55,False,35_em_12_0.bmp,274,102,L,BMP,29230,0.9194933176040649,0.9194933447831687,274,102,1.0,,27948,2.6862745098039214,0.027948,28.544921875,False,False,False,False,False,True,0,1,4,0,0.0,Q3
35_em_13,( x \times x \times x ) \times ( x \times x ),253,True,13,45,False,35_em_13_0.bmp,462,85,L,BMP,40518,0.9115355014801025,0.9115355233002291,462,85,1.0,,39270,5.435294117647059,0.03927,39.568359375,False,False,False,False,False,True,0,0,4,0,0.0,Q2
35_em_14,x ^ { 3 } ( x - ( 2 x + 3 ) ( 2 x - 3 ) ),254,True,21,41,False,35_em_14_0.bmp,530,77,L,BMP,42042,0.9049742817878723,0.9049742710120069,530,77,1.0,,40810,6.883116883116883,0.04081,41.056640625,False,False,True,False,False,True,0,1,0,0,0.0,Q3
35_em_15,1 \times 1 + 1 \times 2 + 2 \times 2,255,True,11,36,False,35_em_15_0.bmp,625,80,L,BMP,51318,0.9411600232124329,0.94116,625,80,1.0,,50000,7.8125,0.05,50.115234375,False,False,True,False,False,True,0,0,3,0,0.0,Q2
35_em_16,\sum _ { m = 1 } ^ { \infty } \sum _ { n = 1 } ^ { \infty } \frac { m ^ { 2 } n } { 3 ^ { m } ( m 3 ^ { n } + n 3 ^ { m } ) },256,True,53,125,False,35_em_16_0.bmp,630,161,L,BMP,102830,0.9255052804946899,0.9255052745735975,630,161,1.0,,101430,3.9130434782608696,0.10143,100.419921875,False,False,False,True,False,True,0,2,5,0,0.0,Q4 larga
35_em_17,x ^ { 2 } + x + 1,257,True,9,17,False,35_em_17_0.bmp,237,66,L,BMP,16918,0.9126710295677185,0.9126710139368367,237,66,1.0,,15642,3.590909090909091,0.015642,16.521484375,False,False,False,False,False,True,0,1,0,0,0.0,Q2
35_em_18,\pi \int _ { 0 } ^ { 1 } x d x,258,True,13,30,False,35_em_18_0.bmp,185,138,L,BMP,27022,0.9396787881851196,0.9396788092440266,185,138,1.0,,25530,1.3405797101449275,0.02553,26.388671875,False,False,False,False,False,True,0,1,2,0,0.0,Q2
35_em_19,2 \div 3,259,True,3,8,False,35_em_19_0.bmp,172,72,L,BMP,13462,0.9249030947685242,0.9249031007751938,172,72,1.0,,12384,2.388888888888889,0.012384,13.146484375,False,False,False,False,False,True,0,0,1,0,0.0,Q1 corta
35_em_1,E P E,260,True,3,5,False,35_em_1_0.bmp,149,62,L,BMP,10502,0.8876380324363708,0.887638016886772,149,62,1.0,,9238,2.403225806451613,0.009238,10.255859375,False,False,False,False,False,True,0,0,0,0,0.0,Q1 corta
35_em_20,\sqrt { 3 8 },261,True,5,13,False,35_em_20_0.bmp,107,71,L,BMP,8746,0.8811373114585876,0.8811372910359352,107,71,1.0,,7597,1.5070422535211268,0.007597,8.541015625,False,False,False,False,False,True,0,1,1,0,0.0,Q1 corta
35_em_21,- \sin \theta,262,True,3,13,False,35_em_21_0.bmp,354,103,L,BMP,37746,0.9398003220558167,0.9398003400800834,354,103,1.0,,36462,3.436893203883495,0.036462,36.861328125,False,False,False,False,False,True,0,0,2,0,0.0,Q1 corta
35_em_22,x - \pi ( x ),263,True,6,13,False,35_em_22_0.bmp,206,68,L,BMP,15222,0.9039834141731262,0.9039834380354084,206,68,1.0,,14008,3.0294117647058822,0.014008,14.865234375,False,False,False,False,False,True,0,0,1,0,0.0,Q1 corta
35_em_23,y = y _ { o } + m ( x - x _ { o } ),264,True,18,35,False,35_em_23_0.bmp,319,91,L,BMP,30198,0.9164628386497498,0.9164628474973302,319,91,1.0,,29029,3.5054945054945055,0.029029,29.490234375,False,False,False,False,False,True,0,1,0,0,0.0,Q3
35_em_24,\sqrt { ( \frac { \Delta x } { x } ) ^ { 2 } + ( \frac { \Delta y } { y } ) ^ { 2 } },265,True,32,85,False,35_em_24_0.bmp,214,107,L,BMP,24190,0.8663201928138733,0.866320202637785,214,107,1.0,,22898,2.0,0.022898,23.623046875,False,False,False,False,False,True,0,2,5,2,0.0625,Q4 larga
35_em_2,( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),266,True,24,47,False,35_em_2_0.bmp,359,98,L,BMP,36358,0.892615556716919,0.8926155420385424,359,98,1.0,,35182,3.663265306122449,0.035182,35.505859375,False,False,False,False,False,True,0,1,0,0,0.0,Q4 larga
35_em_3,\beta ( F ),267,True,4,11,False,35_em_3_0.bmp,96,63,L,BMP,7126,0.8753306865692139,0.8753306878306878,96,63,1.0,,6048,1.5238095238095237,0.006048,6.958984375,False,False,False,False,False,True,0,0,1,0,0.0,Q1 corta
35_em_4,w _ { 1 } + w _ { 2 },268,True,11,21,False,35_em_4_0.bmp,209,83,L,BMP,18674,0.9194096922874451,0.9194096962010723,209,83,1.0,,17347,2.5180722891566263,0.017347,18.236328125,False,False,False,False,False,True,0,1,0,0,0.0,Q2
35_em_5,"E / [ E , E ]",269,True,7,13,False,35_em_5_0.bmp,172,67,L,BMP,12602,0.8805102109909058,0.8805102395001736,172,67,1.0,,11524,2.5671641791044775,0.011524,12.306640625,False,False,False,False,False,True,0,0,0,0,0.0,Q2
35_em_6,1 5 \div 5 = 3,270,True,6,14,False,35_em_6_0.bmp,227,69,L,BMP,16810,0.9290046691894531,0.9290046606652621,227,69,1.0,,15663,3.289855072463768,0.015663,16.416015625,False,False,False,False,False,True,0,0,1,0,0.0,Q1 corta
35_em_7,\sin ( - 4 5 ) = - \sin 4 5,271,True,11,27,False,35_em_7_0.bmp,485,86,L,BMP,43046,0.9252217411994934,0.9252217693598658,485,86,1.0,,41710,5.6395348837209305,0.04171,42.037109375,False,False,False,False,False,True,0,0,2,0,0.0,Q2
35_em_8,\lim _ { z \rightarrow z _ { 0 } } f ( z ) = k,272,True,17,46,False,35_em_8_0.bmp,291,86,L,BMP,26190,0.8923519253730774,0.8923519539678734,291,86,1.0,,25026,3.383720930232558,0.025026,25.576171875,False,False,False,False,False,True,0,2,2,0,0.0,Q3
35_em_9,\sin ( \theta ) = \sin \theta,273,True,7,29,False,35_em_9_0.bmp,446,89,L,BMP,40950,0.9252027869224548,0.9252028014309468,446,89,1.0,,39694,5.01123595505618,0.039694,39.990234375,False,False,False,False,False,True,0,0,4,0,0.0,Q2
36_em_25,\frac { a ^ { 2 } } { a + \sqrt { a } },274,True,16,39,False,36_em_25_0.bmp,289,219,L,BMP,65026,0.9503878951072693,0.9503878908533598,289,219,1.0,,63291,1.3196347031963471,0.063291,63.501953125,False,True,False,False,False,True,0,2,2,0,0.0,Q3
36_em_26,\sum _ { n = 1 } ^ { 5 } ( 2 n + 1 ),275,True,17,36,False,36_em_26_0.bmp,204,151,L,BMP,31882,0.9302363395690918,0.9302363329437735,204,151,1.0,,30804,1.3509933774834437,0.030804,31.134765625,False,False,False,False,False,True,0,1,1,0,0.0,Q3
36_em_27,f _ { d } = \frac { A _ { m a x } - A } { A _ { m a x } - A _ { m i n } },276,True,35,73,False,36_em_27_0.bmp,438,180,L,BMP,80278,0.935007631778717,0.9350076103500761,438,180,1.0,,78840,2.433333333333333,0.07884,78.396484375,False,False,False,False,False,True,0,2,1,0,0.0,Q4 larga
36_em_28,1 2 \div 3,277,True,4,10,False,36_em_28_0.bmp,141,59,L,BMP,9574,0.9121288657188416,0.9121288616420243,141,59,1.0,,8319,2.389830508474576,0.008319,9.349609375,False,False,False,False,False,True,0,0,1,0,0.0,Q1 corta
36_em_29,C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 },278,True,21,41,False,36_em_29_0.bmp,285,80,L,BMP,24118,0.9148684144020081,0.9148684210526316,285,80,1.0,,22800,3.5625,0.0228,23.552734375,False,False,False,False,False,True,0,1,0,0,0.0,Q3
36_em_30,\tan \gamma _ { i },279,True,6,19,False,36_em_30_0.bmp,168,97,L,BMP,17374,0.9188144207000732,0.9188144329896907,168,97,1.0,,16296,1.731958762886598,0.016296,16.966796875,False,False,False,False,False,True,0,1,2,0,0.0,Q1 corta
36_em_31,\frac { \sqrt { 1 6 2 } } { \sqrt { 2 0 0 } },280,True,17,45,False,36_em_31_0.bmp,173,172,L,BMP,31350,0.9056661128997803,0.9056660841510956,173,172,1.0,,29756,1.005813953488372,0.029756,30.615234375,False,False,False,False,False,True,0,2,3,0,0.0,Q3
36_em_32,\lim _ { x \rightarrow 0 } f ( x ),281,True,11,34,False,36_em_32_0.bmp,190,103,L,BMP,20854,0.8921307921409607,0.8921308124680634,190,103,1.0,,19570,1.8446601941747574,0.01957,20.365234375,False,False,False,False,False,True,0,1,2,0,0.0,Q2
36_em_33,\beta _ { 0 } ( 1 ) + \beta _ { 1 } ( i ) + \beta _ { 2 } ( j ) + \beta _ { 3 } ( k ),282,True,35,85,False,36_em_33_0.bmp,462,89,L,BMP,42374,0.905126690864563,0.905126708497495,462,89,1.0,,41118,5.191011235955056,0.041118,41.380859375,False,False,False,False,False,True,0,1,4,0,0.0,Q4 larga
36_em_34,\sqrt { 2 } \sqrt { 2 } = 2,283,True,10,27,False,36_em_34_0.bmp,200,65,L,BMP,14078,0.9109230637550354,0.910923076923077,200,65,1.0,,13000,3.076923076923077,0.013,13.748046875,False,False,False,False,False,True,0,1,2,0,0.0,Q2
36_em_35,z _ { 1 } z _ { 2 },284,True,10,19,False,36_em_35_0.bmp,118,77,L,BMP,10318,0.9174554347991943,0.9174554259300022,118,77,1.0,,9086,1.5324675324675325,0.009086,10.076171875,False,False,False,False,False,True,0,1,0,0,0.0,Q2
36_em_36,L _ { t } = L + L = 2 L,285,True,12,23,False,36_em_36_0.bmp,289,83,L,BMP,25314,0.9398841261863708,0.9398841038896069,289,83,1.0,,23987,3.4819277108433737,0.023987,24.720703125,False,False,False,False,False,True,0,1,0,0,0.0,Q2
36_em_37,- f ( - x ),286,True,6,11,False,36_em_37_0.bmp,113,68,L,BMP,8966,0.9072098135948181,0.907209786569495,113,68,1.0,,7684,1.661764705882353,0.007684,8.755859375,False,False,False,False,False,True,0,0,0,0,0.0,Q1 corta
36_em_38,2 4 \pi,287,True,3,7,False,36_em_38_0.bmp,118,58,L,BMP,8038,0.8905611038208008,0.8905610753945061,118,58,1.0,,6844,2.0344827586206895,0.006844,7.849609375,False,False,False,False,False,True,0,0,1,0,0.0,Q1 corta
36_em_39,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = 1 + 2 + 3,288,True,22,47,False,36_em_39_0.bmp,462,132,L,BMP,62326,0.9394431114196777,0.9394431326249508,462,132,1.0,,60984,3.5,0.060984,60.865234375,False,False,False,False,False,True,0,1,1,0,0.0,Q3
36_em_40,\frac { 1 5 ! } { 1 0 ! 5 ! },289,True,13,29,False,36_em_40_0.bmp,254,208,L,BMP,54326,0.9472478628158569,0.9472478800726832,254,208,1.0,,52832,1.2211538461538463,0.052832,53.052734375,False,True,False,False,False,True,0,1,1,0,0.0,Q2
36_em_41,y = C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 } + \ldots + C _ { n } y _ { n },290,True,36,76,False,36_em_41_0.bmp,527,91,L,BMP,49126,0.9308755993843079,0.9308755760368663,527,91,1.0,,47957,5.791208791208791,0.047957,47.974609375,False,False,False,False,False,True,0,1,1,0,0.0,Q4 larga
36_em_42,m \times p,291,True,3,10,False,36_em_42_0.bmp,153,76,L,BMP,12934,0.9127107262611389,0.9127106983144135,153,76,1.0,,11628,2.013157894736842,0.011628,12.630859375,False,False,False,False,False,True,0,0,1,0,0.0,Q1 corta
36_em_43,"( x ^ { \prime } , t ^ { \prime } )",292,True,13,35,False,36_em_43_0.bmp,157,90,L,BMP,15478,0.9246992468833923,0.9246992215145081,157,90,1.0,,14130,1.7444444444444445,0.01413,15.115234375,False,False,False,False,False,True,0,1,2,0,0.0,Q2
36_em_44,p \geq 1,293,True,3,8,False,36_em_44_0.bmp,118,68,L,BMP,9238,0.9127616882324219,0.9127617148554337,118,68,1.0,,8024,1.7352941176470589,0.008024,9.021484375,False,False,False,False,False,True,0,0,1,0,0.0,Q1 corta
36_em_45,x + ( - x ) \geq 0 + ( - x ),294,True,13,28,False,36_em_45_0.bmp,346,82,L,BMP,29614,0.9208374619483948,0.9208374453686733,346,82,1.0,,28372,4.219512195121951,0.028372,28.919921875,False,False,False,False,False,True,0,0,1,0,0.0,Q2
36_em_46,x \neq 4,295,True,3,8,False,36_em_46_0.bmp,117,71,L,BMP,9598,0.9097146987915039,0.9097146984470929,117,71,1.0,,8307,1.647887323943662,0.008307,9.373046875,False,False,False,False,False,True,0,0,1,0,0.0,Q1 corta
36_em_47,7 0 ^ { o },296,True,6,11,False,36_em_47_0.bmp,97,86,L,BMP,9678,0.9182450175285339,0.9182450251738192,97,86,1.0,,8342,1.127906976744186,0.008342,9.451171875,False,False,False,False,False,True,0,1,0,0,0.0,Q1 corta
36_em_48,\sum _ { k } j [ k ],297,True,9,20,False,36_em_48_0.bmp,155,102,L,BMP,16990,0.9127134680747986,0.9127134724857685,155,102,1.0,,15810,1.5196078431372548,0.01581,16.591796875,False,False,False,False,False,True,0,1,1,0,0.0,Q2
36_em_49,1 . 6 9 4 6 9 6 1,298,True,9,17,False,36_em_49_0.bmp,221,64,L,BMP,15414,0.9030684232711792,0.9030684389140271,221,64,1.0,,14144,3.453125,0.014144,15.052734375,False,False,False,False,False,True,0,0,0,0,0.0,Q2
37_em_0,g _ { \theta } = g \sin \theta,299,True,9,30,False,37_em_0_0.bmp,238,86,L,BMP,21718,0.9010162353515625,0.9010162204416651,238,86,1.0,,20468,2.7674418604651163,0.020468,21.208984375,False,False,False,False,False,True,0,1,3,0,0.0,Q2
37_em_10,\frac { X } { V },300,True,7,17,False,37_em_10_0.bmp,88,127,L,BMP,12254,0.9273443222045898,0.927344309234073,88,127,1.0,,11176,0.6929133858267716,0.011176,11.966796875,False,False,False,False,False,True,0,1,1,0,0.0,Q2
37_em_11,w ^ { - 2 },301,True,6,11,False,37_em_11_0.bmp,94,67,L,BMP,7510,0.9083836078643799,0.9083836138456652,94,67,1.0,,6298,1.4029850746268657,0.006298,7.333984375,False,False,False,False,False,True,0,1,0,0,0.0,Q1 corta
37_em_12,u ( x _ { b } ) = u _ { b } ( x _ { b } ),302,True,21,41,False,37_em_12_0.bmp,230,82,L,BMP,20102,0.8936903476715088,0.8936903499469777,230,82,1.0,,18860,2.8048780487804876,0.01886,19.630859375,False,False,False,False,False,True,0,1,0,0,0.0,Q3
37_em_13,8 0 ^ { o },303,True,6,11,False,37_em_13_0.bmp,99,79,L,BMP,8978,0.8932361602783203,0.8932361590589438,99,79,1.0,,7821,1.2531645569620253,0.007821,8.767578125,False,False,False,False,False,True,0,1,0,0,0.0,Q1 corta
37_em_14,\lim _ { x \rightarrow 0 } f ( x ) = 0,304,True,13,38,False,37_em_14_0.bmp,233,102,L,BMP,25150,0.9024657011032104,0.9024657073129682,233,102,1.0,,23766,2.284313725490196,0.023766,24.560546875,False,False,False,False,False,True,0,1,2,0,0.0,Q2
37_em_15,u \geq 0,305,True,3,8,False,37_em_15_0.bmp,105,63,L,BMP,7882,0.8935751914978027,0.8935752078609221,105,63,1.0,,6615,1.6666666666666667,0.006615,7.697265625,False,False,False,False,False,True,0,0,1,0,0.0,Q1 corta
37_em_16,8 \sqrt { 5 },306,True,5,13,False,37_em_16_0.bmp,92,67,L,BMP,7242,0.8838416337966919,0.8838416612589228,92,67,1.0,,6164,1.373134328358209,0.006164,7.072265625,False,False,False,False,False,True,0,1,1,0,0.0,Q1 corta
37_em_17,a \sqrt { b } \pm c \sqrt { b } = ( a \pm c ) \sqrt { b },307,True,21,57,False,37_em_17_0.bmp,389,87,L,BMP,35182,0.9093165397644043,0.9093165499512454,389,87,1.0,,33843,4.471264367816092,0.033843,34.357421875,False,False,False,False,False,True,0,1,5,0,0.0,Q3
37_em_18,\frac { x \times x \times x \times x } { x \times x } = x \times x = x ^ { 2 },308,True,25,78,False,37_em_18_0.bmp,612,129,L,BMP,80026,0.9213279485702515,0.9213279627096317,612,129,1.0,,78948,4.744186046511628,0.078948,78.150390625,False,False,False,False,False,True,0,1,6,0,0.0,Q4 larga
37_em_19,- \frac { \sqrt { 2 - \sqrt { 2 } } } { 2 },309,True,16,43,False,37_em_19_0.bmp,238,123,L,BMP,30598,0.9171278476715088,0.9171278267404522,238,123,1.0,,29274,1.934959349593496,0.029274,29.880859375,False,False,False,False,False,True,0,3,3,0,0.0,Q3
37_em_1,p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },310,True,24,47,False,37_em_1_0.bmp,332,85,L,BMP,29298,0.9178951382637024,0.9178951098511694,332,85,1.0,,28220,3.9058823529411764,0.02822,28.611328125,False,False,False,False,False,True,0,1,0,0,0.0,Q4 larga
37_em_20,0 . 9 - 0 . 9 = 0,311,True,9,17,False,37_em_20_0.bmp,235,63,L,BMP,15946,0.9113137722015381,0.9113137453562985,235,63,1.0,,14805,3.7301587301587302,0.014805,15.572265625,False,False,False,False,False,True,0,0,0,0,0.0,Q2
37_em_21,( I - T ) ^ { - 1 } = I + T + T ^ { 2 } + T ^ { 3 },312,True,26,51,False,37_em_21_0.bmp,409,104,L,BMP,43926,0.9340558648109436,0.934055858566861,409,104,1.0,,42536,3.9326923076923075,0.042536,42.896484375,False,False,False,False,False,True,0,1,0,0,0.0,Q4 larga
37_em_22,\int X ( x ) e ^ { - a x } a ^ { x } d x,313,True,19,40,False,37_em_22_0.bmp,263,100,L,BMP,27478,0.904030442237854,0.9040304182509505,263,100,1.0,,26300,2.63,0.0263,26.833984375,False,False,False,False,False,True,0,1,1,0,0.0,Q3
37_em_23,\sum p _ { i } = \sum p _ { f },314,True,13,31,False,37_em_23_0.bmp,195,103,L,BMP,21266,0.9155588746070862,0.9155588747821758,195,103,1.0,,20085,1.8932038834951457,0.020085,20.767578125,False,False,False,False,False,True,0,1,2,0,0.0,Q2
37_em_24,\lim _ { n \rightarrow \infty } \frac { 2 } { n } \sum _ { i = 1 } ^ { n } \frac { 4 i ^ { 2 } } { n ^ { 2 } },315,True,41,110,False,37_em_24_0.bmp,402,172,L,BMP,70566,0.9279908537864685,0.9279908596552123,402,172,1.0,,69144,2.3372093023255816,0.069144,68.912109375,False,False,False,False,False,True,0,2,6,0,0.0,Q4 larga
