id,archivo_modelo1,archivo_modelo2,bytes_modelo1,bytes_modelo2,ancho_modelo1,alto_modelo1,ancho_modelo2,alto_modelo2,modo_modelo1,modo_modelo2,sha256_modelo1,sha256_modelo2,hash_igual,misma_forma_pixeles,pixeles_iguales,mae_pixeles,max_diferencia_pixel,mismas_dimensiones,mismo_tamano_bytes
34_em_246,34_em_246_0.bmp,34_em_246.bmp,21538,21538,218,93,218,93,L,L,3552c858c94d700d51c457b8be04beaf9b6d1737a3871e5caba0ae0bcfc1afe2,3552c858c94d700d51c457b8be04beaf9b6d1737a3871e5caba0ae0bcfc1afe2,True,True,True,0.0,0,True,True
34_em_247,34_em_247_0.bmp,34_em_247.bmp,50206,50206,353,138,353,138,L,L,9899b934a3681c34c8cf28a9cae9e7f95f403d2e5ffe826b5e3d11ba5016bb2d,9899b934a3681c34c8cf28a9cae9e7f95f403d2e5ffe826b5e3d11ba5016bb2d,True,True,True,0.0,0,True,True
34_em_248,34_em_248_0.bmp,34_em_248.bmp,11734,11734,143,74,143,74,L,L,2d30acbdb05c09c05a34f09b8e74841d1778a2368ce6c2357f858b138031af8d,2d30acbdb05c09c05a34f09b8e74841d1778a2368ce6c2357f858b138031af8d,True,True,True,0.0,0,True,True
34_em_249,34_em_249_0.bmp,34_em_249.bmp,36154,36154,316,111,316,111,L,L,0c2d65c409fd254677804a87ff8a8c3d877534c493c01e17e9446a2f2e074aee,0c2d65c409fd254677804a87ff8a8c3d877534c493c01e17e9446a2f2e074aee,True,True,True,0.0,0,True,True
35_em_0,35_em_0_0.bmp,35_em_0.bmp,25894,25894,376,66,376,66,L,L,5a5e805cf3c8ffebbd9695001e488143b07c5391a104328efe0127cc1290785c,5a5e805cf3c8ffebbd9695001e488143b07c5391a104328efe0127cc1290785c,True,True,True,0.0,0,True,True
35_em_1,35_em_1_0.bmp,35_em_1.bmp,10502,10502,149,62,149,62,L,L,0507b0f8f053d7a1e4cb7edb022359735c8929214645cd40d3b1a1da29bace24,0507b0f8f053d7a1e4cb7edb022359735c8929214645cd40d3b1a1da29bace24,True,True,True,0.0,0,True,True
35_em_10,35_em_10_0.bmp,35_em_10.bmp,10438,10438,103,90,103,90,L,L,38358fa22a69522822b7d49b5480d0cdd0e33f9af023b579c5f92b77f8d46979,38358fa22a69522822b7d49b5480d0cdd0e33f9af023b579c5f92b77f8d46979,True,True,True,0.0,0,True,True
35_em_11,35_em_11_0.bmp,35_em_11.bmp,49354,49354,596,81,596,81,L,L,e75af9b08c3fc43193372223d9e1d2655c5cd2983f09319a47a50c93ebc7077e,e75af9b08c3fc43193372223d9e1d2655c5cd2983f09319a47a50c93ebc7077e,True,True,True,0.0,0,True,True
35_em_12,35_em_12_0.bmp,35_em_12.bmp,29230,29230,274,102,274,102,L,L,df812738e6ed9dce3113c671929adf37aa3cb9fe39a3e566ce6dd2a8bc5f8f63,df812738e6ed9dce3113c671929adf37aa3cb9fe39a3e566ce6dd2a8bc5f8f63,True,True,True,0.0,0,True,True
35_em_13,35_em_13_0.bmp,35_em_13.bmp,40518,40518,462,85,462,85,L,L,b79fe64a5d38bb0e3093fd7ff02a8c24d2ced9e7820d0c0fe2d91e477ca2a415,b79fe64a5d38bb0e3093fd7ff02a8c24d2ced9e7820d0c0fe2d91e477ca2a415,True,True,True,0.0,0,True,True
35_em_14,35_em_14_0.bmp,35_em_14.bmp,42042,42042,530,77,530,77,L,L,9ecff431f0ccd169a712f741d93d768d87a4193a2f9218b71663fa2b1536898c,9ecff431f0ccd169a712f741d93d768d87a4193a2f9218b71663fa2b1536898c,True,True,True,0.0,0,True,True
35_em_15,35_em_15_0.bmp,35_em_15.bmp,51318,51318,625,80,625,80,L,L,47f123c17d2e8fde625c4c7513e16ba85ba328192606faf2d72882698e337f9e,47f123c17d2e8fde625c4c7513e16ba85ba328192606faf2d72882698e337f9e,True,True,True,0.0,0,True,True
35_em_16,35_em_16_0.bmp,35_em_16.bmp,102830,102830,630,161,630,161,L,L,84111e94fdf263c61e665b8719dddb1fe5d19de529a6f422fba0e0127e8deab0,84111e94fdf263c61e665b8719dddb1fe5d19de529a6f422fba0e0127e8deab0,True,True,True,0.0,0,True,True
35_em_17,35_em_17_0.bmp,35_em_17.bmp,16918,16918,237,66,237,66,L,L,f70227a27e716b3ce319382b6e48f830a334118c8bf4973e16b2b85ffc8a8657,f70227a27e716b3ce319382b6e48f830a334118c8bf4973e16b2b85ffc8a8657,True,True,True,0.0,0,True,True
35_em_18,35_em_18_0.bmp,35_em_18.bmp,27022,27022,185,138,185,138,L,L,ca20caf1563493ae02eb1032166c82394c8f00427b29ef01d8c12f5af84ddbd6,ca20caf1563493ae02eb1032166c82394c8f00427b29ef01d8c12f5af84ddbd6,True,True,True,0.0,0,True,True
35_em_19,35_em_19_0.bmp,35_em_19.bmp,13462,13462,172,72,172,72,L,L,fd3422a256b4f4e27e997444d249e65136ff222b3c73e1fe0e5eada07cb91deb,fd3422a256b4f4e27e997444d249e65136ff222b3c73e1fe0e5eada07cb91deb,True,True,True,0.0,0,True,True
35_em_2,35_em_2_0.bmp,35_em_2.bmp,36358,36358,359,98,359,98,L,L,cabbde879edfb707c7d9d036b291ae2f6465b1d77ffa830c6dc28304b2e3f5b2,cabbde879edfb707c7d9d036b291ae2f6465b1d77ffa830c6dc28304b2e3f5b2,True,True,True,0.0,0,True,True
35_em_20,35_em_20_0.bmp,35_em_20.bmp,8746,8746,107,71,107,71,L,L,d7118a22aa96a69534b835e6d57c026b3c8ea352a8c50e50e30964721612c5e2,d7118a22aa96a69534b835e6d57c026b3c8ea352a8c50e50e30964721612c5e2,True,True,True,0.0,0,True,True
35_em_21,35_em_21_0.bmp,35_em_21.bmp,37746,37746,354,103,354,103,L,L,50f0669d5c4050184394c14e949978cbdb95419b8d88e682777eafd95d154820,50f0669d5c4050184394c14e949978cbdb95419b8d88e682777eafd95d154820,True,True,True,0.0,0,True,True
35_em_22,35_em_22_0.bmp,35_em_22.bmp,15222,15222,206,68,206,68,L,L,ecb959e8806cf8239a32247b65b7bc646eed7b50433c6224ceee8d90f99e7df8,ecb959e8806cf8239a32247b65b7bc646eed7b50433c6224ceee8d90f99e7df8,True,True,True,0.0,0,True,True
35_em_23,35_em_23_0.bmp,35_em_23.bmp,30198,30198,319,91,319,91,L,L,828fe84ed5477e9dd1404f2b5ca7bd977c5ae8fa4c885ad783c57896f872de83,828fe84ed5477e9dd1404f2b5ca7bd977c5ae8fa4c885ad783c57896f872de83,True,True,True,0.0,0,True,True
35_em_24,35_em_24_0.bmp,35_em_24.bmp,24190,24190,214,107,214,107,L,L,d7ff3a6f1cd173960479ad9cc78a4b32313c42cfab2412ab2c810cab6d1d3932,d7ff3a6f1cd173960479ad9cc78a4b32313c42cfab2412ab2c810cab6d1d3932,True,True,True,0.0,0,True,True
35_em_3,35_em_3_0.bmp,35_em_3.bmp,7126,7126,96,63,96,63,L,L,e478b643eab45b201890e9df7a85a3de8bdd10d23a5575590c2442cb1439d24c,e478b643eab45b201890e9df7a85a3de8bdd10d23a5575590c2442cb1439d24c,True,True,True,0.0,0,True,True
35_em_4,35_em_4_0.bmp,35_em_4.bmp,18674,18674,209,83,209,83,L,L,ca64c770c3249427f245a7d3f59fcd5e83ee57ebbbd7edb8ac69f5cbede3ac4c,ca64c770c3249427f245a7d3f59fcd5e83ee57ebbbd7edb8ac69f5cbede3ac4c,True,True,True,0.0,0,True,True
35_em_5,35_em_5_0.bmp,35_em_5.bmp,12602,12602,172,67,172,67,L,L,cf7ec9583137b86a85685ce31d66fef0ae9d94569e19aaa20ecaafc6cd8ed977,cf7ec9583137b86a85685ce31d66fef0ae9d94569e19aaa20ecaafc6cd8ed977,True,True,True,0.0,0,True,True
35_em_6,35_em_6_0.bmp,35_em_6.bmp,16810,16810,227,69,227,69,L,L,8d322554636d5eae61339f27f2622a73caead66004e27ea1ca08434bba452621,8d322554636d5eae61339f27f2622a73caead66004e27ea1ca08434bba452621,True,True,True,0.0,0,True,True
35_em_7,35_em_7_0.bmp,35_em_7.bmp,43046,43046,485,86,485,86,L,L,a3dc906243874f5eacd79982506d3c208254d41a60dc7fb895c748cd5df9c9fa,a3dc906243874f5eacd79982506d3c208254d41a60dc7fb895c748cd5df9c9fa,True,True,True,0.0,0,True,True
35_em_8,35_em_8_0.bmp,35_em_8.bmp,26190,26190,291,86,291,86,L,L,ed4cb59c1337709b5859e7d801328dbb3a2f451e05d61abeab31cc0760e62792,ed4cb59c1337709b5859e7d801328dbb3a2f451e05d61abeab31cc0760e62792,True,True,True,0.0,0,True,True
35_em_9,35_em_9_0.bmp,35_em_9.bmp,40950,40950,446,89,446,89,L,L,158a64c2e207626dab753d67d4e65f7df2f32560db99dcce14d0270c6b4f1686,158a64c2e207626dab753d67d4e65f7df2f32560db99dcce14d0270c6b4f1686,True,True,True,0.0,0,True,True
36_em_25,36_em_25_0.bmp,36_em_25.bmp,65026,65026,289,219,289,219,L,L,912a4ca80d53a3750766f9dbf3277f31a67ade1a8aef9f78c3cbf2082f144d7f,912a4ca80d53a3750766f9dbf3277f31a67ade1a8aef9f78c3cbf2082f144d7f,True,True,True,0.0,0,True,True
36_em_26,36_em_26_0.bmp,36_em_26.bmp,31882,31882,204,151,204,151,L,L,b9caaf5dcb9d2ab859dd4bc1987481df2c6177fe8c95514be4257d6464789f6a,b9caaf5dcb9d2ab859dd4bc1987481df2c6177fe8c95514be4257d6464789f6a,True,True,True,0.0,0,True,True
36_em_27,36_em_27_0.bmp,36_em_27.bmp,80278,80278,438,180,438,180,L,L,b389277c612c2967893b4c3c95cf1371f900bbe96d98556a1873a5950da4684a,b389277c612c2967893b4c3c95cf1371f900bbe96d98556a1873a5950da4684a,True,True,True,0.0,0,True,True
36_em_28,36_em_28_0.bmp,36_em_28.bmp,9574,9574,141,59,141,59,L,L,506e9c1ccc19713388221d659ed4b6754884b3f433210faca156d4cc7a58d64a,506e9c1ccc19713388221d659ed4b6754884b3f433210faca156d4cc7a58d64a,True,True,True,0.0,0,True,True
36_em_29,36_em_29_0.bmp,36_em_29.bmp,24118,24118,285,80,285,80,L,L,0199964383daf85f9eaa7e7235d4e84cd4669ec22db85b6988e2c371ab3a43a6,0199964383daf85f9eaa7e7235d4e84cd4669ec22db85b6988e2c371ab3a43a6,True,True,True,0.0,0,True,True
36_em_30,36_em_30_0.bmp,36_em_30.bmp,17374,17374,168,97,168,97,L,L,3c7658e10eefc44fe7f17c7a519366b8480145501145cfa67f3c4f7143bbf385,3c7658e10eefc44fe7f17c7a519366b8480145501145cfa67f3c4f7143bbf385,True,True,True,0.0,0,True,True
36_em_31,36_em_31_0.bmp,36_em_31.bmp,31350,31350,173,172,173,172,L,L,f090e10d0b1a87745111f51952574d5fc8548851c7a6f5e67f3dd50da549db62,f090e10d0b1a87745111f51952574d5fc8548851c7a6f5e67f3dd50da549db62,True,True,True,0.0,0,True,True
36_em_32,36_em_32_0.bmp,36_em_32.bmp,20854,20854,190,103,190,103,L,L,ee10ca9c1dac12cf42a702217d3abb61ee8ebc8c23d5a91d0902bff5b0d337c7,ee10ca9c1dac12cf42a702217d3abb61ee8ebc8c23d5a91d0902bff5b0d337c7,True,True,True,0.0,0,True,True
36_em_33,36_em_33_0.bmp,36_em_33.bmp,42374,42374,462,89,462,89,L,L,8e68530ee23eb838a8c691c7e76556090062ef3ff9a9f12a745cd963ab00320f,8e68530ee23eb838a8c691c7e76556090062ef3ff9a9f12a745cd963ab00320f,True,True,True,0.0,0,True,True
36_em_34,36_em_34_0.bmp,36_em_34.bmp,14078,14078,200,65,200,65,L,L,a77a9d257268ee573cce951276776b1d83514730dc36d51780dac022918c5c84,a77a9d257268ee573cce951276776b1d83514730dc36d51780dac022918c5c84,True,True,True,0.0,0,True,True
36_em_35,36_em_35_0.bmp,36_em_35.bmp,10318,10318,118,77,118,77,L,L,9bb6f989f80be3161a80cd4177153020ad4895d63959043ee0512bde6b824410,9bb6f989f80be3161a80cd4177153020ad4895d63959043ee0512bde6b824410,True,True,True,0.0,0,True,True
36_em_36,36_em_36_0.bmp,36_em_36.bmp,25314,25314,289,83,289,83,L,L,4f44e1061a6bb7cd715a91767140eee3da6edcfbead33f76970c477d8d25e23e,4f44e1061a6bb7cd715a91767140eee3da6edcfbead33f76970c477d8d25e23e,True,True,True,0.0,0,True,True
36_em_37,36_em_37_0.bmp,36_em_37.bmp,8966,8966,113,68,113,68,L,L,241fc9aeae546b0f6f7306b74adbc54aef3278519e599e18f55a4e14aefdda87,241fc9aeae546b0f6f7306b74adbc54aef3278519e599e18f55a4e14aefdda87,True,True,True,0.0,0,True,True
36_em_38,36_em_38_0.bmp,36_em_38.bmp,8038,8038,118,58,118,58,L,L,76677652134300b63a1148bb6f03584c5c613bb09cdc282912bc99c10cb2ee87,76677652134300b63a1148bb6f03584c5c613bb09cdc282912bc99c10cb2ee87,True,True,True,0.0,0,True,True
36_em_39,36_em_39_0.bmp,36_em_39.bmp,62326,62326,462,132,462,132,L,L,566d6b29cad96a0aa55cdb134a3b2761c62e19fb4459fd7eed5ac6bcf15b6bf7,566d6b29cad96a0aa55cdb134a3b2761c62e19fb4459fd7eed5ac6bcf15b6bf7,True,True,True,0.0,0,True,True
36_em_40,36_em_40_0.bmp,36_em_40.bmp,54326,54326,254,208,254,208,L,L,e0764118ad07b084e253eac886022a165055675cffac685d40994a86e2af69ab,e0764118ad07b084e253eac886022a165055675cffac685d40994a86e2af69ab,True,True,True,0.0,0,True,True
36_em_41,36_em_41_0.bmp,36_em_41.bmp,49126,49126,527,91,527,91,L,L,951a44dae7806e6be458192b9586caa13590d9bc87d3ef3bd62e30512cbb6c62,951a44dae7806e6be458192b9586caa13590d9bc87d3ef3bd62e30512cbb6c62,True,True,True,0.0,0,True,True
36_em_42,36_em_42_0.bmp,36_em_42.bmp,12934,12934,153,76,153,76,L,L,7147017e5ada8bcc839718fd46bf7997aa5bde9c657090a6d6c92a8f360ce361,7147017e5ada8bcc839718fd46bf7997aa5bde9c657090a6d6c92a8f360ce361,True,True,True,0.0,0,True,True
36_em_43,36_em_43_0.bmp,36_em_43.bmp,15478,15478,157,90,157,90,L,L,62af4533d57c7f7f88b2683a016f97384b925229448984e5179e132cb0b00d9b,62af4533d57c7f7f88b2683a016f97384b925229448984e5179e132cb0b00d9b,True,True,True,0.0,0,True,True
36_em_44,36_em_44_0.bmp,36_em_44.bmp,9238,9238,118,68,118,68,L,L,65199ec41ae4a2f8354d4ac8091b8afd53173f4b9dad7606fe843fe492393b53,65199ec41ae4a2f8354d4ac8091b8afd53173f4b9dad7606fe843fe492393b53,True,True,True,0.0,0,True,True
36_em_45,36_em_45_0.bmp,36_em_45.bmp,29614,29614,346,82,346,82,L,L,8755bf215bcee7bb76512dbfb5f029e8702aea663d956f1409954278a6d56b8d,8755bf215bcee7bb76512dbfb5f029e8702aea663d956f1409954278a6d56b8d,True,True,True,0.0,0,True,True
36_em_46,36_em_46_0.bmp,36_em_46.bmp,9598,9598,117,71,117,71,L,L,69da5babbed55145a2cbdb1390fcabde988539599c4ecc41580de22fe3605bec,69da5babbed55145a2cbdb1390fcabde988539599c4ecc41580de22fe3605bec,True,True,True,0.0,0,True,True
36_em_47,36_em_47_0.bmp,36_em_47.bmp,9678,9678,97,86,97,86,L,L,559f88a77c040f1c78ff999bb6b11a4ac8ae5c869ef842c0e07f3db070968f50,559f88a77c040f1c78ff999bb6b11a4ac8ae5c869ef842c0e07f3db070968f50,True,True,True,0.0,0,True,True
36_em_48,36_em_48_0.bmp,36_em_48.bmp,16990,16990,155,102,155,102,L,L,d23f2374f96722acc93f4316539b673ee6f163c58ab45b36eecf6d5f44b234b9,d23f2374f96722acc93f4316539b673ee6f163c58ab45b36eecf6d5f44b234b9,True,True,True,0.0,0,True,True
36_em_49,36_em_49_0.bmp,36_em_49.bmp,15414,15414,221,64,221,64,L,L,1b1e948fa668d0f8cd879ecc585230cc1456bd1127c4894b1d4cb5970e295e04,1b1e948fa668d0f8cd879ecc585230cc1456bd1127c4894b1d4cb5970e295e04,True,True,True,0.0,0,True,True
37_em_0,37_em_0_0.bmp,37_em_0.bmp,21718,21718,238,86,238,86,L,L,2d11cc51b981854b665686930525e21841162f253786aa1a43ad6f8f14d2c836,2d11cc51b981854b665686930525e21841162f253786aa1a43ad6f8f14d2c836,True,True,True,0.0,0,True,True
37_em_1,37_em_1_0.bmp,37_em_1.bmp,29298,29298,332,85,332,85,L,L,3f2ce32dfba78d35403947bb9fdc67578913c97c362e6ab3564dde56b7bf8a66,3f2ce32dfba78d35403947bb9fdc67578913c97c362e6ab3564dde56b7bf8a66,True,True,True,0.0,0,True,True
37_em_10,37_em_10_0.bmp,37_em_10.bmp,12254,12254,88,127,88,127,L,L,77673caff82e9b536515cd3adae39d1199d4968c905f5c1fde9eb51b96260768,77673caff82e9b536515cd3adae39d1199d4968c905f5c1fde9eb51b96260768,True,True,True,0.0,0,True,True
37_em_11,37_em_11_0.bmp,37_em_11.bmp,7510,7510,94,67,94,67,L,L,6eb68f400f2dff9c77eb88ee7fd7e1bceed69c848165fc24f0be0f63985600d6,6eb68f400f2dff9c77eb88ee7fd7e1bceed69c848165fc24f0be0f63985600d6,True,True,True,0.0,0,True,True
37_em_12,37_em_12_0.bmp,37_em_12.bmp,20102,20102,230,82,230,82,L,L,b7ee69923c13b0108ebf05c748d4d8a703129dd6b5614d04ee3acc25596db429,b7ee69923c13b0108ebf05c748d4d8a703129dd6b5614d04ee3acc25596db429,True,True,True,0.0,0,True,True
37_em_13,37_em_13_0.bmp,37_em_13.bmp,8978,8978,99,79,99,79,L,L,d202313caa574227f288cdc540ea8cf1392ee9ef0522bb276711ee85beb53383,d202313caa574227f288cdc540ea8cf1392ee9ef0522bb276711ee85beb53383,True,True,True,0.0,0,True,True
37_em_14,37_em_14_0.bmp,37_em_14.bmp,25150,25150,233,102,233,102,L,L,f8f35d1a3740a2e83c2c09af9d0799b5b5ecca28521354c4a2e0dcc14ebe0c73,f8f35d1a3740a2e83c2c09af9d0799b5b5ecca28521354c4a2e0dcc14ebe0c73,True,True,True,0.0,0,True,True
37_em_15,37_em_15_0.bmp,37_em_15.bmp,7882,7882,105,63,105,63,L,L,feab68f5a0f1e9f687ef57d53be96827e36e5dd024812b131df12789fc0c9bd5,feab68f5a0f1e9f687ef57d53be96827e36e5dd024812b131df12789fc0c9bd5,True,True,True,0.0,0,True,True
37_em_16,37_em_16_0.bmp,37_em_16.bmp,7242,7242,92,67,92,67,L,L,887f97be50897599339d5b7317afa6484ec7bbaff8a6d1265604d2ca2c8ecd46,887f97be50897599339d5b7317afa6484ec7bbaff8a6d1265604d2ca2c8ecd46,True,True,True,0.0,0,True,True
37_em_17,37_em_17_0.bmp,37_em_17.bmp,35182,35182,389,87,389,87,L,L,0be265b2dc21a957a2f3c38bde0fbcf848924ba04a59aea53b12e749f47365aa,0be265b2dc21a957a2f3c38bde0fbcf848924ba04a59aea53b12e749f47365aa,True,True,True,0.0,0,True,True
37_em_18,37_em_18_0.bmp,37_em_18.bmp,80026,80026,612,129,612,129,L,L,ee16f3504c7d5b5d6d793f5a06d847c5b4b2663f570f4075874ebbd65b62f8bd,ee16f3504c7d5b5d6d793f5a06d847c5b4b2663f570f4075874ebbd65b62f8bd,True,True,True,0.0,0,True,True
37_em_19,37_em_19_0.bmp,37_em_19.bmp,30598,30598,238,123,238,123,L,L,e5452d286345d486b464a9f3b32a4a9b87673964a879b50061b69e5251c4e01c,e5452d286345d486b464a9f3b32a4a9b87673964a879b50061b69e5251c4e01c,True,True,True,0.0,0,True,True
37_em_2,37_em_2_0.bmp,37_em_2.bmp,54274,54274,372,143,372,143,L,L,28c6d89b9e4185763beb277fc37a03a3058c5ea310e74612e7dccceda22af498,28c6d89b9e4185763beb277fc37a03a3058c5ea310e74612e7dccceda22af498,True,True,True,0.0,0,True,True
37_em_20,37_em_20_0.bmp,37_em_20.bmp,15946,15946,235,63,235,63,L,L,2d36440106af09d182548e24881701a43d4b972519375e13953521e58280644e,2d36440106af09d182548e24881701a43d4b972519375e13953521e58280644e,True,True,True,0.0,0,True,True
37_em_21,37_em_21_0.bmp,37_em_21.bmp,43926,43926,409,104,409,104,L,L,8f743ef23ad22d3fbb075a955c4baf2cd64c81d783592d9c58f19180b22b2f9f,8f743ef23ad22d3fbb075a955c4baf2cd64c81d783592d9c58f19180b22b2f9f,True,True,True,0.0,0,True,True
37_em_22,37_em_22_0.bmp,37_em_22.bmp,27478,27478,263,100,263,100,L,L,55c54fa1b2a3e4b07d71e8825477d958ab93ab1d516ef39d031bb202e1ae248f,55c54fa1b2a3e4b07d71e8825477d958ab93ab1d516ef39d031bb202e1ae248f,True,True,True,0.0,0,True,True
37_em_23,37_em_23_0.bmp,37_em_23.bmp,21266,21266,195,103,195,103,L,L,d4a98ef1f7aae8433d9fdc6e6d6f397fa9d2e704f5f02a21b48db8c09509aeba,d4a98ef1f7aae8433d9fdc6e6d6f397fa9d2e704f5f02a21b48db8c09509aeba,True,True,True,0.0,0,True,True
37_em_24,37_em_24_0.bmp,37_em_24.bmp,70566,70566,402,172,402,172,L,L,f175afdba8fc184be670c66c7ea5d73ba4884586b312c331bc304a0170113c88,f175afdba8fc184be670c66c7ea5d73ba4884586b312c331bc304a0170113c88,True,True,True,0.0,0,True,True
37_em_25,37_em_25_0.bmp,37_em_25.bmp,8878,8878,102,75,102,75,L,L,25d1f50c729865c03f9d8be8d331daec49bcccdfc594547bcce31aa96cf55d2d,25d1f50c729865c03f9d8be8d331daec49bcccdfc594547bcce31aa96cf55d2d,True,True,True,0.0,0,True,True
37_em_26,37_em_26_0.bmp,37_em_26.bmp,34822,34822,293,114,293,114,L,L,25383168e55c3afe54ec239d1b68efb280249adcccd6db230e91f5d2e52fa3a6,25383168e55c3afe54ec239d1b68efb280249adcccd6db230e91f5d2e52fa3a6,True,True,True,0.0,0,True,True
37_em_27,37_em_27_0.bmp,37_em_27.bmp,9254,9254,110,73,110,73,L,L,595f52aa4dd22d7cb6a42b6159f841d1fec58c1c8d66321d6138d75028bb91a7,595f52aa4dd22d7cb6a42b6159f841d1fec58c1c8d66321d6138d75028bb91a7,True,True,True,0.0,0,True,True
37_em_28,37_em_28_0.bmp,37_em_28.bmp,11822,11822,134,79,134,79,L,L,f781944162e43099836aae574d32d7fb5ef5a5e9b202c0a5ab08744d265113c7,f781944162e43099836aae574d32d7fb5ef5a5e9b202c0a5ab08744d265113c7,True,True,True,0.0,0,True,True
37_em_29,37_em_29_0.bmp,37_em_29.bmp,8086,8086,94,73,94,73,L,L,59d1002ac30412f9e573e66854ed53b502978ad08b4725e173ff9c0839d3b7d4,59d1002ac30412f9e573e66854ed53b502978ad08b4725e173ff9c0839d3b7d4,True,True,True,0.0,0,True,True
37_em_3,37_em_3_0.bmp,37_em_3.bmp,6798,6798,104,55,104,55,L,L,e4002e103adb7e52ddbd0f125f4e2195e2d83f2b6f849260ad17b73988451216,e4002e103adb7e52ddbd0f125f4e2195e2d83f2b6f849260ad17b73988451216,True,True,True,0.0,0,True,True
37_em_30,37_em_30_0.bmp,37_em_30.bmp,17430,17430,224,73,224,73,L,L,717fb83a0ec3d5ddb4acee2d52fa4201689951586623dac7f8049c3545b92cb5,717fb83a0ec3d5ddb4acee2d52fa4201689951586623dac7f8049c3545b92cb5,True,True,True,0.0,0,True,True
37_em_31,37_em_31_0.bmp,37_em_31.bmp,31210,31210,324,93,324,93,L,L,a90888e7712fc8150c22bc1730e05c99a0b7a3c1b855b94c9ed3da1f13371487,a90888e7712fc8150c22bc1730e05c99a0b7a3c1b855b94c9ed3da1f13371487,True,True,True,0.0,0,True,True
37_em_32,37_em_32_0.bmp,37_em_32.bmp,50974,50974,503,99,503,99,L,L,cb10a9234f52646df912ea363487a16d662195243870fe080f107350350d7f3f,cb10a9234f52646df912ea363487a16d662195243870fe080f107350350d7f3f,True,True,True,0.0,0,True,True
37_em_4,37_em_4_0.bmp,37_em_4.bmp,36510,36510,410,86,410,86,L,L,6704b4d11de728a500b845e713bec64f193ae7537cd6af89ea9aef345647d212,6704b4d11de728a500b845e713bec64f193ae7537cd6af89ea9aef345647d212,True,True,True,0.0,0,True,True
37_em_5,37_em_5_0.bmp,37_em_5.bmp,23030,23030,195,112,195,112,L,L,9d4b2c4330bef6e106f38c070f764a0ea72b4f4238ec1e175f8cedc48e0c7bf2,9d4b2c4330bef6e106f38c070f764a0ea72b4f4238ec1e175f8cedc48e0c7bf2,True,True,True,0.0,0,True,True
37_em_6,37_em_6_0.bmp,37_em_6.bmp,7210,7210,82,73,82,73,L,L,093ea6947259caf0a306085b030cb41d03e2e9abbc6736b4228c9cc5f16aefff,093ea6947259caf0a306085b030cb41d03e2e9abbc6736b4228c9cc5f16aefff,True,True,True,0.0,0,True,True
37_em_7,37_em_7_0.bmp,37_em_7.bmp,9394,9394,130,63,130,63,L,L,55a6e0f7190054a660c60db49852c3eee1843f2b08b82bc7c96e6b5cbbe7b78b,55a6e0f7190054a660c60db49852c3eee1843f2b08b82bc7c96e6b5cbbe7b78b,True,True,True,0.0,0,True,True
37_em_8,37_em_8_0.bmp,37_em_8.bmp,55862,55862,425,128,425,128,L,L,9c6bee79a73446fe1896d35df7c13b7bf5c0d0b7dfd43a9614809468046b0311,9c6bee79a73446fe1896d35df7c13b7bf5c0d0b7dfd43a9614809468046b0311,True,True,True,0.0,0,True,True
37_em_9,37_em_9_0.bmp,37_em_9.bmp,6438,6438,79,67,79,67,L,L,380945ef9667506fb842edff1392770d4f0afb89a5d4737b0af9c3657b86adb9,380945ef9667506fb842edff1392770d4f0afb89a5d4737b0af9c3657b86adb9,True,True,True,0.0,0,True,True
500_em_108,500_em_108_0.bmp,500_em_108.bmp,10502,10502,121,76,121,76,L,L,69b290289cd27d7607a55025c872b324c48534a00b156aac78405f799dfbfa27,69b290289cd27d7607a55025c872b324c48534a00b156aac78405f799dfbfa27,True,True,True,0.0,0,True,True
500_em_109,500_em_109_0.bmp,500_em_109.bmp,7198,7198,67,90,67,90,L,L,9de373981bdf65fa0813240780ea6237f13b921dbdfe43b62971709542de4fa6,9de373981bdf65fa0813240780ea6237f13b921dbdfe43b62971709542de4fa6,True,True,True,0.0,0,True,True
500_em_110,500_em_110_0.bmp,500_em_110.bmp,46078,46078,360,125,360,125,L,L,4150731ac99d8aed5d23a9db0604523d491fa3314c8417867aae258eb1c62092,4150731ac99d8aed5d23a9db0604523d491fa3314c8417867aae258eb1c62092,True,True,True,0.0,0,True,True
501_em_0,501_em_0_0.bmp,501_em_0.bmp,48310,48310,325,144,325,144,L,L,109eb0ffde60c2f4c18efcf26fe56de2158797f4640108d51a73c115843f969c,109eb0ffde60c2f4c18efcf26fe56de2158797f4640108d51a73c115843f969c,True,True,True,0.0,0,True,True
501_em_1,501_em_1_0.bmp,501_em_1.bmp,7414,7414,87,72,87,72,L,L,a1df62f63b4d8f222a0bf12ae2e7e53d28161963114e31ce8dffb69c87b44c53,a1df62f63b4d8f222a0bf12ae2e7e53d28161963114e31ce8dffb69c87b44c53,True,True,True,0.0,0,True,True
501_em_10,501_em_10_0.bmp,501_em_10.bmp,82702,82702,715,114,715,114,L,L,d0ad80ab1e6df0838f64a5248a8c4acbc2e196262672bd2c3273d6cd729623d7,d0ad80ab1e6df0838f64a5248a8c4acbc2e196262672bd2c3273d6cd729623d7,True,True,True,0.0,0,True,True
501_em_11,501_em_11_0.bmp,501_em_11.bmp,67522,67522,586,113,586,113,L,L,12add6565408f855f80fceb88dcf9544d0249ff3160c64572f1b09b90e4b6c18,12add6565408f855f80fceb88dcf9544d0249ff3160c64572f1b09b90e4b6c18,True,True,True,0.0,0,True,True
